state,week_filed,claims_initial,week_ending,claims_continued,covered_emp,ins_unemp_rate
Virginia,7/6/2013,"5,373",6/29/2013,"42,069","3,433,701",1.23
Virginia,7/13/2013,"6,659",7/6/2013,"45,697","3,443,225",1.33
Virginia,7/20/2013,"5,309",7/13/2013,"43,981","3,443,225",1.28
Virginia,7/27/2013,"4,523",7/20/2013,"43,022","3,443,225",1.25
Virginia,8/3/2013,"4,865",7/27/2013,"42,568","3,443,225",1.24
Virginia,8/10/2013,"4,686",8/3/2013,"42,536","3,443,225",1.24
Virginia,8/17/2013,"4,474",8/10/2013,"42,628","3,443,225",1.24
Virginia,8/24/2013,"4,191",8/17/2013,"41,505","3,443,225",1.21
Virginia,8/31/2013,"4,456",8/24/2013,"40,108","3,443,225",1.16
Virginia,9/7/2013,"4,383",8/31/2013,"38,345","3,443,225",1.11
Virginia,9/14/2013,"4,446",9/7/2013,"38,451","3,443,225",1.12
Virginia,9/21/2013,"4,413",9/14/2013,"38,162","3,443,225",1.11
Virginia,9/28/2013,"4,367",9/21/2013,"37,779","3,443,225",1.1
Virginia,10/5/2013,"8,294",9/28/2013,"37,483","3,443,225",1.09
Virginia,10/12/2013,"8,569",10/5/2013,"37,482","3,451,518",1.09
Virginia,10/19/2013,"6,791",10/12/2013,"38,970","3,451,518",1.13
Virginia,10/26/2013,"4,984",10/19/2013,"38,262","3,451,518",1.11
Virginia,11/2/2013,"4,958",10/26/2013,"37,717","3,451,518",1.09
Virginia,11/9/2013,"5,687",11/2/2013,"37,991","3,451,518",1.1
Virginia,11/16/2013,"5,053",11/9/2013,"38,212","3,451,518",1.11
Virginia,11/23/2013,"4,981",11/16/2013,"38,829","3,451,518",1.12
Virginia,11/30/2013,"4,267",11/23/2013,"36,874","3,451,518",1.07
Virginia,12/7/2013,"7,382",11/30/2013,"42,309","3,451,518",1.23
Virginia,12/14/2013,"6,214",12/7/2013,"40,544","3,451,518",1.17
Virginia,12/21/2013,"7,082",12/14/2013,"41,242","3,451,518",1.19
Virginia,12/28/2013,"5,690",12/21/2013,"39,441","3,451,518",1.14
Virginia,1/4/2014,"9,515",12/28/2013,"47,304","3,451,518",1.37
Virginia,1/11/2014,"9,173",1/4/2014,"49,921","3,458,986",1.44
Virginia,1/18/2014,"5,959",1/11/2014,"48,534","3,458,986",1.4
Virginia,1/25/2014,"5,734",1/18/2014,"47,220","3,458,986",1.37
Virginia,2/1/2014,"5,705",1/25/2014,"48,551","3,458,986",1.4
Virginia,2/8/2014,"5,618",2/1/2014,"45,273","3,458,986",1.31
Virginia,2/15/2014,"4,009",2/8/2014,"46,647","3,458,986",1.35
Virginia,2/22/2014,"4,937",2/15/2014,"47,174","3,458,986",1.36
Virginia,3/1/2014,"4,139",2/22/2014,"46,284","3,458,986",1.34
Virginia,3/8/2014,"4,036",3/1/2014,"44,256","3,458,986",1.28
Virginia,3/15/2014,"4,549",3/8/2014,"43,734","3,458,986",1.26
Virginia,3/22/2014,"4,201",3/15/2014,"42,954","3,458,986",1.24
Virginia,3/29/2014,"3,964",3/22/2014,"41,857","3,458,986",1.21
Virginia,4/5/2014,"4,296",3/29/2014,"40,254","3,458,986",1.16
Virginia,4/12/2014,"4,165",4/5/2014,"38,772","3,463,993",1.12
Virginia,4/19/2014,"3,810",4/12/2014,"37,816","3,463,993",1.09
Virginia,4/26/2014,"3,888",4/19/2014,"37,133","3,463,993",1.07
Virginia,5/3/2014,"4,231",4/26/2014,"36,400","3,463,993",1.05
Virginia,5/10/2014,"4,284",5/3/2014,"35,291","3,463,993",1.02
Virginia,5/17/2014,"4,720",5/10/2014,"35,396","3,463,993",1.02
Virginia,5/24/2014,"4,302",5/17/2014,"35,948","3,463,993",1.04
Virginia,5/31/2014,"3,968",5/24/2014,"35,335","3,463,993",1.02
Virginia,6/7/2014,"4,710",5/31/2014,"35,843","3,463,993",1.03
Virginia,6/14/2014,"4,363",6/7/2014,"35,983","3,463,993",1.04
Virginia,6/21/2014,"4,514",6/14/2014,"35,656","3,463,993",1.03
Virginia,6/28/2014,"4,195",6/21/2014,"36,067","3,463,993",1.04
Virginia,7/5/2014,"4,294",6/28/2014,"34,255","3,463,993",0.99
Virginia,7/12/2014,"6,063",7/5/2014,"38,580","3,466,760",1.11
Virginia,7/19/2014,"3,893",7/12/2014,"36,264","3,466,760",1.05
Virginia,7/26/2014,"3,824",7/19/2014,"35,797","3,466,760",1.03
Virginia,8/2/2014,"4,028",7/26/2014,"34,858","3,466,760",1.01
Virginia,8/9/2014,"4,092",8/2/2014,"35,486","3,466,760",1.02
Virginia,8/16/2014,"4,155",8/9/2014,"35,593","3,466,760",1.03
Virginia,8/23/2014,"3,887",8/16/2014,"34,627","3,466,760",1
Virginia,8/30/2014,"3,858",8/23/2014,"33,714","3,466,760",0.97
Virginia,9/6/2014,"3,812",8/30/2014,"31,765","3,466,760",0.92
Virginia,9/13/2014,"3,972",9/6/2014,"32,234","3,466,760",0.93
Virginia,9/20/2014,"3,523",9/13/2014,"31,284","3,466,760",0.9
Virginia,9/27/2014,"3,428",9/20/2014,"30,973","3,466,760",0.89
Virginia,10/4/2014,"4,076",9/27/2014,"30,964","3,466,760",0.89
Virginia,10/11/2014,"4,286",10/4/2014,"30,848","3,467,574",0.89
Virginia,10/18/2014,"3,558",10/11/2014,"30,415","3,467,574",0.88
Virginia,10/25/2014,"3,782",10/18/2014,"30,733","3,467,574",0.89
Virginia,11/1/2014,"3,699",10/25/2014,"30,585","3,467,574",0.88
Virginia,11/8/2014,"4,326",11/1/2014,"30,647","3,467,574",0.88
Virginia,11/15/2014,"4,017",11/8/2014,"30,543","3,467,574",0.88
Virginia,11/22/2014,"4,356",11/15/2014,"31,331","3,467,574",0.9
Virginia,11/29/2014,"3,417",11/22/2014,"29,993","3,467,574",0.86
Virginia,12/6/2014,"6,586",11/29/2014,"34,501","3,467,574",0.99
Virginia,12/13/2014,"4,594",12/6/2014,"32,981","3,467,574",0.95
Virginia,12/20/2014,"5,483",12/13/2014,"33,238","3,467,574",0.96
Virginia,12/27/2014,"4,764",12/20/2014,"32,730","3,467,574",0.94
Virginia,1/3/2015,"6,459",12/27/2014,"38,118","3,467,574",1.1
Virginia,1/10/2015,"9,212",1/3/2015,"41,264","3,473,107",1.19
Virginia,1/17/2015,"5,160",1/10/2015,"38,231","3,473,107",1.1
Virginia,1/24/2015,"4,991",1/17/2015,"37,788","3,473,107",1.09
Virginia,1/31/2015,"4,469",1/24/2015,"38,806","3,473,107",1.12
Virginia,2/7/2015,"4,583",1/31/2015,"38,236","3,473,107",1.1
Virginia,2/14/2015,"3,937",2/7/2015,"37,751","3,473,107",1.09
Virginia,2/21/2015,"3,241",2/14/2015,"35,853","3,473,107",1.03
Virginia,2/28/2015,"4,125",2/21/2015,"37,129","3,473,107",1.07
Virginia,3/7/2015,"3,803",2/28/2015,"37,254","3,473,107",1.07
Virginia,3/14/2015,"3,729",3/7/2015,"36,156","3,473,107",1.04
Virginia,3/21/2015,"3,204",3/14/2015,"34,858","3,473,107",1
Virginia,3/28/2015,"3,123",3/21/2015,"32,889","3,473,107",0.95
Virginia,4/4/2015,"3,397",3/28/2015,"30,957","3,473,107",0.89
Virginia,4/11/2015,"3,571",4/4/2015,"29,970","3,478,577",0.86
Virginia,4/18/2015,"3,236",4/11/2015,"29,451","3,478,577",0.85
Virginia,4/25/2015,"3,055",4/18/2015,"28,682","3,478,577",0.82
Virginia,5/2/2015,"3,366",4/25/2015,"27,680","3,478,577",0.8
Virginia,5/9/2015,"3,463",5/2/2015,"27,464","3,478,577",0.79
Virginia,5/16/2015,"3,763",5/9/2015,"27,430","3,478,577",0.79
Virginia,5/23/2015,"3,781",5/16/2015,"28,222","3,478,577",0.81
Virginia,5/30/2015,"3,174",5/23/2015,"27,670","3,478,577",0.8
Virginia,6/6/2015,"3,987",5/30/2015,"28,696","3,478,577",0.82
Virginia,6/13/2015,"3,637",6/6/2015,"28,551","3,478,577",0.82
Virginia,6/20/2015,"3,741",6/13/2015,"28,663","3,478,577",0.82
Virginia,6/27/2015,"3,575",6/20/2015,"29,456","3,478,577",0.85
Virginia,7/4/2015,"3,820",6/27/2015,"26,601","3,478,577",0.76
Virginia,7/11/2015,"4,656",7/4/2015,"29,932","3,484,260",0.86
Virginia,7/18/2015,"3,500",7/11/2015,"29,969","3,484,260",0.86
Virginia,7/25/2015,"2,821",7/18/2015,"29,322","3,484,260",0.84
Virginia,8/1/2015,"3,915",7/25/2015,"29,355","3,484,260",0.84
Virginia,8/8/2015,"3,586",8/1/2015,"29,393","3,484,260",0.84
Virginia,8/15/2015,"3,195",8/8/2015,"29,177","3,484,260",0.84
Virginia,8/22/2015,"3,035",8/15/2015,"28,734","3,484,260",0.82
Virginia,8/29/2015,"3,086",8/22/2015,"27,206","3,484,260",0.78
Virginia,9/5/2015,"3,182",8/29/2015,"24,242","3,484,260",0.7
Virginia,9/12/2015,"2,988",9/5/2015,"25,749","3,484,260",0.74
Virginia,9/19/2015,"2,922",9/12/2015,"25,911","3,484,260",0.74
Virginia,9/26/2015,"2,910",9/19/2015,"25,415","3,484,260",0.73
Virginia,10/3/2015,"3,540",9/26/2015,"24,991","3,484,260",0.72
Virginia,10/10/2015,"3,740",10/3/2015,"25,130","3,495,135",0.72
Virginia,10/17/2015,"3,200",10/10/2015,"24,976","3,495,135",0.71
Virginia,10/24/2015,"3,301",10/17/2015,"25,255","3,495,135",0.72
Virginia,10/31/2015,"3,226",10/24/2015,"25,144","3,495,135",0.72
Virginia,11/7/2015,"3,563",10/31/2015,"25,442","3,495,135",0.73
Virginia,11/14/2015,"3,420",11/7/2015,"25,320","3,495,135",0.72
Virginia,11/21/2015,"3,754",11/14/2015,"25,720","3,495,135",0.74
Virginia,11/28/2015,"3,009",11/21/2015,"25,041","3,495,135",0.72
Virginia,12/5/2015,"4,887",11/28/2015,"27,932","3,495,135",0.8
Virginia,12/12/2015,"3,880",12/5/2015,"27,538","3,495,135",0.79
Virginia,12/19/2015,"5,927",12/12/2015,"28,020","3,495,135",0.8
Virginia,12/26/2015,"5,395",12/19/2015,"28,835","3,495,135",0.83
Virginia,1/2/2016,"5,677",12/26/2015,"33,237","3,495,135",0.95
Virginia,1/9/2016,"6,790",1/2/2016,"35,502","3,507,773",1.01
Virginia,1/16/2016,"4,565",1/9/2016,"35,811","3,507,773",1.02
Virginia,1/23/2016,"4,094",1/16/2016,"33,293","3,507,773",0.95
Virginia,1/30/2016,"4,528",1/23/2016,"33,373","3,507,773",0.95
Virginia,2/6/2016,"4,898",1/30/2016,"34,719","3,507,773",0.99
Virginia,2/13/2016,"4,771",2/6/2016,"34,981","3,507,773",1
Virginia,2/20/2016,"3,765",2/13/2016,"35,111","3,507,773",1
Virginia,2/27/2016,"3,482",2/20/2016,"35,479","3,507,773",1.01
Virginia,3/5/2016,"3,565",2/27/2016,"34,774","3,507,773",0.99
Virginia,3/12/2016,"3,499",3/5/2016,"33,569","3,507,773",0.96
Virginia,3/19/2016,"3,304",3/12/2016,"32,646","3,507,773",0.93
Virginia,3/26/2016,"2,831",3/19/2016,"31,352","3,507,773",0.89
Virginia,4/2/2016,"4,044",3/26/2016,"30,389","3,507,773",0.87
Virginia,4/9/2016,"4,086",4/2/2016,"30,808","3,507,773",0.88
Virginia,4/16/2016,"3,294",4/9/2016,"29,163","3,507,773",0.83
Virginia,4/23/2016,"3,222",4/16/2016,"28,823","3,529,904",0.82
Virginia,4/30/2016,"4,436",4/23/2016,"28,655","3,529,904",0.81
Virginia,5/7/2016,"3,630",4/30/2016,"29,475","3,529,904",0.84
Virginia,5/14/2016,"3,726",5/7/2016,"28,340","3,529,904",0.8
Virginia,5/21/2016,"4,055",5/14/2016,"28,540","3,529,904",0.81
Virginia,5/28/2016,"3,405",5/21/2016,"28,846","3,529,904",0.82
Virginia,6/4/2016,"3,234",5/28/2016,"28,634","3,529,904",0.81
Virginia,6/11/2016,"4,651",6/4/2016,"28,941","3,529,904",0.82
Virginia,6/18/2016,"3,332",6/11/2016,"30,462","3,529,904",0.86
Virginia,6/25/2016,"3,452",6/18/2016,"28,982","3,529,904",0.82
Virginia,7/2/2016,"3,029",6/25/2016,"27,421","3,529,904",0.78
Virginia,7/9/2016,"3,987",7/2/2016,"28,766","3,529,904",0.81
Virginia,7/16/2016,"3,316",7/9/2016,"29,952","3,529,904",0.85
Virginia,7/23/2016,"2,885",7/16/2016,"29,427","3,529,904",0.83
Virginia,7/30/2016,"3,177",7/23/2016,"28,645","3,529,904",0.81
Virginia,8/6/2016,"3,512",7/30/2016,"28,772","3,529,904",0.82
Virginia,8/13/2016,"4,002",8/6/2016,"28,462","3,529,904",0.81
Virginia,8/20/2016,"2,834",8/13/2016,"28,996","3,529,904",0.82
Virginia,8/27/2016,"2,792",8/20/2016,"26,882","3,529,904",0.76
Virginia,9/3/2016,"1,993",8/27/2016,"23,234","3,529,904",0.66
Virginia,9/10/2016,"3,044",9/3/2016,"24,394","3,529,904",0.69
Virginia,9/17/2016,"3,041",9/10/2016,"24,872","3,529,904",0.7
Virginia,9/24/2016,"2,631",9/17/2016,"24,158","3,529,904",0.68
Virginia,10/1/2016,"2,777",9/24/2016,"23,823","3,529,904",0.67
Virginia,10/8/2016,"3,029",10/1/2016,"23,457","3,576,107",0.66
Virginia,10/15/2016,"2,930",10/8/2016,"22,962","3,576,107",0.64
Virginia,10/22/2016,"3,000",10/15/2016,"23,371","3,576,107",0.65
Virginia,10/29/2016,"2,761",10/22/2016,"23,249","3,576,107",0.65
Virginia,11/5/2016,"3,037",10/29/2016,"22,912","3,576,107",0.64
Virginia,11/12/2016,"2,785",11/5/2016,"22,667","3,576,107",0.63
Virginia,11/19/2016,"3,740",11/12/2016,"23,320","3,576,107",0.65
Virginia,11/26/2016,"3,077",11/19/2016,"22,668","3,576,107",0.63
Virginia,12/3/2016,"4,471",11/26/2016,"25,388","3,576,107",0.71
Virginia,12/10/2016,"3,775",12/3/2016,"24,821","3,576,107",0.69
Virginia,12/17/2016,"3,981",12/10/2016,"25,087","3,576,107",0.7
Virginia,12/24/2016,"4,632",12/17/2016,"25,082","3,576,107",0.7
Virginia,12/31/2016,"5,144",12/24/2016,"27,053","3,576,107",0.76
Virginia,1/7/2017,"6,042",12/31/2016,"29,728","3,576,107",0.83
Virginia,1/14/2017,"3,864",1/7/2017,"30,722","3,593,446",0.85
Virginia,1/21/2017,"4,393",1/14/2017,"30,590","3,593,446",0.85
Virginia,1/28/2017,"4,089",1/21/2017,"29,846","3,593,446",0.83
Virginia,2/4/2017,"3,549",1/28/2017,"30,059","3,593,446",0.84
Virginia,2/11/2017,"3,776",2/4/2017,"29,765","3,593,446",0.83
Virginia,2/18/2017,"2,997",2/11/2017,"30,074","3,593,446",0.84
Virginia,2/25/2017,"2,984",2/18/2017,"29,261","3,593,446",0.81
Virginia,3/4/2017,"3,328",2/25/2017,"28,908","3,593,446",0.8
Virginia,3/11/2017,"2,955",3/4/2017,"28,676","3,593,446",0.8
Virginia,3/18/2017,"3,751",3/11/2017,"27,585","3,593,446",0.77
Virginia,3/25/2017,"2,855",3/18/2017,"28,040","3,593,446",0.78
Virginia,4/1/2017,"2,625",3/25/2017,"26,335","3,593,446",0.73
Virginia,4/8/2017,"2,881",4/1/2017,"25,255","3,593,446",0.7
Virginia,4/15/2017,"2,493",4/8/2017,"24,265","3,593,446",0.68
Virginia,4/22/2017,"2,679",4/15/2017,"23,932","3,601,812",0.66
Virginia,4/29/2017,"2,641",4/22/2017,"33,340","3,601,812",0.93
Virginia,5/6/2017,"2,847",4/29/2017,"23,142","3,601,812",0.64
Virginia,5/13/2017,"3,146",5/6/2017,"23,156","3,601,812",0.64
Virginia,5/20/2017,"3,230",5/13/2017,"23,402","3,601,812",0.65
Virginia,5/27/2017,"3,225",5/20/2017,"24,004","3,601,812",0.67
Virginia,6/3/2017,"2,854",5/27/2017,"24,040","3,601,812",0.67
Virginia,6/10/2017,"3,268",6/3/2017,"24,621","3,601,812",0.68
Virginia,6/17/2017,"2,990",6/10/2017,"24,708","3,601,812",0.69
Virginia,6/24/2017,"3,080",6/17/2017,"25,512","3,601,812",0.71
Virginia,7/1/2017,"3,038",6/24/2017,"24,623","3,601,812",0.68
Virginia,7/8/2017,"3,536",7/1/2017,"24,788","3,608,526",0.69
Virginia,7/15/2017,"3,201",7/8/2017,"26,575","3,608,526",0.74
Virginia,7/22/2017,"2,900",7/15/2017,"26,473","3,608,526",0.73
Virginia,7/29/2017,"2,877",7/22/2017,"26,376","3,608,526",0.73
Virginia,8/5/2017,"2,990",7/29/2017,"25,949","3,608,526",0.72
Virginia,8/12/2017,"2,933",8/5/2017,"25,873","3,608,526",0.72
Virginia,8/19/2017,"2,724",8/12/2017,"25,534","3,608,526",0.71
Virginia,8/26/2017,"2,535",8/19/2017,"24,848","3,608,526",0.69
Virginia,9/2/2017,"2,829",8/26/2017,"23,982","3,608,526",0.66
Virginia,9/9/2017,"2,535",9/2/2017,"22,949","3,608,526",0.64
Virginia,9/16/2017,"2,513",9/9/2017,"22,989","3,608,526",0.64
Virginia,9/23/2017,"2,651",9/16/2017,"23,007","3,608,526",0.64
Virginia,9/30/2017,"2,596",9/23/2017,"22,800","3,608,526",0.63
Virginia,10/7/2017,"3,013",9/30/2017,"22,619","3,608,526",0.63
Virginia,10/14/2017,"2,639",10/7/2017,"22,572","3,618,742",0.62
Virginia,10/21/2017,"2,663",10/14/2017,"22,776","3,618,742",0.63
Virginia,10/28/2017,"2,732",10/21/2017,"22,741","3,618,742",0.63
Virginia,11/4/2017,"2,818",10/28/2017,"22,582","3,618,742",0.62
Virginia,11/11/2017,"2,530",11/4/2017,"22,348","3,618,742",0.62
Virginia,11/18/2017,"3,162",11/11/2017,"22,872","3,618,742",0.63
Virginia,11/25/2017,"2,461",11/18/2017,"21,905","3,618,742",0.61
Virginia,12/2/2017,"3,504",11/25/2017,"24,516","3,618,742",0.68
Virginia,12/9/2017,"3,146",12/2/2017,"23,961","3,618,742",0.66
Virginia,12/16/2017,"3,339",12/9/2017,"23,960","3,618,742",0.66
Virginia,12/23/2017,"4,156",12/16/2017,"24,493","3,618,742",0.68
Virginia,12/30/2017,"4,213",12/23/2017,"24,874","3,618,742",0.69
Virginia,1/6/2018,"4,185",12/30/2017,"27,138","3,618,742",0.75
Virginia,1/13/2018,"4,097",1/6/2018,"28,379","3,628,547",0.78
Virginia,1/20/2018,"3,772",1/13/2018,"28,055","3,628,547",0.77
Virginia,1/27/2018,"3,419",1/20/2018,"27,746","3,628,547",0.76
Virginia,2/3/2018,"3,301",1/27/2018,"27,036","3,628,547",0.75
Virginia,2/10/2018,"3,094",2/3/2018,"27,061","3,628,547",0.75
Virginia,2/17/2018,"2,360",2/10/2018,"27,299","3,628,547",0.75
Virginia,2/24/2018,"2,307",2/17/2018,"26,267","3,628,547",0.72
Virginia,3/3/2018,"2,431",2/24/2018,"25,960","3,628,547",0.72
Virginia,3/10/2018,"2,841",3/3/2018,"25,236","3,628,547",0.7
Virginia,3/17/2018,"2,373",3/10/2018,"24,490","3,628,547",0.67
Virginia,3/24/2018,"2,375",3/17/2018,"23,708","3,628,547",0.65
Virginia,3/31/2018,"2,492",3/24/2018,"23,304","3,628,547",0.64
Virginia,4/7/2018,"2,787",3/31/2018,"22,830","3,628,547",0.63
Virginia,4/14/2018,"2,322",4/7/2018,"22,561","3,640,464",0.62
Virginia,4/21/2018,"2,319",4/14/2018,"21,815","3,640,464",0.6
Virginia,4/28/2018,"2,234",4/21/2018,"21,060","3,640,464",0.58
Virginia,5/5/2018,"2,452",4/28/2018,"20,496","3,640,464",0.56
Virginia,5/12/2018,"2,592",5/5/2018,"20,525","3,640,464",0.56
Virginia,5/19/2018,"3,148",5/12/2018,"20,758","3,640,464",0.57
Virginia,5/26/2018,"3,100",5/19/2018,"20,920","3,640,464",0.57
Virginia,6/2/2018,"2,537",5/26/2018,"21,231","3,640,464",0.58
Virginia,6/9/2018,"2,855",6/2/2018,"21,660","3,640,464",0.59
Virginia,6/16/2018,"2,779",6/9/2018,"21,631","3,640,464",0.59
Virginia,6/23/2018,"2,645",6/16/2018,"21,745","3,640,464",0.6
Virginia,6/30/2018,"2,695",6/23/2018,"21,944","3,640,464",0.6
Virginia,7/7/2018,"3,102",6/30/2018,"21,527","3,640,464",0.59
Virginia,7/14/2018,"2,714",7/7/2018,"23,026","3,640,464",0.63
Virginia,7/21/2018,"2,356",7/14/2018,"22,603","3,653,386",0.62
Virginia,7/28/2018,"2,367",7/21/2018,"22,239","3,653,386",0.61
Virginia,8/4/2018,"2,560",7/28/2018,"21,776","3,653,386",0.6
Virginia,8/11/2018,"2,608",8/4/2018,"21,927","3,653,386",0.6
Virginia,8/18/2018,"2,254",8/11/2018,"21,838","3,653,386",0.6
Virginia,8/25/2018,"2,193",8/18/2018,"21,019","3,653,386",0.58
Virginia,9/1/2018,"2,113",8/25/2018,"20,045","3,653,386",0.55
Virginia,9/8/2018,"2,143",9/1/2018,"18,845","3,653,386",0.52
Virginia,9/15/2018,"2,031",9/8/2018,"18,848","3,653,386",0.52
Virginia,9/22/2018,"2,360",9/15/2018,"18,646","3,653,386",0.51
Virginia,9/29/2018,"2,198",9/22/2018,"18,292","3,653,386",0.5
Virginia,10/6/2018,"2,581",9/29/2018,"18,046","3,653,386",0.49
Virginia,10/13/2018,"2,188",10/6/2018,"17,852","3,670,247",0.49
Virginia,10/20/2018,"2,369",10/13/2018,"17,989","3,670,247",0.49
Virginia,10/27/2018,"2,284",10/20/2018,"17,782","3,670,247",0.48
Virginia,11/3/2018,"2,313",10/27/2018,"17,936","3,670,247",0.49
Virginia,11/10/2018,"2,788",11/3/2018,"17,827","3,670,247",0.49
Virginia,11/17/2018,"2,566",11/10/2018,"17,950","3,670,247",0.49
Virginia,11/24/2018,"2,019",11/17/2018,"17,555","3,670,247",0.48
Virginia,12/1/2018,"3,265",11/24/2018,"19,854","3,670,247",0.54
Virginia,12/8/2018,"3,067",12/1/2018,"18,998","3,670,247",0.52
Virginia,12/15/2018,"3,197",12/8/2018,"19,379","3,670,247",0.53
Virginia,12/22/2018,"3,862",12/15/2018,"19,954","3,670,247",0.54
Virginia,12/29/2018,"3,353",12/22/2018,"20,049","3,670,247",0.55
Virginia,1/5/2019,"3,229",12/29/2018,"22,824","3,670,247",0.62
Virginia,1/12/2019,"4,780",1/5/2019,"24,191","3,685,768",0.66
Virginia,1/19/2019,"3,468",1/12/2019,"23,631","3,685,768",0.64
Virginia,1/26/2019,"3,513",1/19/2019,"23,781","3,685,768",0.65
Virginia,2/2/2019,"2,896",1/26/2019,"24,110","3,685,768",0.65
Virginia,2/9/2019,"2,686",2/2/2019,"23,700","3,685,768",0.64
Virginia,2/16/2019,"2,308",2/9/2019,"23,511","3,685,768",0.64
Virginia,2/23/2019,"2,240",2/16/2019,"22,881","3,685,768",0.62
Virginia,3/2/2019,"2,140",2/23/2019,"22,742","3,685,768",0.62
Virginia,3/9/2019,"2,445",3/2/2019,"22,508","3,685,768",0.61
Virginia,3/16/2019,"2,210",3/9/2019,"21,927","3,685,768",0.59
Virginia,3/23/2019,"2,141",3/16/2019,"21,525","3,685,768",0.58
Virginia,3/30/2019,"2,074",3/23/2019,"20,645","3,685,768",0.56
Virginia,4/6/2019,"2,155",3/30/2019,"19,890","3,685,768",0.54
Virginia,4/13/2019,"2,260",4/6/2019,"19,164","3,700,081",0.52
Virginia,4/20/2019,"2,231",4/13/2019,"18,449","3,700,081",0.5
Virginia,4/27/2019,"2,062",4/20/2019,"18,608","3,700,081",0.5
Virginia,5/4/2019,"2,341",4/27/2019,"18,478","3,700,081",0.5
Virginia,5/11/2019,"2,481",5/4/2019,"17,804","3,700,081",0.48
Virginia,5/18/2019,"2,644",5/11/2019,"18,177","3,700,081",0.49
Virginia,5/25/2019,"2,568",5/18/2019,"18,363","3,700,081",0.5
Virginia,6/1/2019,"2,388",5/25/2019,"18,453","3,700,081",0.5
Virginia,6/8/2019,"2,821",6/1/2019,"19,079","3,700,081",0.52
Virginia,6/15/2019,"2,591",6/8/2019,"19,463","3,700,081",0.53
Virginia,6/22/2019,"2,450",6/15/2019,"19,669","3,700,081",0.53
Virginia,6/29/2019,"2,415",6/22/2019,"19,797","3,700,081",0.54
Virginia,7/6/2019,"2,487",6/29/2019,"18,970","3,700,081",0.51
Virginia,7/13/2019,"3,183",7/6/2019,"20,754","3,711,855",0.56
Virginia,7/20/2019,"2,453",7/13/2019,"20,075","3,711,855",0.54
Virginia,7/27/2019,"2,185",7/20/2019,"20,197","3,711,855",0.54
Virginia,8/3/2019,"2,517",7/27/2019,"19,788","3,711,855",0.53
Virginia,8/10/2019,"2,382",8/3/2019,"19,985","3,711,855",0.54
Virginia,8/17/2019,"2,237",8/10/2019,"19,800","3,711,855",0.53
Virginia,8/24/2019,"2,054",8/17/2019,"19,257","3,711,855",0.52
Virginia,8/31/2019,"2,217",8/24/2019,"18,264","3,711,855",0.49
Virginia,9/7/2019,"2,144",8/31/2019,"17,416","3,711,855",0.47
Virginia,9/14/2019,"2,236",9/7/2019,"17,843","3,711,855",0.48
Virginia,9/21/2019,"2,158",9/14/2019,"17,251","3,711,855",0.46
Virginia,9/28/2019,"2,129",9/21/2019,"17,140","3,711,855",0.46
Virginia,10/5/2019,"2,340",9/28/2019,"16,840","3,711,855",0.45
Virginia,10/12/2019,"2,455",10/5/2019,"16,866","3,722,198",0.45
Virginia,10/19/2019,"2,202",10/12/2019,"16,768","3,722,198",0.45
Virginia,10/26/2019,"3,871",10/19/2019,"16,889","3,722,198",0.45
Virginia,11/2/2019,"2,354",10/26/2019,"17,285","3,722,198",0.46
Virginia,11/9/2019,"2,671",11/2/2019,"18,200","3,722,198",0.49
Virginia,11/16/2019,"2,327",11/9/2019,"17,600","3,722,198",0.47
Virginia,11/23/2019,"2,542",11/16/2019,"17,541","3,722,198",0.47
Virginia,11/30/2019,"1,952",11/23/2019,"16,997","3,722,198",0.46
Virginia,12/7/2019,"4,284",11/30/2019,"19,076","3,722,198",0.51
Virginia,12/14/2019,"3,127",12/7/2019,"19,228","3,722,198",0.52
Virginia,12/21/2019,"3,608",12/14/2019,"19,437","3,722,198",0.52
Virginia,12/28/2019,"3,305",12/21/2019,"19,097","3,722,198",0.51
Virginia,1/4/2020,"3,188",12/28/2019,"22,171","3,722,198",0.6
Virginia,1/11/2020,"3,643",1/4/2020,"23,577","3,731,069",0.63
Virginia,1/18/2020,"2,831",1/11/2020,"22,218","3,731,069",0.6
Virginia,1/25/2020,"3,059",1/18/2020,"21,661","3,731,069",0.58
Virginia,2/1/2020,"2,575",1/25/2020,"22,263","3,731,069",0.6
Virginia,2/8/2020,"3,097",2/1/2020,"22,049","3,731,069",0.59
Virginia,2/15/2020,"2,693",2/8/2020,"22,481","3,731,069",0.6
Virginia,2/22/2020,"2,079",2/15/2020,"22,493","3,731,069",0.6
Virginia,2/29/2020,"3,267",2/22/2020,"22,203","3,731,069",0.6
Virginia,3/7/2020,"2,527",2/29/2020,"22,714","3,731,069",0.61
Virginia,3/14/2020,"2,706",3/7/2020,"21,336","3,731,069",0.57
Virginia,3/21/2020,"46,277",3/14/2020,"21,628","3,731,069",0.58
Virginia,3/28/2020,"112,497",3/21/2020,"41,827","3,731,069",1.12
Virginia,4/4/2020,"147,369",3/28/2020,"133,184","3,731,069",3.57
Virginia,4/11/2020,"104,619",4/4/2020,"236,791","3,731,069",6.35
Virginia,4/18/2020,"82,729",4/11/2020,"297,993","3,739,821",7.97
Virginia,4/25/2020,"72,488",4/18/2020,"341,295","3,739,821",9.13
Virginia,5/2/2020,"59,631",4/25/2020,"376,689","3,739,821",10.07
Virginia,5/9/2020,"52,139",5/2/2020,"392,673","3,739,821",10.5
