OBJECTID,GEOID,STATE,COUNTY,TRACT,EACODE,EANAME,HCV_PUBLIC,HCV_PUBLIC_PCT,Shape__Area,Shape__Length
83261,51810045420,51,810,045420,,,,,8270878.6640625,15095.0875345551
83262,51810045801,51,810,045801,,,,,5583273.30859375,12187.2720965693
83263,51810045803,51,810,045803,,,,,2816842.47265625,7982.27269126904
83264,51810045806,51,810,045806,,,26,6.75,2145102.03125,6073.55814297639
83265,51069050300,51,069,050300,,,,,407719667.710938,108315.582660988
83266,51550021200,51,550,021200,,,,,301589252.539063,83034.6938011879
83267,51085320801,51,085,320801,,,,,39522523.1914063,35400.400819312
83268,51650010310,51,650,010310,,,66,10.26000023,4232786.79296875,8924.30496713643
83269,51650010400,51,650,010400,,,65,6.80999994,6874505.69140625,15138.0437057658
83270,51710000202,51,710,000202,,,28,3.8599999,2047197.6875,6021.66103275169
83271,51710004800,51,710,004800,,,135,24.37000084,1744995.15234375,6010.84023884785
83272,51710000201,51,710,000201,,,24,2.52999997,1085110.34765625,5819.72308874707
83273,51177020312,51,177,020312,,,13,6.73999977,9895453.23828125,15364.5187051511
83274,51013103403,51,013,103403,,,,,524052.03125,3723.46375970894
83275,51013103405,51,013,103405,,,,,636236.46875,4729.28531284695
83276,51550021503,51,550,021503,,,,,5693836.1171875,12930.453418738
83277,51550021504,51,550,021504,,,,,6951322.15625,14570.7549597116
83278,51550021505,51,550,021505,,,21,2.66000009,14484275.703125,18071.626947369
83279,51550021605,51,550,021605,,,,,5048727.2890625,12123.441893503
83280,51760060502,51,760,060502,,,45,3.33999991,4284355.44140625,11653.9100254385
83281,51760071003,51,760,071003,,,43,3.97000003,2279799.1328125,6786.61844906873
83282,51760040201,51,760,040201,,,57,7.46000004,809954.28515625,4275.90482891741
83283,51650010315,51,650,010315,,,95,4.55999994,3061738.1953125,8106.96151296091
83284,51103030301,51,103,030301,,,,,62774633.2421875,131940.761437016
83285,51059461606,51,059,461606,,,,,1059939.27734375,4852.39407875501
83286,51047930204,51,047,930204,,,,,4976616.35546875,12865.4171478518
83287,51047930103,51,047,930103,,,,,139401188.335938,60895.7552708609
83288,51047930104,51,047,930104,,,,,174849233.839844,82005.7325547366
83289,51047930203,51,047,930203,,,25,4.98999977,36469318.0195313,29960.712042958
83290,51041100211,51,041,100211,,,18,3.20000005,3153382.08203125,8708.07231970433
83291,51041100705,51,041,100705,,,,,104542068.660156,61133.2336666656
83292,51041100938,51,041,100938,,,,,35793237.7890625,30690.0456918947
83293,51087200600,51,087,200600,,,,,3901359.8203125,9956.28901352883
83294,51610500100,51,610,500100,,,,,2751334.64453125,9151.39038813152
83295,51610500200,51,610,500200,,,77,5.5999999,3231054.37109375,7945.6807235671
83296,51550020100,51,550,020100,,,166,11.02000046,2665427.02734375,9736.1856243342
83297,51550020200,51,550,020200,,,106,15.14000034,4577135.6171875,11156.4618005439
83298,51550020300,51,550,020300,,,31,9.06000042,1913580.27734375,6663.61607603265
83299,51069050807,51,069,050807,,,,,7715392.65234375,17670.5728189131
83300,51069051104,51,069,051104,,,,,15398749.8007813,27931.1493148977
83301,51069051001,51,069,051001,,,,,16785075.1835938,20670.8331974249
83302,51069050804,51,069,050804,,,,,5970723.62109375,11085.5291881383
83303,51590001400,51,590,001400,,,12,2.95000005,29332990.4101563,30559.6660117141
83304,51590000700,51,590,000700,,,31,5.05000019,7079113.703125,12749.3395014645
83305,51590001200,51,590,001200,,,56,16,27517932.140625,31648.1617009999
83306,51013103800,51,013,103800,,,110,5.69000006,1534097.0859375,6171.43631970628
83307,51820003300,51,820,003300,,,121,12.06000042,10681931.1679688,14835.0584528595
83308,51820003100,51,820,003100,,,18,6.19000006,2470102.84765625,9458.61841300035
83309,51550021004,51,550,021004,,,,,31551688.3046875,30688.6645797511
83310,51095080209,51,095,080209,,,,,7063283.9921875,16871.8264046789
83311,51095080306,51,095,080306,,,,,124861527.617188,93916.389227524
83312,51013102901,51,013,102901,,,,,1145234.75,8044.93662751686
83313,51013980200,51,013,980200,,,,,6297727.09765625,12602.7875062264
83314,51770002301,51,770,002301,,,75,8.05000019,6189062.85546875,11795.5910828374
83315,51109950500,51,109,950500,,,,,352733391.886719,102001.655931109
83316,51109950400,51,109,950400,,,,,239556082.878906,97176.7992897015
83317,51107611202,51,107,611202,,,,,5550992.00390625,11420.1539292445
83318,51107611005,51,107,611005,,,,,4749067.2421875,10111.2907211276
83319,51065020101,51,065,020101,,,,,182234391.097656,65632.6710486375
83320,51177020104,51,177,020104,,,,,73774689.7773438,48185.2244651176
83321,51031020102,51,031,020102,,,,,278910127.863281,75953.8304727963
83322,51013102803,51,013,102803,,,31,5.67000008,756403.69140625,5563.46656922935
83323,51013101501,51,013,101501,,,24,1.63,461824.6796875,3050.98389356532
83324,51187020102,51,187,020102,,,,,49209858.4570313,39142.4186700481
83325,51187020101,51,187,020101,,,,,87767851.671875,49701.5735540405
83326,51003010501,51,003,010501,,,,,33662148.1875,30371.9227000741
83327,51590000400,51,590,000400,,,129,12.44999981,10480875.421875,19891.4379979238
83328,51107611014,51,107,611014,,,21,4.96000004,4688898.890625,12852.9968074733
83329,51161031201,51,161,031201,,,,,23567417.9414063,31260.3564640164
83330,51101950102,51,101,950102,,,,,314652618.851563,131151.354040094
83331,51101950101,51,101,950101,,,,,387996331.167969,149211.435056111
83332,51087200805,51,087,200805,,,45,4.90999985,8000784.62109375,12349.6020482188
83333,51087200407,51,087,200407,,,,,5206131.00390625,9496.57771613311
83334,51087201602,51,087,201602,,,,,121010782.90625,71481.4500399731
83335,51071930300,51,071,930300,,,33,4.5999999,247752446.96875,117394.790877514
83336,51071930400,51,071,930400,,,24,3.97000003,495341510.457031,125700.473668419
83337,51093280200,51,093,280200,,,,,395344982.054688,124000.001472808
83338,51015070701,51,015,070701,,,,,90302179.5742188,56368.8512049268
83339,51015071202,51,015,071202,,,,,64917715.625,42723.4654558543
83340,51810045433,51,810,045433,,,,,50824591.3164063,42622.520551203
83341,51810045432,51,810,045432,,,,,6349315.84765625,12053.9221647884
83342,51810046018,51,810,046018,,,,,2291268.265625,6476.9542567415
83343,51810043005,51,810,043005,,,,,549604.9921875,4442.5254703841
83344,51177020206,51,177,020206,,,15,1.82000005,82832313.515625,52963.7064218607
83345,51023040304,51,023,040304,,,,,181037763.917969,88492.8929370526
83346,51159040200,51,159,040200,,,,,236189760.753906,80717.6897401483
83347,51159040100,51,159,040100,,,,,575755053.949219,175886.712246986
83348,51700032223,51,700,032223,,,40,4.5,1893944.01171875,6436.26032899095
83349,51117930103,51,117,930103,,,,,30229470.6484375,28812.1310964383
83350,51037930102,51,037,930102,,,,,419502461.496094,123322.478623978
83351,51037930101,51,037,930101,,,,,318519476.234375,91952.9291736851
83352,51185021101,51,185,021101,,,36,7.59000015,55342509.6367188,47157.7995372983
83353,51155210402,51,155,210402,,,,,128474376.636719,70478.1417677239
83354,51155210102,51,155,210102,,,,,146992401.667969,70828.4530177927
83355,51155210101,51,155,210101,,,25,4.67000008,50997715.8242188,48482.790291531
83356,51053840101,51,053,840101,,,,,453746960.183594,118213.661553076
83357,51760030502,51,760,030502,,,,,2887077.01171875,8065.00503501501
83358,51760070902,51,760,070902,,,40,4.94000006,5607122.15625,9317.70413728593
83359,51760020502,51,760,020502,,,36,1.76999998,866825.0625,4788.4349957173
83360,51153901101,51,153,901101,,,,,10331721.40625,19803.3333592745
83361,51013101601,51,013,101601,,,,,1144071.19921875,6729.88135944382
83362,51153901102,51,153,901102,,,,,22766670.4023438,25718.0323276577
83363,51153901418,51,153,901418,,,33,2.83999991,6562483.53515625,16372.9131007977
83364,51153901013,51,153,901013,,,22,7.96999979,4089301.16796875,8846.21464181187
83365,51820003400,51,820,003400,,,33,4.07999992,8292348.296875,20711.2036267945
83366,51710002000,51,710,002000,,,,,1858940.1796875,6741.33802727249
83367,51710002100,51,710,002100,,,,,2852267.875,7252.75090089791
83368,51710002300,51,710,002300,,,,,2451198.2109375,6844.02502080426
83369,51710002400,51,710,002400,,,,,3368805.55859375,8288.48220547361
83370,51079030201,51,079,030201,,,27,4.07999992,43143421.8515625,28751.8236347612
83371,51079030202,51,079,030202,,,19,8.84000015,100967789.503906,64589.8386545822
83372,51013103602,51,013,103602,,,18,2.3900001,288560.60546875,3381.42410302277
83373,51710007002,51,710,007002,,,53,8.13000011,5210028.58984375,9790.24273158147
83374,51135980100,51,135,980100,,,,,142345468.917969,64658.9421836849
83375,51840000201,51,840,000201,,,14,1.65999997,7270445.80859375,12975.9475570658
83376,51087200501,51,087,200501,,,,,4520188.390625,9925.36622719583
83377,51770000900,51,770,000900,,,153,9.05000019,7110859.1953125,11783.5425415459
83378,51089010602,51,089,010602,,,17,3.91000009,67911889.8789063,62765.5684849306
83379,51089010601,51,089,010601,,,21,6.55999994,24656587.3671875,28320.5997755661
83380,51059471301,51,059,471301,,,,,1182713.671875,4955.2824184981
83381,51117930101,51,117,930101,,,,,194523400.75,76607.8471364767
83382,51740212500,51,740,212500,,,38,15.97000027,3406985.48828125,7588.76387626513
83383,51003011103,51,003,011103,,,,,32796511.0390625,33087.4616594533
83384,51003010802,51,003,010802,,,57,9.97000027,19334312.4804688,31764.7906001287
83385,51003011101,51,003,011101,,,,,27108147.2460938,26407.5422707182
83386,51003010604,51,003,010604,,,152,24.55999947,8632182.1875,13675.6180756061
83387,51003010502,51,003,010502,,,50,3.73000002,7965246.0078125,13925.9735634253
83388,51760041100,51,760,041100,,,29,1.58000004,1392869.50390625,6236.44679108466
83389,51087200123,51,087,200123,,,,,2678621.13671875,8919.5402236416
83390,51087201001,51,087,201001,,,24,3.21000004,23950573.2421875,25811.1173788187
83391,51087200109,51,087,200109,,,,,7137999.08203125,10491.3185891582
83392,51059980200,51,059,980200,,,,,16529268.609375,22318.5895735229
83393,51067020400,51,067,020400,,,,,177632707.375,65235.3476387232
83394,51071930100,51,071,930100,,,,,268366884.535156,89900.9771159978
83395,51071930200,51,071,930200,,,16,4.28000021,471644402.492188,144153.008940283
83396,51810041803,51,810,041803,,,,,4309013.44140625,11459.7110817291
83397,51810043006,51,810,043006,,,,,2568839.94140625,8229.32377394998
83398,51007930101,51,007,930101,,,,,340848168.28125,87897.1493454562
83399,51710005100,51,710,005100,,,412,40.86999893,5684117.66796875,9755.02277601355
83400,51153901503,51,153,901503,,,,,135597308.117188,70004.6137690163
83401,51153901409,51,153,901409,,,44,3.54999995,31668990.5976563,28792.7589831163
83402,51540000600,51,540,000600,,,15,1.12,1565386.7890625,8579.1610713727
83403,51185021102,51,185,021102,,,,,144791811.441406,73067.7009884597
83404,51185020301,51,185,020301,,,22,8.86999989,207035226.167969,97020.5315945781
83405,51191010800,51,191,010800,,,,,343633430.660156,138561.274479454
83406,51191011000,51,191,011000,,,,,151797680.542969,61430.77450442
83407,51191010900,51,191,010900,,,17,3.61999989,169609189.71875,103947.568463747
83408,51191010700,51,191,010700,,,,,215154177.246094,95191.9739134263
83409,51015071000,51,015,071000,,,,,573253045.171875,133611.146529653
83410,51015071102,51,015,071102,,,28,6.3499999,119135527.523438,58894.8575748214
83411,51041100405,51,041,100405,,,12,2.79999995,2923928.4375,7355.20999031692
83412,51041100406,51,041,100406,,,99,19.56999969,5741786.45703125,12215.3005813825
83413,51191010402,51,191,010402,,,38,7.57000017,49480911.9023438,39432.2339049791
83414,51191010501,51,191,010501,,,44,5.53000021,27455996.3710938,31955.322842273
83415,51550021101,51,550,021101,,,,,13809560.1015625,17497.7989516461
83416,51550020907,51,550,020907,,,40,7.15999985,5486129.8125,10481.1891384478
83417,51760061001,51,760,061001,,,143,12.96000004,3055604.03515625,11006.3353733341
83418,51700032126,51,700,032126,,,17,1.5,3476895.04296875,10562.9742552641
83419,51700032225,51,700,032225,,,214,19.55999947,3804648.26171875,8560.80873216583
83420,51630000302,51,630,000302,,,24,2.30999994,9620703.0703125,15870.1435953408
83421,51810040406,51,810,040406,,,103,8.23999977,1438883.91796875,4784.7443650328
83422,51810046020,51,810,046020,,,23,1.82000005,2464281.23828125,7993.12959642447
83423,51009010401,51,009,010401,,,11,2.97000003,50548968.3164063,36269.9948408631
83424,51009010402,51,009,010402,,,,,23179170.734375,25919.8846429441
83425,51650011800,51,650,011800,,,140,18.54000092,3854886.74609375,11559.229229784
83426,51037930200,51,037,930200,,,,,633903025.402344,155353.654320197
83427,51037930300,51,037,930300,,,,,571430028.199219,118057.464060802
83428,51760060400,51,760,060400,,,79,6.5999999,3775883.8984375,10193.4489419205
83429,51191010101,51,191,010101,,,,,60913837.1601563,38815.1645925193
83430,51191010301,51,191,010301,,,,,406952981.054688,102067.960868121
83431,51035080401,51,035,080401,,,56,20.73999977,93945103.03125,55763.0188730178
83432,51035080501,51,035,080501,,,,,365050036.640625,107690.331207414
83433,51035080603,51,035,080603,,,,,134330851.429688,73507.8445978765
83434,51143010200,51,143,010200,,,,,143579717.070313,64357.4908487719
83435,51143011200,51,143,011200,,,,,82645347.9570313,77576.95333971
83436,51143010900,51,143,010900,,,,,222081102.609375,95221.428614251
83437,51143010100,51,143,010100,,,,,496816880.996094,128194.288648199
83438,51143011100,51,143,011100,,,11,3.46000004,211434399.546875,72887.2224858053
83439,51143010400,51,143,010400,,,,,476601264.351563,118191.455763028
83440,51143010600,51,143,010600,,,,,157390782.316406,68000.4062556782
83441,51143011400,51,143,011400,,,14,3.66000009,85052193.5117188,55071.8447576714
83442,51143010500,51,143,010500,,,16,2.83999991,263255611.535156,82827.5936113523
83443,51550021104,51,550,021104,,,,,163791910.941406,59546.0279081864
83444,51550021407,51,550,021407,,,16,11.43000031,14567472.4414063,27351.0040141823
83445,51043010101,51,043,010101,,,22,3.43000007,17509444.0625,20849.7439592773
83446,51051040400,51,051,040400,,,25,11.47000027,548733941.894531,127956.381142573
83447,51051040200,51,051,040200,,,40,15.03999996,202705826.191406,72200.7918670825
83448,51051040300,51,051,040300,,,82,17.12000084,310513741.574219,116428.97333499
83449,51051040100,51,051,040100,,,71,17.53000069,299570484.257813,105709.843652103
83450,51181860100,51,181,860100,,,,,371322712.46875,144745.621284817
83451,51181860200,51,181,860200,,,,,777367102.105469,153591.150508413
83452,51173030500,51,173,030500,,,17,6.25,227272840.914063,107218.477942533
83453,51193010200,51,193,010200,,,,,251148603.363281,129028.951740644
83454,51193010300,51,193,010300,,,,,256289119.8125,85940.8944224269
83455,51620090100,51,620,090100,,,32,4.5,24937892.46875,30173.7708567872
83456,51683910302,51,683,910302,,,68,5.57000017,4882724.01953125,10290.2952817761
83457,51683910202,51,683,910202,,,65,9.25,3708488.13671875,11709.1815942208
83458,51153901226,51,153,901226,,,,,5950477.546875,11093.4193783842
83459,51650010312,51,650,010312,,,15,6.36000013,3295706.07421875,7830.69378457717
83460,51740210400,51,740,210400,,,,,2413034.0234375,7011.49478620619
83461,51740210500,51,740,210500,,,34,6.67000008,1583994.92578125,5849.85905552166
83462,51740210900,51,740,210900,,,26,1.51999998,2412515.27734375,6446.08894079747
83463,51003010701,51,003,010701,,,82,7.25,1757692.53515625,5442.22039740539
83464,51003010702,51,003,010702,,,20,2.74000001,3413931.3359375,7546.27524861374
83465,51550021306,51,550,021306,,,,,9519058.72265625,19434.1238761546
83466,51760010500,51,760,010500,,,34,13.27999973,1276595.4921875,5510.97782611282
83467,51760020400,51,760,020400,,,66,5.40999985,2817953.76171875,8054.88877227796
83468,51760060700,51,760,060700,,,214,14.40999985,12240655.375,21138.2376947827
83469,51510200302,51,510,200302,,,46,6.17000008,2449138.69921875,7268.3667428418
83470,51510200500,51,510,200500,,,117,4.86000013,1042265.37109375,5037.44787038806
83471,51510200301,51,510,200301,,,16,1.63999999,845046.05859375,4518.21690177205
83472,51059430700,51,059,430700,,,,,4306729.02734375,11179.6234422772
83473,51105950302,51,105,950302,,,44,17.53000069,60982362.8828125,42485.558031447
83474,51105950301,51,105,950301,,,65,17.80999947,19946222.4375,30036.2100256847
83475,51125950102,51,125,950102,,,19,7.65999985,231810284.367188,83801.7959892605
83476,51125950202,51,125,950202,,,,,139000008.921875,56528.5780987862
83477,51063920201,51,063,920201,,,,,412260179.222656,119765.434963406
83478,51063920103,51,063,920103,,,,,340065531.695313,87662.9695502058
83479,51087200416,51,087,200416,,,,,13294063.0703125,15958.6824477271
83480,51540000700,51,540,000700,,,,,6197582.13671875,14835.0776649854
83481,51153900203,51,153,900203,,,109,8.27000046,1762067.7578125,5444.20473316075
83482,51710000300,51,710,000300,,,36,3.78999996,2866405.6640625,8064.69030660446
83483,51153901233,51,153,901233,,,,,25049201.2148438,26084.009155606
83484,51153901231,51,153,901231,,,,,32476737.28125,53233.7483218817
83485,51680000700,51,680,000700,,,71,7.59000015,5601315.57421875,14598.6606083712
83486,51149850502,51,149,850502,,,,,110574509.667969,54448.067455665
83487,51149850501,51,149,850501,,,,,295065844.925781,104158.015983312
83488,51143010801,51,143,010801,,,23,13.52999973,92051869.3671875,53949.0818908331
83489,51143011001,51,143,011001,,,,,199118231.519531,68364.2554008424
83490,51107611205,51,107,611205,,,13,2.74000001,4624300.00390625,9874.56338724731
83491,51820003500,51,820,003500,,,17,1.97000003,14611335.0664063,19645.9443213684
83492,51153901306,51,153,901306,,,,,53361881.5039063,44535.1376306662
83493,51153901012,51,153,901012,,,52,14.13000011,7358018.0859375,13486.4537586537
83494,51153901305,51,153,901305,,,,,130819905.328125,62562.0471536702
83495,51167030403,51,167,030403,,,19,4.4000001,67447114.2851563,50542.1562679768
83496,51167030201,51,167,030201,,,,,320875785.671875,117396.874688973
83497,51167030404,51,167,030404,,,,,124759068.476563,71383.8504209853
83498,51167030202,51,167,030202,,,14,4.17000008,141309422.421875,71853.5416566006
83499,51099040302,51,099,040302,,,,,94166267.6445313,45390.0000427721
83500,51153901419,51,153,901419,,,23,2.71000004,922962.21875,4011.5148347573
83501,51015070100,51,015,070100,,,,,928363554.886719,199126.839923649
83502,51600300300,51,600,300300,,,27,3.16000009,7719829.48828125,12704.1248806406
83503,51600300500,51,600,300500,,,,,3331782.45703125,10825.8227378255
83504,51650011500,51,650,011500,,,13,3.49000001,5186287.2734375,21888.6860030112
83505,51061930205,51,061,930205,,,,,114140980.050781,61839.7033870379
83506,51550020813,51,550,020813,,,29,2.27999997,1558926.7890625,6438.3928234204
83507,51067020701,51,067,020701,,,,,167889043.347656,79015.0043828736
83508,51067020901,51,067,020901,,,,,278678919.570313,117758.039947898
83509,51067020103,51,067,020103,,,,,71780834.0664063,68832.5145037382
83510,51067020802,51,067,020802,,,,,51101856.8632813,43003.0608564348
83511,51067020104,51,067,020104,,,,,88000160.171875,63077.1740337376
83512,51067020702,51,067,020702,,,,,151560526.089844,67758.7981959531
83513,51041101011,51,041,101011,,,,,4097676.04296875,10665.8920612915
83514,51171040102,51,171,040102,,,11,1.26999998,55384399.3046875,47654.6183923386
83515,51171040501,51,171,040501,,,52,4.28999996,55984660.625,60266.0688425704
83516,51171040502,51,171,040502,,,,,72534605.0664063,48585.8169734296
83517,51171040101,51,171,040101,,,,,65168775.46875,43128.9090432962
83518,51145500201,51,145,500201,,,,,171620315.265625,66740.2711131087
83519,51145500202,51,145,500202,,,,,100011000.78125,44759.9297855454
83520,51073100102,51,073,100102,,,,,138541192.839844,77216.070714796
83521,51073100101,51,073,100101,,,,,224129934.078125,79404.3630087609
83522,51063920102,51,063,920102,,,,,306383238.433594,137403.430264772
83523,51153900905,51,153,900905,,,32,6.34000015,8654423.53125,14914.5108541767
83524,51141030201,51,141,030201,,,,,273813611.617188,91997.472086874
83525,51650010800,51,650,010800,,,76,10.53999996,7517007.16015625,13486.7489141556
83526,51760010600,51,760,010600,,,11,4.03000021,1430505.7421875,7270.88317399214
83527,51760010700,51,760,010700,,,43,9.35000038,1673228.9296875,6385.99366022578
83528,51630000400,51,630,000400,,,42,4.19999981,4589517.86328125,12597.7127215508
83529,51153901407,51,153,901407,,,,,4421660.59765625,14227.147742873
83530,51740211100,51,740,211100,,,221,37.27000046,2553025.55078125,7830.79709496852
83531,51025930201,51,025,930201,,,,,218597127.070313,87824.0915306033
83532,51083930202,51,083,930202,,,,,310409428.195313,93938.97241107
83533,51700032123,51,700,032123,,,48,3.75,6077591.40625,12000.8685786878
83534,51059430802,51,059,430802,,,11,2.0999999,3325638.16015625,12516.3165046839
83535,51057950600,51,057,950600,,,,,683636491.648438,252645.26834225
83536,51057950800,51,057,950800,,,,,303724814.949219,103804.999508764
83537,51057950700,51,057,950700,,,33,4.73000002,109029594.261719,58670.7186839322
83538,51085320601,51,085,320601,,,79,10.25,24631175.6796875,24393.975867994
83539,51590000300,51,590,000300,,,160,18.62999916,4761074.84765625,10768.0928686178
83540,51590000600,51,590,000600,,,59,9.85000038,2978886.72265625,10352.8786453063
83541,51740211700,51,740,211700,,,69,11.61999989,3491318.45703125,9266.64667916276
83542,51087200133,51,087,200133,,,,,4466243.69921875,9784.96491436097
83543,51087200131,51,087,200131,,,,,3003057.5234375,7715.26320176696
83544,51087200139,51,087,200139,,,,,5043162.2109375,10322.7804041973
83545,51810041804,51,810,041804,,,,,4242634.76171875,12902.4607249987
83546,51153901510,51,153,901510,,,,,13347578.7460938,20279.0995151303
83547,51710002600,51,710,002600,,,24,2.47000003,1592056.48046875,6161.79182247775
83548,51153901601,51,153,901601,,,,,3707780.47265625,11136.4350639325
83549,51650010316,51,650,010316,,,132,6.51000023,2325392.92578125,8376.49405737882
83550,51650011900,51,650,011900,,,123,22,3734222.71875,14406.8864662652
83551,51690000100,51,690,000100,,,98,12.27999973,12093669.8789063,16713.1876693324
83552,51820003200,51,820,003200,,,112,10.59000015,27188049.3945313,42796.0088700793
83553,51137110200,51,137,110200,,,64,5.92999983,116126972.179688,75013.8784448311
83554,51121021102,51,121,021102,,,47,5.23000002,10396119.1171875,17857.1472694704
83555,51121021201,51,121,021201,,,,,173260023.972656,79618.0576182048
83556,51121021502,51,121,021502,,,,,198870486.222656,92192.1260189584
83557,51121021101,51,121,021101,,,20,4.88999987,16378153.6132813,20423.4464961807
83558,51121020302,51,121,020302,,,,,44427230.5898438,29274.8430739423
83559,51121020301,51,121,020301,,,,,3105264.74609375,8997.63970082537
83560,51520020202,51,520,020202,,,,,8835623.71484375,15083.4729980565
83561,51520020201,51,520,020201,,,110,12.48999977,2768669.37109375,6906.07897932561
83562,51125950201,51,125,950201,,,,,237648239.308594,96058.225555435
83563,51680000802,51,680,000802,,,22,2.6400001,5020130.5703125,13627.0541054443
83564,51680000400,51,680,000400,,,135,17.89999962,5620135.859375,14453.7547129504
83565,51590000800,51,590,000800,,,30,6.0999999,14414535.984375,20479.6730415655
83566,51141030202,51,141,030202,,,,,481127960.582031,128080.320410601
83567,51141030102,51,141,030102,,,13,3.48000002,336636724.695313,118149.902500998
83568,51810045807,51,810,045807,,,,,595628.9921875,2996.6327788387
83569,51069050500,51,069,050500,,,,,160412620.242188,74082.2469687849
83570,51069050600,51,069,050600,,,,,133999235.136719,52302.9489455787
83571,51069050200,51,069,050200,,,,,130369786.121094,58724.7525822037
83572,51069050100,51,069,050100,,,,,107725629.320313,62331.3517743907
83573,51069050900,51,069,050900,,,21,3.13000011,89873848.2304688,66008.3406288705
83574,51069050700,51,069,050700,,,,,86270969.2304688,67516.4776557491
83575,51750010101,51,750,010101,,,41,2.8900001,8239158.31640625,19426.8527978878
83576,51137110104,51,137,110104,,,,,186450581.289063,87223.953340995
83577,51710005500,51,710,005500,,,49,9.46000004,3472838.5625,7947.63705728823
83578,51710005602,51,710,005602,,,27,4.98999977,2452013.27734375,6653.96032522868
83579,51650010200,51,650,010200,,,,,23377587.7617188,28791.8152350626
83580,51650010601,51,650,010601,,,59,12.02000046,2992524.68359375,8353.71565752635
83581,51650010602,51,650,010602,,,178,21.23999977,3712857.734375,10409.8088974795
83582,51085320300,51,085,320300,,,,,177119954.402344,79387.9839774872
83583,51031020403,51,031,020403,,,17,3.78999996,93772308.734375,49787.6926597058
83584,51510200701,51,510,200701,,,38,7.38999987,1409620.48046875,5364.80995142406
83585,51079030102,51,079,030102,,,19,4.55999994,269523309.644531,86407.5212501851
83586,51153901229,51,153,901229,,,,,4195608.6328125,10160.543834986
83587,51097950400,51,097,950400,,,,,893024869.234375,221301.526042049
83588,51097950500,51,097,950500,,,,,437411361.261719,123396.346278213
83589,51740211900,51,740,211900,,,31,11.47999954,1377457.66015625,4896.28553298683
83590,51153901508,51,153,901508,,,92,15.21000004,13274399.609375,16244.5479284289
83591,51111930200,51,111,930200,,,,,833917290.675781,153151.282180058
83592,51111930300,51,111,930300,,,,,499908558.285156,128743.690311406
83593,51111930100,51,111,930100,,,,,422724049.5625,130750.744974262
83594,51019030504,51,019,030504,,,,,96342935.4257813,61931.0034209634
83595,51019030503,51,019,030503,,,,,150521687.761719,80421.6075702961
83596,51740211800,51,740,211800,,,408,46.36000061,2449607.96484375,6616.38127313877
83597,51740212000,51,740,212000,,,45,9.43000031,1304014.21484375,5450.07846310734
83598,51740212100,51,740,212100,,,52,11.81999969,1860927.515625,6170.84309015505
83599,51700031200,51,700,031200,,,33,4.53000021,3597884.81640625,12068.5436853448
83600,51700031300,51,700,031300,,,119,11.52999973,3521305.16796875,8521.91356483773
83601,51700031603,51,700,031603,,,,,3338862.91796875,9021.82247059964
83602,51700032134,51,700,032134,,,106,9.85999966,1230322.3359375,5499.2221669801
83603,51810046017,51,810,046017,,,,,1510699.5625,5519.13455434013
83604,51810045430,51,810,045430,,,32,3.3499999,1848821.44140625,5635.37128561047
83605,51810044006,51,810,044006,,,33,2.68000007,1632845.40234375,6022.01900147693
83606,51510201803,51,510,201803,,,26,4.67999983,634104.8125,4480.99436566461
83607,51510201805,51,510,201805,,,,,1322229.19921875,6627.2967134272
83608,51510201601,51,510,201601,,,60,7.42999983,871282.32421875,4220.35694775259
83609,51510201602,51,510,201602,,,54,3.57999992,486881.6640625,3443.18191775376
83610,51153901414,51,153,901414,,,,,12272217.3984375,21102.2420933314
83611,51041100212,51,041,100212,,,23,2.26999998,3200674.84375,8780.23142318756
83612,51041101015,51,041,101015,,,,,12697898.0195313,19408.4840426404
83613,51650012000,51,650,012000,,,64,12.17000008,2966642.21875,9254.85278321927
83614,51760020600,51,760,020600,,,20,4.34000015,754817.54296875,3829.70907085158
83615,51760020800,51,760,020800,,,58,15.18000031,1266387.05859375,4883.67347628757
83616,51035080100,51,035,080100,,,,,351771521.460938,90989.3521312266
83617,51035080200,51,035,080200,,,19,2.66000009,182748063.722656,87014.6284163349
83618,51035080300,51,035,080300,,,19,4.26999998,319069202.285156,93570.3392058751
83619,51810045408,51,810,045408,,,35,3.24000001,14961411.7070313,16733.3141185628
83620,51145500102,51,145,500102,,,,,140713445.925781,61688.7452126515
83621,51145500101,51,145,500101,,,,,205773118.753906,59190.7146814112
83622,51145500400,51,145,500400,,,,,410771377.9375,100929.18252326
83623,51193010402,51,193,010402,,,,,6161667.484375,19906.2283511797
83624,51011040102,51,011,040102,,,28,6.1500001,105012633.726563,65025.9072111536
83625,51139030401,51,139,030401,,,,,169526738.058594,79992.1859373857
83626,51011040101,51,011,040101,,,21,7.23999977,151382135.234375,69145.4552785617
83627,51139030402,51,139,030402,,,,,72980198.0859375,46441.5483938046
83628,51650010314,51,650,010314,,,11,3.33999991,8690896.03125,21597.3197964077
83629,51061930305,51,061,930305,,,20,2.73000002,20732617.5429688,26543.6522915507
83630,51061930101,51,061,930101,,,,,223373084.511719,69052.6331073251
83631,51061930102,51,061,930102,,,,,351763622.824219,93427.8779262417
83632,51590000100,51,590,000100,,,127,10.60999966,7976631.203125,16788.9023489219
83633,51013100100,51,013,100100,,,,,3632459.609375,8635.30187954775
83634,51013100400,51,013,100400,,,,,6290327.96484375,14315.228327863
83635,51013100600,51,013,100600,,,28,5.42000008,1673532.62890625,5817.25196064702
