OBJECTID,GEOID,STATE,COUNTY,TRACT,EACODE,EANAME,HCV_PUBLIC,HCV_PUBLIC_PCT,Shape__Area,Shape__Length
82886,51710000600,51,710,000600,,,125,11.13000011,1958344.83203125,6149.58558607173
82887,51710000800,51,710,000800,,,23,3.98000002,1797370.77734375,6088.11949160256
82888,51710001100,51,710,001100,,,13,1.53999996,1034957.6875,4727.17909766614
82889,51710001200,51,710,001200,,,53,5.98000002,5235965.80859375,11916.4385585555
82890,51710001400,51,710,001400,,,127,13.98999977,2197673.89453125,6453.14643689531
82891,51710001500,51,710,001500,,,24,4.53999996,1493970.984375,5885.81510054993
82892,51087200145,51,087,200145,,,,,5720059.07421875,11667.6036105861
82893,51087201405,51,087,201405,,,,,3847001.390625,9130.41238941008
82894,51087200146,51,087,200146,,,,,4377583.83984375,10592.1325843549
82895,51087200137,51,087,200137,,,,,1734376.83984375,5488.60901403817
82896,51059420503,51,059,420503,,,31,2.6099999,1221181.7734375,6964.26132168752
82897,51087200150,51,087,200150,,,,,12170349.9765625,20906.0771522892
82898,51087201103,51,087,201103,,,18,1.55999994,3060427.27734375,8143.2475478778
82899,51087200415,51,087,200415,,,,,9925972.84765625,16441.1109119997
82900,51087200807,51,087,200807,,,138,8.02999973,6922605.4375,14402.899422798
82901,51087201503,51,087,201503,,,33,4.48999977,9354120.73046875,14274.1239018097
82902,51510200705,51,510,200705,,,,,551809.9375,3264.55112616454
82903,51153901511,51,153,901511,,,,,13739379.9453125,17587.9830024231
82904,51177020315,51,177,020315,,,,,37007030.1054688,30396.1080096593
82905,51550020812,51,550,020812,,,,,1449806.73046875,5782.33094880211
82906,51760020900,51,760,020900,,,232,29,4371055.734375,9394.00700487763
82907,51760021000,51,760,021000,,,13,2.70000005,1294630.09375,5259.94261524552
82908,51760050100,51,760,050100,,,22,2.50999999,2684215.58203125,9033.65382084726
82909,51740213104,51,740,213104,,,47,15.51000023,4285732.6328125,10967.1238048145
82910,51740213103,51,740,213103,,,67,6.44999981,6798721.26171875,13640.6102540883
82911,51121020802,51,121,020802,,,15,1.97000003,3430028.91796875,7414.04191886062
82912,51121020702,51,121,020702,,,56,4.9000001,16317077.0507813,20683.3686410572
82913,51109950301,51,109,950301,,,,,140818843.046875,57813.9384205042
82914,51650010504,51,650,010504,,,,,5389929.17578125,13000.8207904646
82915,51685920202,51,685,920202,,,81,7.63999987,6674810.671875,14747.7316793425
82916,51107611400,51,107,611400,,,,,3398788.171875,8996.02968950108
82917,51680000300,51,680,000300,,,167,16.79999924,9769556.76953125,18922.5660853959
82918,51155210201,51,155,210201,,,41,4.6500001,14254808.9492188,20582.830077607
82919,51155210300,51,155,210300,,,31,5.15999985,205514766.601563,74201.0937089201
82920,51133020100,51,133,020100,,,11,3.55999994,220926059.941406,135297.906393398
82921,51133020200,51,133,020200,,,,,317361179.726563,211500.063367809
82922,51003010100,51,003,010100,,,,,590964039.5625,132498.024849625
82923,51680001900,51,680,001900,,,63,6.1500001,24475125.7539063,22833.7823874838
82924,51013102500,51,013,102500,,,20,1.04999995,1826774.671875,8917.00667729895
82925,51540000501,51,540,000501,,,96,10.26000023,1989529.03125,6130.5758440219
82926,51650010103,51,650,010103,,,37,7.42999983,14269722.875,37603.6941806064
82927,51650010703,51,650,010703,,,15,3.61999989,2608648.0546875,6590.53083286236
82928,51031020101,51,031,020101,,,14,2.55999994,206844057.46875,75334.0855206691
82929,51660000203,51,660,000203,,,,,12359479.359375,19935.6519159604
82930,51003010602,51,003,010602,,,57,8.02000046,8597530.7421875,17114.4390469009
82931,51680000801,51,680,000801,,,16,4.07000017,2734395.9140625,8585.15940553068
82932,51680001000,51,680,001000,,,18,3.55999994,4946210.76171875,10603.3277458673
82933,51680001100,51,680,001100,,,65,12.10000038,1936185.234375,6101.41806858101
82934,51107610702,51,107,610702,,,18,4.3499999,19735222.75,21728.7486072129
82935,51107610102,51,107,610102,,,,,94425055.1796875,58065.5190851827
82936,51109950202,51,109,950202,,,,,222913194.527344,83714.5213457938
82937,51163930200,51,163,930200,,,,,855594507.804688,166227.198733288
82938,51775010501,51,775,010501,,,,,8797361.25390625,17247.0458434169
82939,51107611701,51,107,611701,,,,,3263652.86328125,8448.10702141123
82940,51107611030,51,107,611030,,,19,3.01999998,5275365.63671875,9688.80854933081
82941,51700030300,51,700,030300,,,99,7.48999977,4192113.1328125,12668.8637167389
82942,51700032005,51,700,032005,,,,,2298286.28125,6115.84001992099
82943,51167030402,51,167,030402,,,,,320980082.96875,108710.204238644
82944,51700030100,51,700,030100,,,112,7.51999998,6166683,20821.5576861129
82945,51510980000,51,510,980000,,,,,902783.15625,7755.18306456643
82946,51510200108,51,510,200108,,,42,6.67999983,407881.09375,5077.36959149125
82947,51510200409,51,510,200409,,,120,4.84000015,1071717.90234375,4250.18651489853
82948,51510201205,51,510,201205,,,30,3.19000006,917331.1953125,4236.40856157277
82949,51013101503,51,013,101503,,,14,6.76000023,1345906.65234375,6647.11367213454
82950,51770001000,51,770,001000,,,100,17.45000076,4440734.6640625,13862.5590411572
82951,51770001100,51,770,001100,,,,,1654393.58203125,6301.68387034201
82952,51770001200,51,770,001200,,,87,5.19000006,3572068.43359375,8692.02116694325
82953,51550020912,51,550,020912,,,71,4.88999987,3841777.90625,14573.4904422457
82954,51680000902,51,680,000902,,,23,2.6500001,6640265.12109375,15498.4364098487
82955,51680000205,51,680,000205,,,29,3.73000002,9540968.47265625,20098.223824081
82956,51550021013,51,550,021013,,,,,5096134.12890625,9071.1720443019
82957,51023040100,51,023,040100,,,,,988669295.171875,137710.636028117
82958,51023040200,51,023,040200,,,,,544382399.132813,132626.163485796
82959,51033030600,51,033,030600,,,,,236828566.628906,102567.210434554
82960,51036600300,51,036,600300,,,,,395008423.394531,138637.936757958
82961,51036600200,51,036,600200,,,,,175451245.007813,79953.2328907093
82962,51036600100,51,036,600100,,,,,199207104.375,101319.42244745
82963,51053840400,51,053,840400,,,,,8441741.2109375,16469.1865068634
82964,51061930405,51,061,930405,,,13,4.11000013,14469522.0976563,17134.5010357885
82965,51021040200,51,021,040200,,,,,716469645.914063,162778.032814728
82966,51021040100,51,021,040100,,,,,747673047.660156,136877.887502605
82967,51590001301,51,590,001301,,,,,14583286.8828125,26407.6091942322
82968,51590001302,51,590,001302,,,,,9095024.1484375,16186.0816654577
82969,51087200700,51,087,200700,,,149,16.40999985,4893709.55078125,9644.09194954589
82970,51680001800,51,680,001800,,,,,9434932.35546875,15822.1163144162
82971,51107610900,51,107,610900,,,,,157876819.769531,76327.6271478862
82972,51107610602,51,107,610602,,,,,20255617.9960938,22686.2595731012
82973,51107611004,51,107,611004,,,,,16641521.9765625,22646.42714296
82974,51107610400,51,107,610400,,,,,21306907.0078125,24234.7393307905
82975,51690000200,51,690,000200,,,23,4.78999996,7989774.109375,15550.5669263559
82976,51690000500,51,690,000500,,,14,5.05000019,11636405.9492188,22220.943115333
82977,51540000800,51,540,000800,,,78,12.85000038,6724493.41015625,15300.5202619515
82978,51153901005,51,153,901005,,,,,8374456.89453125,13010.0298027771
82979,51153980100,51,153,980100,,,,,138794290.015625,85686.2252806459
82980,51840000301,51,840,000301,,,47,3.91000009,5399465.35546875,10355.5839061366
82981,51061930306,51,061,930306,,,,,36468839.53125,25899.75102067
82982,51683910201,51,683,910201,,,,,4489191.17578125,9281.80773702215
82983,51680001400,51,680,001400,,,,,17578755.453125,22695.6646113082
82984,51061930304,51,061,930304,,,,,64701623.3359375,33442.8813719524
82985,51061930207,51,061,930207,,,,,68493502.8554688,35665.7557930357
82986,51520020400,51,520,020400,,,46,7.88999987,22746695.84375,47002.2079054363
82987,51095080103,51,095,080103,,,18,4.6500001,7593625.08203125,16980.585117928
82988,51550021403,51,550,021403,,,112,12.23999977,11751927.3320313,18238.7264639097
82989,51085320602,51,085,320602,,,,,13776777.8398438,21087.2252450745
82990,51107611031,51,107,611031,,,,,3774474.74609375,9127.82563594675
82991,51107611702,51,107,611702,,,,,8488921.87109375,12124.0672373808
82992,51107611029,51,107,611029,,,,,82033150.2578125,47830.7706408793
82993,51510200109,51,510,200109,,,49,3.95000005,1459420.671875,6087.29887883535
82994,51510200111,51,510,200111,,,65,3.78999996,615876.99609375,4153.74407929241
82995,51530930601,51,530,930601,,,29,5.76999998,16694799.0742188,27853.5092485875
82996,51003010901,51,003,010901,,,,,2453035.4609375,6873.48577777379
82997,51153900409,51,153,900409,,,22,6.98000002,3423987.67578125,8989.9175938838
82998,51550020909,51,550,020909,,,47,19.5,4527181.6640625,9835.31947054441
82999,51550020908,51,550,020908,,,,,2904006.9296875,8559.95034052196
83000,51550021305,51,550,021305,,,,,9325316.6484375,14268.1012836504
83001,51550021304,51,550,021304,,,,,9845945.28125,15606.3334808511
83002,51810046002,51,810,046002,,,,,6075296.79296875,12845.0008132118
83003,51810046006,51,810,046006,,,,,4859850.0546875,10203.8119633345
83004,51810046010,51,810,046010,,,40,11.10999966,2299976.1640625,5934.79872057772
83005,51760071004,51,760,071004,,,16,1.30999994,2076106.9296875,6810.73250091755
83006,51760030501,51,760,030501,,,22,0.97000003,941590.609375,3990.36728229282
83007,51810045431,51,810,045431,,,,,6703408.19140625,14072.0573787676
83008,51087200801,51,087,200801,,,30,5.01999998,9227331.41796875,13194.8141383625
83009,51087200802,51,087,200802,,,,,5736529.2890625,11051.1738928766
83010,51700032007,51,700,032007,,,13,3.50999999,3866884.5703125,8043.2007324325
83011,51023040303,51,023,040303,,,,,158110821.0625,59536.8197208528
83012,51153901016,51,153,901016,,,60,11.23999977,5001128.328125,9343.13712238966
83013,51153901015,51,153,901015,,,42,6.25,2272437.1328125,6542.06145396765
83014,51740213001,51,740,213001,,,21,5.05999994,38732198.9375,40390.3879068463
83015,51550020500,51,550,020500,,,12,4.11999989,9899124.26953125,19668.6731987473
83016,51740213002,51,740,213002,,,,,7143160.7734375,13760.8852707315
83017,51740213101,51,740,213101,,,114,8.03999996,3818350.01171875,10203.4748953721
83018,51061930203,51,061,930203,,,,,464725315.8125,123207.917515842
83019,51177020204,51,177,020204,,,15,4.78999996,9244701.171875,12489.4232059353
83020,51069050805,51,069,050805,,,,,31771331.8828125,30693.1135932524
83021,51069051103,51,069,051103,,,,,7231184.4140625,12942.2880818664
83022,51087200414,51,087,200414,,,,,6206073.75,10229.8680001929
83023,51127700100,51,127,700100,,,,,183756844.675781,77700.0429138017
83024,51127700200,51,127,700200,,,,,220829175.625,83943.8446847786
83025,51179010108,51,179,010108,,,,,12148308.4648438,21648.1823889029
83026,51179010305,51,179,010305,,,51,6.19000006,54895723.390625,37344.3848271421
83027,51027010400,51,027,010400,,,27,7.69000006,163249678.015625,74953.9123032661
83028,51027010500,51,027,010500,,,,,274923881.921875,97519.2249981621
83029,51175200100,51,175,200100,,,,,719342341.097656,149788.506616014
83030,51175200200,51,175,200200,,,,,671009348.496094,195826.939527548
83031,51175200500,51,175,200500,,,14,3.75999999,641978525.324219,165790.262010253
83032,51061930706,51,061,930706,,,19,4.17999983,68430426.2695313,34302.4747114426
83033,51061930705,51,061,930705,,,13,2.93000007,116115567.179688,55622.3935401234
83034,51061930704,51,061,930704,,,,,297892625.171875,99964.1660839715
83035,51059452801,51,059,452801,,,51,3.67000008,1895938.25390625,8723.14505011375
83036,51059461201,51,059,461201,,,,,16774274.96875,22692.2430227537
83037,51059471402,51,059,471402,,,16,3.77999997,3316511.265625,7288.65361259949
83038,51059491101,51,059,491101,,,,,12945512.7070313,21733.5024264472
83039,51095080308,51,095,080308,,,,,33494768.2539063,31564.6729218809
83040,51095080104,51,095,080104,,,,,17950703.4921875,25488.7620119876
83041,51095080307,51,095,080307,,,,,16607787.9257813,16727.3959947781
83042,51197050201,51,197,050201,,,69,9,14427667.453125,20513.0241904836
83043,51197050202,51,197,050202,,,,,410737102.691406,91485.672096254
83044,51197050101,51,197,050101,,,27,4.26000023,78474608.4101563,50920.3721375798
83045,51770002502,51,770,002502,,,61,7.17999983,3873872.50390625,11151.8851943103
83046,51770002501,51,770,002501,,,135,17.60000038,3441039.62109375,9088.76073191795
83047,51770002302,51,770,002302,,,36,8.32999992,6371194.09375,12462.0187062895
83048,51019050101,51,019,050101,,,11,1.54999995,12567012.84375,23885.2246499475
83049,51019030404,51,019,030404,,,,,152863206.820313,85993.4076158621
83050,51019050102,51,019,050102,,,12,2.91000009,14064488.4375,18570.0578674665
83051,51019030403,51,019,030403,,,,,144624872.523438,68614.8579074029
83052,51019030204,51,019,030204,,,,,138564201.773438,67449.0484051475
83053,51019030203,51,019,030203,,,,,50067801.5625,40300.5290997273
83054,51179010503,51,179,010503,,,,,52604876.5429688,44984.1011132061
83055,51087201406,51,087,201406,,,169,16.03000069,9791470.0625,16133.3210444147
83056,51087200907,51,087,200907,,,75,9.69999981,15209399.5390625,23070.4229685887
83057,51087200136,51,087,200136,,,,,4115844.55859375,9463.93349116545
83058,51059421400,51,059,421400,,,178,7.96999979,3171326.421875,8628.15608345241
83059,51013102200,51,013,102200,,,215,11.31000042,1428408.84765625,5091.07128706109
83060,51059461500,51,059,461500,,,,,5281581.08984375,13683.6670668397
83061,51059461700,51,059,461700,,,13,1.16999996,3799188.65625,9714.00921340418
83062,51153901411,51,153,901411,,,,,19931761.8242188,23596.6956919181
83063,51550021406,51,550,021406,,,22,13.10000038,1577749.8828125,6866.52722523382
83064,51550021604,51,550,021604,,,,,3411871.19140625,8326.85247689923
83065,51750010202,51,750,010202,,,,,9250341.06640625,21581.7557963055
83066,51059490104,51,059,490104,,,,,20337554.3554688,21430.2311039848
83067,51810045434,51,810,045434,,,,,13848443.1171875,18972.0195856488
83068,51810044005,51,810,044005,,,,,989364.15625,3924.41544182023
83069,51041100933,51,041,100933,,,,,4679328.8203125,10115.3877878114
83070,51153900408,51,153,900408,,,,,3193164.46875,10578.3192731947
83071,51075400200,51,075,400200,,,,,229023637.972656,97954.6676599983
83072,51075400300,51,075,400300,,,,,13263836.171875,23915.9974565163
83073,51075400400,51,075,400400,,,,,340247381.648438,111656.11191531
83074,51075400500,51,075,400500,,,,,435392766.027344,120020.371757713
83075,51117930202,51,117,930202,,,,,67294884.984375,45698.9278631001
83076,51117930104,51,117,930104,,,,,130197101.558594,65698.8570574757
83077,51153901420,51,153,901420,,,,,4910351.0703125,10962.3044180763
83078,51153900602,51,153,900602,,,43,3.94000006,1888162.953125,6941.80486740066
83079,51177020203,51,177,020203,,,66,16.57999992,12462228.34375,14664.6923072175
83080,51177020304,51,177,020304,,,22,3.66000009,12388704.0976563,14111.0445472724
83081,51177020107,51,177,020107,,,,,4129999.26953125,9462.60896889204
83082,51760070803,51,760,070803,,,123,11.38000011,4836301.67578125,11719.8714806279
83083,51175200300,51,175,200300,,,,,16506944.90625,22650.7085449143
83084,51027010600,51,027,010600,,,20,5.69999981,337994320.210938,104109.620381971
83085,51041100907,51,041,100907,,,,,7901675.41015625,12796.7153729006
83086,51185021000,51,185,021000,,,30,6,53752444.9726563,42760.0252591701
83087,51760011000,51,760,011000,,,38,7.19999981,2078496.8828125,7502.39783148109
83088,51760020100,51,760,020100,,,11,2.17000008,1578178.10546875,6102.10215266675
83089,51059491302,51,059,491302,,,17,2.19000006,2004976.06640625,6303.4784864142
83090,51155980200,51,155,980200,,,,,19331601.015625,19669.2266238733
83091,51173030301,51,173,030301,,,15,3.21000004,81485020.34375,50224.4245630444
83092,51083930301,51,083,930301,,,,,487102241.648438,121892.952325289
83093,51155210600,51,155,210600,,,,,100002771.304688,74548.6214470266
83094,51153900701,51,153,900701,,,29,1.59000003,4119402.109375,12291.4659148232
83095,51153901506,51,153,901506,,,12,4.38000011,3450495.46875,9102.14898142972
83096,51700030500,51,700,030500,,,76,18.45000076,1144976.69921875,5319.37413372247
83097,51095080208,51,095,080208,,,,,8823931.38671875,16110.5376315956
83098,51095080207,51,095,080207,,,25,8.56000042,13632369.7109375,17400.2737321242
83099,51095080404,51,095,080404,,,,,112315002.851563,71294.9397732751
83100,51095080403,51,095,080403,,,,,61685157.8007813,40144.808386424
83101,51087200144,51,087,200144,,,,,3452523.0625,9326.90721298275
83102,51840000202,51,840,000202,,,17,1.52999997,9152475.4296875,14183.7761465545
83103,51087200141,51,087,200141,,,,,3356950.59375,9311.79693044779
83104,51087200142,51,087,200142,,,,,3510600.328125,7931.14431746502
83105,51087200138,51,087,200138,,,,,5262612.97265625,9412.30828838868
83106,51087200908,51,087,200908,,,,,6193446.05078125,12785.1216862575
83107,51013103404,51,013,103404,,,,,811866.65234375,7473.14788672434
83108,51013101805,51,013,101805,,,,,330503.66015625,2329.44360709033
83109,51013101407,51,013,101407,,,,,168627.8828125,1930.28039925854
83110,51650012100,51,650,012100,,,24,5.40999985,19207244.9140625,32672.0450198726
83111,51800065500,51,800,065500,,,142,21.54999924,3027643.53125,9594.82356648886
83112,51800065100,51,800,065100,,,77,14.34000015,3006374.03515625,9064.61430698614
83113,51059490105,51,059,490105,,,,,11168038.2265625,15870.0651249545
83114,51059491707,51,059,491707,,,,,1757399.85546875,6239.62414852541
83115,51087200503,51,087,200503,,,,,9430902.53125,14186.6282807045
83116,51087200108,51,087,200108,,,,,31369109.3242188,36119.7430349911
83117,51153901010,51,153,901010,,,18,9,4808144.4375,12313.031065195
83118,51710004700,51,710,004700,,,,,2426060.96484375,8361.58768500378
83119,51710004900,51,710,004900,,,,,2352702.53515625,8752.09085815525
83120,51710005000,51,710,005000,,,70,8.51000023,5833725.75,10928.0410643812
83121,51710005601,51,710,005601,,,15,3.53999996,3244090.86328125,9464.77378630507
83122,51191010502,51,191,010502,,,75,8.43999958,17507324.7460938,30161.2548665144
83123,51191010401,51,191,010401,,,,,49651889.7929688,35434.2453318157
83124,51191010601,51,191,010601,,,12,2.11999989,86529935.9257813,58141.717238164
83125,51600300200,51,600,300200,,,,,6757974.4765625,12561.2696140008
83126,51685920201,51,685,920201,,,12,1.67999995,2770420.4296875,9782.50745364036
83127,51510200304,51,510,200304,,,94,6.34000015,802253.9921875,4303.65810899958
83128,51510201804,51,510,201804,,,25,2.08999991,1887703.11328125,7406.280799251
83129,51510200305,51,510,200305,,,41,6.30999994,587771.2890625,5061.06332987731
83130,51810044008,51,810,044008,,,,,2966872.6796875,10864.0029501117
83131,51810045605,51,810,045605,,,,,1732709.87109375,5656.65140047933
83132,51810045429,51,810,045429,,,21,4.21999979,5299469.61328125,11629.6308550898
83133,51760020200,51,760,020200,,,84,7.53000021,1595815.546875,6613.85170594181
83134,51009010600,51,009,010600,,,,,108977732.609375,65646.6533996028
83135,51009010504,51,009,010504,,,28,4.9000001,17464610.6875,17874.0178647045
83136,51009010100,51,009,010100,,,,,1113627013.70703,224979.308464659
83137,51009010300,51,009,010300,,,,,169349522.160156,65011.522940051
83138,51760050500,51,760,050500,,,,,6865155.78515625,13884.9325425531
83139,51700032212,51,700,032212,,,71,5.6500001,2375798.23046875,6526.92958390748
83140,51700032001,51,700,032001,,,,,5138951.390625,13980.8692503734
83141,51680000600,51,680,000600,,,96,12.52999973,3085574.1484375,8519.15464305849
83142,51143010700,51,143,010700,,,,,432060928.925781,102368.210694306
83143,51035080604,51,035,080604,,,,,60180788.0625,38692.0342392574
83144,51035080402,51,035,080402,,,,,143120469.925781,87926.883534653
83145,51035080502,51,035,080502,,,,,130928758.9375,59434.7480123966
83146,51157950200,51,157,950200,,,,,696670752.015625,143504.038159577
83147,51157950100,51,157,950100,,,,,440756963.183594,129620.709720518
83148,51550021507,51,550,021507,,,73,13.77000046,21419933.3398438,29207.1134791169
83149,51069051002,51,069,051002,,,14,1.70000005,7102026.953125,11423.7695590266
83150,51069050806,51,069,050806,,,,,4865133.21875,10358.3439543785
83151,51069050402,51,069,050402,,,,,232160659.347656,105624.062515304
83152,51069050401,51,069,050401,,,,,258874488.121094,110172.808660737
83153,51185020200,51,185,020200,,,,,68355645.5,47391.5667523011
83154,51185020800,51,185,020800,,,13,7.55999994,70517539.7773438,56476.1561095806
83155,51185020700,51,185,020700,,,50,13.81000042,394437453.984375,145913.91383025
83156,51650010104,51,650,010104,,,231,23.12000084,4175077.30078125,9140.35490612962
83157,51087200140,51,087,200140,,,,,7253027.8515625,16862.4595662987
83158,51087200417,51,087,200417,,,12,1.02999997,1511994.12890625,6642.78511445809
83159,51107611809,51,107,611809,,,11,4.90999985,5511485.4296875,12598.1858023277
83160,51760041300,51,760,041300,,,18,2.36999989,5131590.11328125,11703.2614902115
83161,51107611300,51,107,611300,,,18,2.95000005,3322034.83203125,7748.21434814654
83162,51001090300,51,001,090300,,,,,206083153.132813,183584.186648966
83163,51001090800,51,001,090800,,,53,11.80000019,338725194.640625,531794.789852383
83164,51001090600,51,001,090600,,,29,6.09000015,205032234.933594,444064.962366862
83165,51001990100,51,001,990100,,,,,4224093.5390625,76734.7348095261
83166,51001090500,51,001,090500,,,18,4.78999996,105095748.414063,122680.307841397
83167,51001090700,51,001,090700,,,55,9.06000042,251369115.652344,236486.492427782
83168,51550020903,51,550,020903,,,,,7020270.5859375,9992.30100251957
83169,51760040800,51,760,040800,,,,,863449.6796875,3815.31425342917
83170,51760040900,51,760,040900,,,,,1079957.14453125,4415.44293364826
83171,51760041000,51,760,041000,,,,,773330.296875,4026.82158809882
83172,51171040700,51,171,040700,,,,,220985407.210938,72259.4606367238
83173,51171040600,51,171,040600,,,,,132145074.433594,66686.060876654
83174,51171040300,51,171,040300,,,,,124538536.875,81887.3519459877
83175,51171040400,51,171,040400,,,,,463848335.851563,185000.940429481
83176,51710006100,51,710,006100,,,172,13.77000046,4932706.59375,11267.2704990705
83177,51740212600,51,740,212600,,,11,5.8499999,3649927.7265625,10324.8012871697
83178,51740212701,51,740,212701,,,81,19.05999947,6932402.55859375,11791.7320473143
83179,51740212702,51,740,212702,,,47,13.69999981,2714917.9296875,7186.9617427479
83180,51710006200,51,710,006200,,,42,8.78999996,3596034.77734375,10550.2408627914
83181,51710980200,51,710,980200,,,,,3520201.890625,7743.61476671141
83182,51710006400,51,710,006400,,,54,9.34000015,4602921.8046875,8814.21618894608
83183,51153901304,51,153,901304,,,,,25126821.7304688,30447.957488086
83184,51153901232,51,153,901232,,,,,21212877.2382813,24968.812520554
83185,51121020401,51,121,020401,,,,,911271.58984375,4705.30157255239
83186,51683910402,51,683,910402,,,12,2.95000005,16296574.4296875,30936.4205045207
83187,51590000900,51,590,000900,,,78,10.10000038,12937954.1992188,20052.5239883891
83188,51590001100,51,590,001100,,,45,15.63000011,6085599.875,12934.3142080292
83189,51760060900,51,760,060900,,,20,5.42999983,4439762.44921875,10009.5540298786
83190,51041100600,51,041,100600,,,19,6.63999987,5264579.40625,12814.9879623312
83191,51013102100,51,013,102100,,,,,1889183.65625,6784.99472231704
83192,51840000302,51,840,000302,,,17,1.10000002,12615819.0625,16104.3955826842
83193,51650010900,51,650,010900,,,68,13.07999992,2139495.4765625,7895.16880361752
83194,51670820700,51,670,820700,,,116,19.62999916,3141620.68359375,9345.55278430658
83195,51650011100,51,650,011100,,,,,3556347.97265625,29696.7812730911
83196,51061930204,51,061,930204,,,,,277628258.453125,109348.587319742
83197,51650011200,51,650,011200,,,55,10.89000034,2931116.13671875,14250.4910072243
83198,51550021506,51,550,021506,,,83,30.73999977,4272292.84765625,16128.4634186422
83199,51810045414,51,810,045414,,,71,8.36999989,2971302.1875,7534.47296420339
83200,51093280101,51,093,280101,,,,,181075849.242188,92268.8072979406
83201,51093280300,51,093,280300,,,,,264741909.691406,89813.3170107407
83202,51093280400,51,093,280400,,,24,6.11999989,294346282.566406,107504.808109737
83203,51520020100,51,520,020100,,,64,8.18000031,9455049.51953125,18141.2629474181
83204,51570830100,51,570,830100,,,,,14301598.1757813,22065.2786562059
83205,51570830200,51,570,830200,,,106,10.64000034,5136159.13671875,14841.8275997891
83206,51530930602,51,530,930602,,,,,10360586.4921875,19078.0327155743
83207,51107611807,51,107,611807,,,,,6482451.4140625,13822.8209535908
83208,51107611026,51,107,611026,,,27,3.3499999,15229817.171875,19667.7195332356
83209,51107611901,51,107,611901,,,,,18141679.609375,27485.2343657547
83210,51107611902,51,107,611902,,,,,4642615.46484375,9555.98084805548
83211,51013101900,51,013,101900,,,,,1833447.3203125,6408.9247221733
83212,51013102600,51,013,102600,,,,,1171840.9375,4989.88665562565
83213,51171040800,51,171,040800,,,22,3.58999991,208056617.660156,86966.3101964094
83214,51049930102,51,049,930102,,,,,378912649.71875,111819.939272009
83215,51049930101,51,049,930101,,,,,526928138.238281,115284.286045764
83216,51770001800,51,770,001800,,,108,10.73999977,3569540.359375,8838.83663437803
83217,51550021015,51,550,021015,,,,,3107358.796875,7032.21827562978
83218,51550021016,51,550,021016,,,,,6169788.5234375,11172.1972683445
83219,51550021405,51,550,021405,,,50,11.09000015,1870232.0859375,7540.44166048024
83220,51550021303,51,550,021303,,,,,3783774.9609375,8900.03461781002
83221,51760040600,51,760,040600,,,,,480589.2890625,2762.46250287697
83222,51710006602,51,710,006602,,,,,2433334.57421875,7016.58096206467
83223,51107610505,51,107,610505,,,33,2.3599999,3308305.95703125,8848.71624904851
83224,51145500300,51,145,500300,,,,,53814781.625,51010.6970794684
83225,51510200600,51,510,200600,,,39,6.23000002,3121461.3515625,9821.41693415303
83226,51033030400,51,033,030400,,,,,168842048.585938,78613.284031095
83227,51033030100,51,033,030100,,,,,754319593.753906,154705.281152206
83228,51033030300,51,033,030300,,,,,120288829.964844,82884.0786409083
83229,51179010502,51,179,010502,,,,,23855072.7734375,26323.5378878709
83230,51153901009,51,153,901009,,,13,5.75,7727392.828125,15112.2869575657
83231,51109950302,51,109,950302,,,,,231404764.640625,70546.9406047158
83232,51109950101,51,109,950101,,,,,150158282.964844,60009.4105365953
83233,51109950303,51,109,950303,,,,,180328864.898438,88586.2392840705
83234,51109950102,51,109,950102,,,,,366826909.875,143883.039604459
83235,51650011002,51,650,011002,,,90,14.26000023,2418321.453125,7475.63283930758
83236,51650011001,51,650,011001,,,26,4.78000021,2639233.96484375,10796.4915124454
83237,51650010503,51,650,010503,,,47,6.82999992,6747583.7109375,12876.6389296836
83238,51013101200,51,013,101200,,,,,2639459.8984375,7928.35863006982
83239,51013101100,51,013,101100,,,,,3577571.0859375,9070.58841659934
83240,51710002500,51,710,002500,,,33,4.69999981,2179564.734375,7660.39205787746
83241,51710002700,51,710,002700,,,79,10.07999992,1555376.6875,5070.88811660669
83242,51710001700,51,710,001700,,,34,3.70000005,2066244.6171875,6415.55445064479
83243,51610500300,51,610,500300,,,,,2777628.2265625,8251.63886733529
83244,51013101804,51,013,101804,,,81,8.26000023,323016.828125,2999.13191442519
83245,51013101705,51,013,101705,,,39,2.41000009,467097.02734375,2993.92687372314
83246,51013101704,51,013,101704,,,,,165163.19921875,1766.31252322959
83247,51013103505,51,013,103505,,,,,890064.4140625,3994.66103949499
83248,51121021501,51,121,021501,,,,,194611029.703125,116991.694110352
83249,51121020801,51,121,020801,,,14,1.84000003,57882537.4179688,32138.3397858645
83250,51121021202,51,121,021202,,,44,9.43999958,57877538.2890625,46273.8859734765
83251,51121020402,51,121,020402,,,45,3.92000008,4494164.46484375,9801.32670780282
83252,51650011300,51,650,011300,,,55,11.09000015,1856832.046875,8940.80770790277
83253,51650011400,51,650,011400,,,,,3281536.34375,8285.9726484868
83254,51001980100,51,001,980100,,,,,48326553.0703125,168359.03970561
83255,51125950101,51,125,950101,,,,,586992998.8125,166238.440442588
83256,51680000201,51,680,000201,,,,,38819035.6015625,47265.602767597
83257,51680000100,51,680,000100,,,12,1.61000001,16291426.609375,21634.6288932024
83258,51061930303,51,061,930303,,,11,2.77999997,40306512.3125,26482.2915746834
83259,51177020105,51,177,020105,,,,,74599785.6679688,49835.861691001
83260,51580060200,51,580,060200,,,,,13001074.6171875,20888.7781649479
