geography,quarter,name,units,med_price,med_dom,med_asratio
Locality,2014 Q1,Fairfax County,2495,430000,22,0.99109100000000006
Locality,2014 Q1,Virginia Beach City,1156,224838.5,55,0.9864265
Locality,2014 Q1,Prince William County,1132,299250,25,0.996665
Locality,2014 Q1,Loudoun County,1078,424950,19,1
Locality,2014 Q1,Chesterfield County,813,202838,48,0.9875
Locality,2014 Q1,Henrico County,694,197250,35.5,0.982494
Locality,2014 Q1,Chesapeake City,645,213170,57,1
Locality,2014 Q1,Norfolk City,522,162022.5,63,0.980964
Locality,2014 Q1,Arlington County,488,507500,15,0.997124
Locality,2014 Q1,Richmond City,461,175000,42,0.977495
Locality,2014 Q1,Alexandria City,383,448000,21,0.988954
Locality,2014 Q1,Stafford County,365,284200,45,0.994942
Locality,2014 Q1,Newport News City,356,146125,80,0.98289
Locality,2014 Q1,Spotsylvania County,339,217000,46,0.987505
Locality,2014 Q1,Hampton City,279,129909,92,0.979575
Locality,2014 Q1,Portsmouth City,257,120000,66,0.986892
Locality,2014 Q1,Suffolk City,257,215100,67,1
Locality,2014 Q1,Hanover County,252,229500,52.5,0.9872575
Locality,2014 Q1,James City County,238,280500,61,0.98275
Locality,2014 Q1,Roanoke County,237,171000,64,0.974719
Locality,2014 Q1,Roanoke City,223,108500,69,0.96
Locality,2014 Q1,Albemarle County,211,315000,70,0.97298
Locality,2014 Q1,Frederick County,209,192400,44,0.978865
Locality,2014 Q1,Fauquier County,187,290000,46,0.984075
Locality,2014 Q1,Bedford County,185,180000,98,0.968679
Locality,2014 Q1,Augusta County,167,169900,100,0.964975
Locality,2014 Q1,Lynchburg City,155,125500,94,0.965278
Locality,2014 Q1,Montgomery County,154,166880,62,0.9711825
Locality,2014 Q1,York County,123,275000,71,0.979167
Locality,2014 Q1,Warren County,120,165400,52,0.9861905
Locality,2014 Q1,Shenandoah County,118,140000,96,0.9605805
Locality,2014 Q1,Campbell County,113,155900,95,0.973236
Locality,2014 Q1,Rockingham County,112,171500,88.5,0.970167
Locality,2014 Q1,Franklin County,107,159000,105,0.949994
Locality,2014 Q1,Manassas City,106,252500,18,0.9897105
Locality,2014 Q1,Danville City,100,74950,150.5,0.93126
Locality,2014 Q1,Culpeper County,97,239500,50,0.995712
Locality,2014 Q1,Fluvanna County,95,179900,85,0.963655
Locality,2014 Q1,Gloucester County,94,213125,132,0.9765435
Locality,2014 Q1,Charlottesville City,88,270000,54.5,0.9624645
Locality,2014 Q1,Louisa County,83,189900,84,0.976331
Locality,2014 Q1,Orange County,81,183000,77,0.982533
Locality,2014 Q1,Isle of Wight County,81,248000,104,0.981595
Locality,2014 Q1,Staunton City,74,99950,136,0.9223895
Locality,2014 Q1,Caroline County,72,160500,54,0.979462
Locality,2014 Q1,New Kent County,71,220000,57,0.986385
Locality,2014 Q1,Powhatan County,64,213500,51.5,0.978963
Locality,2014 Q1,Fairfax City,61,450000,13,0.988372
Locality,2014 Q1,Goochland County,60,326750,48.5,0.981632
Locality,2014 Q1,Pulaski County,59,113000,78,0.963677
Locality,2014 Q1,Henry County,57,75900,151,0.947105
Locality,2014 Q1,Petersburg City,56,63500,76,0.947985
Locality,2014 Q1,Pittsylvania County,56,86250,174.5,0.920921
Locality,2014 Q1,Botetourt County,56,178500,91.5,0.969053
Locality,2014 Q1,Harrisonburg City,56,165000,86.5,0.965609
Locality,2014 Q1,Greene County,53,195000,76,0.968992
Locality,2014 Q1,King George County,52,232399.5,57.5,0.991401
Locality,2014 Q1,Winchester City,52,172000,59.5,0.9745485
Locality,2014 Q1,Prince George County,50,178250,79,0.9904475
Locality,2014 Q1,Page County,49,140000,126,0.94173
Locality,2014 Q1,Salem City,49,148000,36,0.963636
Locality,2014 Q1,Dinwiddie County,49,145000,75,0.975
Locality,2014 Q1,Waynesboro City,48,139000,71,0.9666985
Locality,2014 Q1,Amherst County,47,117000,83,0.974197
Locality,2014 Q1,Nelson County,46,205000,81.5,0.9452975
Locality,2014 Q1,Hopewell City,44,90150,50,0.9773325
Locality,2014 Q1,Fredericksburg City,43,249900,48,0.973333
Locality,2014 Q1,Westmoreland County,41,148000,102,0.988571
Locality,2014 Q1,Colonial Heights City,40,123150.5,76.5,0.930021
Locality,2014 Q1,Washington County,39,134000,139,0.952775
Locality,2014 Q1,Rockbridge County,36,107500,148,0.947207
Locality,2014 Q1,Middlesex County,36,267500,182.5,0.952327
Locality,2014 Q1,Accomack County,36,155000,221.5,0.9453125
Locality,2014 Q1,King William County,36,185000,103.5,0.960762
Locality,2014 Q1,Manassas Park City,34,223500,29.5,0.997271
Locality,2014 Q1,Halifax County,34,77500,190.5,0.9021965
Locality,2014 Q1,Williamsburg City,33,175500,101,0.962279
Locality,2014 Q1,Falls Church City,31,625000,16,0.992593
Locality,2014 Q1,Prince Edward County,31,127500,140,0.958246
Locality,2014 Q1,Mathews County,29,225000,158,0.936455
Locality,2014 Q1,Clarke County,29,275000,80,0.98153
Locality,2014 Q1,Martinsville City,29,65000,162,0.906817
Locality,2014 Q1,Appomattox County,27,120000,145,0.941987
Locality,2014 Q1,Amelia County,26,132500,48.5,0.972729
Locality,2014 Q1,Carroll County,26,81000,165,0.95117
Locality,2014 Q1,Buckingham County,25,65000,164,0.938462
Locality,2014 Q1,Mecklenburg County,24,98500,206,0.935146
Locality,2014 Q1,Floyd County,22,119950,72.5,0.943609
Locality,2014 Q1,Giles County,22,110750,98.5,0.9579545
Locality,2014 Q1,Northumberland County,21,187000,224,0.918197
Locality,2014 Q1,Wythe County,20,83500,194.5,0.9573465
Locality,2014 Q1,Radford City,18,118200,63,0.970297
Locality,2014 Q1,Madison County,18,174000,131.5,0.958504
Locality,2014 Q1,Smyth County,17,98000,143,0.922222
Locality,2014 Q1,Poquoson City,17,215000,139,0.966018
Locality,2014 Q1,Sussex County,17,62000,104,0.959596
Locality,2014 Q1,Southampton County,17,143000,151,0.975488
Locality,2014 Q1,Lancaster County,16,151500,166.5,0.9232275
Locality,2014 Q1,King and Queen County,16,138500,105.5,0.979367
Locality,2014 Q1,Patrick County,15,86000,183,0.868687
Locality,2014 Q1,Surry County,15,115000,146,0.933333
Locality,2014 Q1,Lexington City,14,218750,200,0.9083545
Locality,2014 Q1,Essex County,13,105000,53,0.941423
Locality,2014 Q1,Cumberland County,13,91901,101,0.979899
Locality,2014 Q1,Richmond County,13,92000,235,0.945455
Locality,2014 Q1,Nottoway County,13,100600,106,0.899083
Locality,2014 Q1,Rappahannock County,12,243750,63.5,0.935143
Locality,2014 Q1,Franklin City,11,75000,78,0.969188
Locality,2014 Q1,Northampton County,10,153450,137,0.895219
Locality,2014 Q1,Charlotte County,10,105000,209,0.895833
Locality,2014 Q1,Tazewell County,9,86000,190,0.92437
Locality,2014 Q1,Buena Vista City,9,50000,95,0.884848
Locality,2014 Q1,Lunenburg County,8,67500,119,0.8840795
Locality,2014 Q1,Alleghany County,8,64750,61.5,0.89479
Locality,2014 Q1,Russell County,7,115000,85,0.83612
Locality,2014 Q1,Grayson County,7,54000,155,0.901804
Locality,2014 Q1,Bedford City,7,140000,172,0.917431
Locality,2014 Q1,Bland County,7,89000,74,0.877612
Locality,2014 Q1,Craig County,7,52500,241,0.876461
Locality,2014 Q1,Charles City County,6,122750,112.5,0.963223
Locality,2014 Q1,Bath County,6,69750,253.5,0.7936805
Locality,2014 Q1,Brunswick County,6,75500,128,0.887182
Locality,2014 Q1,Galax City,6,76250,228,0.8755485
Locality,2014 Q1,Buchanan County,3,23000,198,0.884615
Locality,2014 Q1,Covington City,2,75000,68,0.9310345
Locality,2014 Q1,Greensville County,2,28950,103,0.9682275
Locality,2014 Q1,Wise County,2,82700,47,0.819112
Locality,2014 Q1,Scott County,1,180000,126,1
Locality,2014 Q1,Bristol City,1,133000,58,0.887258
Locality,2014 Q1,Highland County,1,32500,84,0.878378
State,2014 Q1,Virginia,17887,238000,48,0.984242
Locality,2014 Q2,Fairfax County,4256,480000,10,1
Locality,2014 Q2,Prince William County,1911,324900,16,1
Locality,2014 Q2,Loudoun County,1829,440000,13,1
Locality,2014 Q2,Virginia Beach City,1637,244500,36,0.986812
Locality,2014 Q2,Chesterfield County,1386,213756.5,28,0.9881235
Locality,2014 Q2,Henrico County,1176,210875.5,20,0.9876625
Locality,2014 Q2,Chesapeake City,969,241250,40,1
Locality,2014 Q2,Arlington County,870,545000,10,1
Locality,2014 Q2,Richmond City,773,212500,18,0.987055
Locality,2014 Q2,Alexandria City,762,495000,15,0.9950835
Locality,2014 Q2,Norfolk City,726,170000,48,0.9901405
Locality,2014 Q2,Stafford County,581,295000,27,0.994998
Locality,2014 Q2,Newport News City,514,159900,55.5,0.984259
Locality,2014 Q2,Spotsylvania County,506,230000,28,0.9898705
Locality,2014 Q2,Albemarle County,493,330000,35,0.979899
Locality,2014 Q2,Hanover County,400,251750,27,0.9875085
Locality,2014 Q2,Suffolk City,388,233307.5,47,1
Locality,2014 Q2,Portsmouth City,386,131000,59.5,0.9855245
Locality,2014 Q2,James City County,364,315000,44,0.983225
Locality,2014 Q2,Frederick County,361,232200,33,0.984716
Locality,2014 Q2,Hampton City,361,144800,70,0.989669
Locality,2014 Q2,Roanoke County,344,189925,45,0.977152
Locality,2014 Q2,Roanoke City,312,117500,37,0.9652625
Locality,2014 Q2,Bedford County,290,202500,70,0.9716905
Locality,2014 Q2,Fauquier County,268,338000,23.5,0.9929395
Locality,2014 Q2,Lynchburg City,253,143500,84,0.973983
Locality,2014 Q2,Montgomery County,251,195000,32,0.979167
Locality,2014 Q2,Augusta County,227,187500,96,0.971345
Locality,2014 Q2,York County,207,311537,47,0.98437
Locality,2014 Q2,Rockingham County,188,171500,88,0.97489
Locality,2014 Q2,Manassas City,183,274990,16,1
Locality,2014 Q2,Charlottesville City,172,276500,31,0.9784785
Locality,2014 Q2,Culpeper County,166,250000,31,0.98958
Locality,2014 Q2,Shenandoah County,160,172500,64,0.967339
Locality,2014 Q2,Warren County,139,172500,37,0.982198
Locality,2014 Q2,Franklin County,138,180000,120,0.957024
Locality,2014 Q2,Orange County,133,209900,62,0.981502
Locality,2014 Q2,Campbell County,131,161000,66,0.982198
Locality,2014 Q2,Gloucester County,127,215000,110,0.980384
Locality,2014 Q2,Louisa County,117,176000,51,0.973612
Locality,2014 Q2,Staunton City,117,140900,93,0.972123
Locality,2014 Q2,Fluvanna County,113,192500,57,0.971812
Locality,2014 Q2,Harrisonburg City,104,169950,49.5,0.968925
Locality,2014 Q2,Fairfax City,103,490000,13,1
Locality,2014 Q2,Danville City,103,78500,143,0.945637
Locality,2014 Q2,Winchester City,103,210000,34,0.971751
Locality,2014 Q2,Botetourt County,102,236713,61.5,0.971199
Locality,2014 Q2,Caroline County,102,161250,48.5,0.994077
Locality,2014 Q2,Isle of Wight County,101,258000,86,0.986207
Locality,2014 Q2,New Kent County,92,249312.5,32,0.9851605
Locality,2014 Q2,Powhatan County,92,236000,35.5,0.9777885
Locality,2014 Q2,Waynesboro City,91,124000,114,0.955224
Locality,2014 Q2,Henry County,86,70700,165,0.943396
Locality,2014 Q2,Pulaski County,82,144200,63,0.966978
Locality,2014 Q2,Goochland County,74,328500,42,0.977201
Locality,2014 Q2,King George County,72,258750,37,0.991268
Locality,2014 Q2,Accomack County,69,136000,160,0.938144
Locality,2014 Q2,Salem City,69,149500,56,0.973677
Locality,2014 Q2,Fredericksburg City,68,280500,30,0.9744655
Locality,2014 Q2,Manassas Park City,68,235000,18,0.981608
Locality,2014 Q2,Prince George County,67,216000,54,0.984615
Locality,2014 Q2,Rockbridge County,59,197400,91,0.943396
Locality,2014 Q2,Westmoreland County,58,153500,133.5,0.9739335
Locality,2014 Q2,Amherst County,58,126500,90.5,0.9583665
Locality,2014 Q2,King William County,58,158250,71,0.998913
Locality,2014 Q2,Pittsylvania County,57,84500,123,0.943953
Locality,2014 Q2,Hopewell City,56,93450,61.5,0.9834375
Locality,2014 Q2,Greene County,56,242500,102,0.980909
Locality,2014 Q2,Nelson County,55,212000,107,0.950848
Locality,2014 Q2,Clarke County,55,337500,39,0.985714
Locality,2014 Q2,Petersburg City,54,50500,42.5,0.9599425
Locality,2014 Q2,Falls Church City,53,740000,8,1
Locality,2014 Q2,Wythe County,52,112000,94,0.9395145
Locality,2014 Q2,Colonial Heights City,48,116125,39.5,0.9720005
Locality,2014 Q2,Dinwiddie County,48,135950,45.5,0.982498
Locality,2014 Q2,Page County,47,100000,103,0.929235
Locality,2014 Q2,Williamsburg City,46,237737.5,67,0.978183
Locality,2014 Q2,Washington County,44,154250,109.5,0.9359805
Locality,2014 Q2,Middlesex County,42,315000,248,0.922819
Locality,2014 Q2,Amelia County,41,160000,96,0.980392
Locality,2014 Q2,Radford City,41,147000,30,0.959184
Locality,2014 Q2,Appomattox County,40,153450,112,0.962852
Locality,2014 Q2,Halifax County,39,72000,141,0.936364
Locality,2014 Q2,Southampton County,39,125000,57,0.963665
Locality,2014 Q2,Mathews County,39,229000,181,0.960769
Locality,2014 Q2,Carroll County,36,93450,162.5,0.9424015
Locality,2014 Q2,Poquoson City,33,345000,73,0.976923
Locality,2014 Q2,Lancaster County,32,310000,205.5,0.9410935
Locality,2014 Q2,Prince Edward County,32,142500,92.5,0.9599125
Locality,2014 Q2,Madison County,32,163000,42.5,0.956522
Locality,2014 Q2,Northumberland County,30,229500,128,0.94636
Locality,2014 Q2,Smyth County,29,106000,130,0.975
Locality,2014 Q2,Giles County,29,105000,214,0.952128
Locality,2014 Q2,Floyd County,27,142000,141,0.931034
Locality,2014 Q2,Mecklenburg County,26,160500,189,0.9405635
Locality,2014 Q2,Cumberland County,26,126975,100,0.9633255
Locality,2014 Q2,Essex County,24,135000,71,0.9508435
Locality,2014 Q2,Northampton County,23,189000,269,0.920921
Locality,2014 Q2,Rappahannock County,23,232000,47,0.974197
Locality,2014 Q2,Buckingham County,22,89750,60,0.9928685
Locality,2014 Q2,Martinsville City,22,39250,193.5,0.929884
Locality,2014 Q2,Franklin City,21,104000,155,0.968889
Locality,2014 Q2,Nottoway County,20,70000,96.5,0.906598
Locality,2014 Q2,Lexington City,20,206500,198.5,0.951791
Locality,2014 Q2,Patrick County,19,119000,200,0.960769
Locality,2014 Q2,Tazewell County,18,69000,172.5,0.905268
Locality,2014 Q2,Charlotte County,17,89000,75,0.931034
Locality,2014 Q2,Buena Vista City,16,80700,134.5,0.9136555
Locality,2014 Q2,Grayson County,16,72125,168.5,0.9054735
Locality,2014 Q2,Russell County,14,100000,77.5,0.9191575
Locality,2014 Q2,Surry County,13,145000,106,0.971739
Locality,2014 Q2,Galax City,13,95000,238,0.952835
Locality,2014 Q2,Bedford City,12,84950,85.5,0.9541595
Locality,2014 Q2,Sussex County,12,124950,75.5,0.9821825
Locality,2014 Q2,Charles City County,11,142000,33,0.975
Locality,2014 Q2,Covington City,10,142500,78.5,0.9377555
Locality,2014 Q2,Lunenburg County,10,85000,62.5,0.900352
Locality,2014 Q2,King and Queen County,9,156000,146,0.975758
Locality,2014 Q2,Highland County,8,120000,95.5,0.9124695
Locality,2014 Q2,Craig County,8,134500,9.5,0.964631
Locality,2014 Q2,Alleghany County,7,66000,58,0.899705
Locality,2014 Q2,Buchanan County,5,200000,117,0.888889
Locality,2014 Q2,Brunswick County,4,68900,52,0.9508535
Locality,2014 Q2,Bland County,4,131747.5,86,0.9346955
Locality,2014 Q2,Bristol City,4,111394.5,82,0.9255645
Locality,2014 Q2,Richmond County,4,115500,319,0.814232
Locality,2014 Q2,Bath County,3,98000,135,0.971346
Locality,2014 Q2,Greensville County,2,48801,21.5,1.084286
Locality,2014 Q2,Dickenson County,1,40000,1,1
Locality,2014 Q2,Lee County,1,34500,140,0.804196
State,2014 Q2,Virginia,28266,269900,28,0.9890785
Locality,2014 Q3,Fairfax County,3803,466100,19,0.989849
Locality,2014 Q3,Prince William County,1784,330000,25,0.997836
Locality,2014 Q3,Virginia Beach City,1671,239900,40,0.984683
Locality,2014 Q3,Loudoun County,1644,442025,22,0.9954435
Locality,2014 Q3,Chesterfield County,1320,216750,30.5,0.988409
Locality,2014 Q3,Henrico County,1144,226700,24,0.985085
Locality,2014 Q3,Chesapeake City,939,248000,46,0.992308
Locality,2014 Q3,Arlington County,763,534000,17,0.994399
Locality,2014 Q3,Norfolk City,693,178900,56,0.985294
Locality,2014 Q3,Richmond City,690,199975,27,0.981871
Locality,2014 Q3,Alexandria City,629,480000,21,0.991653
Locality,2014 Q3,Stafford County,572,289900,37,0.990415
Locality,2014 Q3,Newport News City,495,160000,52,0.986486
Locality,2014 Q3,Spotsylvania County,480,242200,30,0.9863745
Locality,2014 Q3,Hanover County,431,244000,29,0.989783
Locality,2014 Q3,Albemarle County,425,335877,39,0.978223
Locality,2014 Q3,Hampton City,399,155000,64,0.987325
Locality,2014 Q3,Suffolk City,372,235000,53,0.9998565
Locality,2014 Q3,James City County,364,278887.5,53.5,0.978378
Locality,2014 Q3,Roanoke County,356,185000,48,0.977008
Locality,2014 Q3,Portsmouth City,346,134075,66,0.986823
Locality,2014 Q3,Frederick County,319,225000,35,0.990431
Locality,2014 Q3,Roanoke City,284,127500,48,0.97378
Locality,2014 Q3,Fauquier County,284,329500,26.5,0.984615
Locality,2014 Q3,Augusta County,271,202500,89,0.973978
Locality,2014 Q3,Rockingham County,246,189500,60,0.9747635
Locality,2014 Q3,Bedford County,243,215000,99,0.967295
Locality,2014 Q3,Lynchburg City,241,145750,76,0.972483
Locality,2014 Q3,Montgomery County,235,205500,56,0.973593
Locality,2014 Q3,York County,225,296304,47,0.985294
Locality,2014 Q3,Franklin County,185,197000,72,0.952
Locality,2014 Q3,Warren County,182,189925,48,0.984359
Locality,2014 Q3,Culpeper County,168,240850,38.5,0.991119
Locality,2014 Q3,Shenandoah County,161,155000,53,0.961509
Locality,2014 Q3,Manassas City,159,272000,25,1
Locality,2014 Q3,Charlottesville City,152,268500,36,0.9701815
Locality,2014 Q3,Louisa County,148,199600,53,0.965713
Locality,2014 Q3,Gloucester County,147,230000,105,1
Locality,2014 Q3,Isle of Wight County,146,250000,48,0.9841435
Locality,2014 Q3,Caroline County,146,165000,54.5,0.9838415
Locality,2014 Q3,Campbell County,131,167500,58,0.979986
Locality,2014 Q3,Danville City,127,78000,135,0.931677
Locality,2014 Q3,New Kent County,122,227250,56,0.985554
Locality,2014 Q3,Orange County,119,199900,55,0.97619
Locality,2014 Q3,Botetourt County,117,208000,64,0.968402
Locality,2014 Q3,Waynesboro City,117,161000,104,0.974529
Locality,2014 Q3,Staunton City,111,140000,99,0.972749
Locality,2014 Q3,Harrisonburg City,98,172000,59.5,0.969872
Locality,2014 Q3,Fluvanna County,96,188500,55.5,0.9744865
Locality,2014 Q3,Pulaski County,93,109900,65,0.969605
Locality,2014 Q3,Powhatan County,89,215000,38,0.988384
Locality,2014 Q3,King George County,87,245000,46,0.995908
Locality,2014 Q3,Fairfax City,87,476000,11,0.993107
Locality,2014 Q3,Winchester City,81,185500,29,0.972044
Locality,2014 Q3,Salem City,78,149975,49.5,0.967441
Locality,2014 Q3,Greene County,76,216000,71.5,0.979448
Locality,2014 Q3,Goochland County,75,362000,43,0.977654
Locality,2014 Q3,Henry County,75,66500,152,0.912125
Locality,2014 Q3,Prince George County,73,165000,47,0.985075
Locality,2014 Q3,Petersburg City,73,65800,47,0.949875
Locality,2014 Q3,Pittsylvania County,72,95950,109,0.942488
Locality,2014 Q3,Accomack County,71,155000,152,0.94217
Locality,2014 Q3,Fredericksburg City,71,289900,38,0.982175
Locality,2014 Q3,Westmoreland County,66,183000,109.5,0.9582505
Locality,2014 Q3,Rockbridge County,66,173125,130.5,0.9498315
Locality,2014 Q3,Page County,65,135000,74,0.947368
Locality,2014 Q3,Amherst County,62,128750,108.5,0.962567
Locality,2014 Q3,King William County,62,159750,67,0.996099
Locality,2014 Q3,Manassas Park City,62,249950,23,0.9900175
Locality,2014 Q3,Hopewell City,62,104950,72.5,0.967602
Locality,2014 Q3,Falls Church City,61,765000,14,0.990467
Locality,2014 Q3,Dinwiddie County,60,162425,46,0.984326
Locality,2014 Q3,Nelson County,60,285000,87,0.9383625
Locality,2014 Q3,Colonial Heights City,55,125500,67,0.970464
Locality,2014 Q3,Middlesex County,52,240000,126,0.9382565
Locality,2014 Q3,Washington County,50,145450,146,0.9484805
Locality,2014 Q3,Poquoson City,50,236000,81,0.976694
Locality,2014 Q3,Williamsburg City,48,214000,81.5,0.9688055
Locality,2014 Q3,Carroll County,48,88500,110.5,0.964912
Locality,2014 Q3,Clarke County,46,294750,39,0.985816
Locality,2014 Q3,Giles County,45,109000,68,0.968504
Locality,2014 Q3,Prince Edward County,44,152500,97.5,0.9634945
Locality,2014 Q3,Halifax County,40,82950,132.5,0.920254
Locality,2014 Q3,Northumberland County,39,262500,175,0.932203
Locality,2014 Q3,Lancaster County,37,265000,242,0.941385
Locality,2014 Q3,Radford City,37,158000,32,0.964975
Locality,2014 Q3,Northampton County,36,182500,173,0.944444
Locality,2014 Q3,Madison County,36,190250,94.5,0.956383
Locality,2014 Q3,Essex County,35,112500,70,0.931864
Locality,2014 Q3,Mathews County,33,239000,194,0.943775
Locality,2014 Q3,Patrick County,32,117250,323,0.938034
Locality,2014 Q3,Amelia County,30,140000,44.5,0.978405
Locality,2014 Q3,Mecklenburg County,29,145000,149,0.928585
Locality,2014 Q3,Floyd County,29,145000,64,0.942857
Locality,2014 Q3,Southampton County,28,155000,47.5,0.987522
Locality,2014 Q3,Smyth County,28,85000,121,0.9381125
Locality,2014 Q3,Wythe County,26,127000,224,0.960273
Locality,2014 Q3,Rappahannock County,26,265500,67.5,0.9608975
Locality,2014 Q3,Martinsville City,24,59650,110.5,0.9099915
Locality,2014 Q3,Cumberland County,24,149750,100.5,0.9495375
Locality,2014 Q3,Nottoway County,22,59500,88.5,0.9433815
Locality,2014 Q3,Appomattox County,22,146450,113.5,0.946038
Locality,2014 Q3,Lexington City,21,190000,97,0.952381
Locality,2014 Q3,Lunenburg County,19,59000,91,0.988016
Locality,2014 Q3,Franklin City,18,102500,144.5,0.946098
Locality,2014 Q3,Charlotte County,16,87500,132,0.914914
Locality,2014 Q3,Tazewell County,16,85500,120.5,0.8331565
Locality,2014 Q3,Buckingham County,16,120750,75,0.959812
Locality,2014 Q3,Alleghany County,15,115000,82,0.959933
Locality,2014 Q3,Grayson County,15,120000,202,0.909504
Locality,2014 Q3,Buena Vista City,14,66000,210,0.95425
Locality,2014 Q3,Galax City,14,58750,108,0.921866
Locality,2014 Q3,King and Queen County,13,138950,110,0.926966
Locality,2014 Q3,Sussex County,13,89000,75,0.963928
Locality,2014 Q3,Russell County,12,131000,116.5,0.966963
Locality,2014 Q3,Craig County,11,99000,218,0.96332
Locality,2014 Q3,Bedford City,10,147250,51,0.966324
Locality,2014 Q3,Surry County,9,180000,81,0.979381
Locality,2014 Q3,Bland County,8,109450,246,0.9284855
Locality,2014 Q3,Bristol City,8,104500,177.5,0.973158
Locality,2014 Q3,Highland County,8,550000,142,0.912821
Locality,2014 Q3,Richmond County,7,125000,162,0.966543
Locality,2014 Q3,Charles City County,7,206000,35,0.994615
Locality,2014 Q3,Buchanan County,6,68000,233.5,0.811417
Locality,2014 Q3,Bath County,5,75000,165,0.848485
Locality,2014 Q3,Covington City,4,85250,88,0.953169
Locality,2014 Q3,Greensville County,2,14016.5,110,0.8768565
Locality,2014 Q3,Brunswick County,2,32000,222,0.972644
Locality,2014 Q3,Emporia City,2,20755,129,0.7918335
Locality,2014 Q3,Scott County,2,30700,69,0.6641165
Locality,2014 Q3,Norton City,1,42500,116,0.851703
Locality,2014 Q3,Lee County,1,64075,142,1.069699
Locality,2014 Q3,Dickenson County,1,51500,44,1
State,2014 Q3,Virginia,27374,262130.5,37,0.986111
Locality,2014 Q4,Fairfax County,3033,459900,30,0.986301
Locality,2014 Q4,Prince William County,1467,319900,37,0.992278
Locality,2014 Q4,Virginia Beach City,1417,235000,49,0.985185
Locality,2014 Q4,Loudoun County,1375,424597,29,0.992439
Locality,2014 Q4,Chesterfield County,1066,220000,38,0.9879315
Locality,2014 Q4,Henrico County,963,213500,30,0.980958
Locality,2014 Q4,Chesapeake City,815,240000,50,1
Locality,2014 Q4,Norfolk City,669,172500,52,0.987069
Locality,2014 Q4,Arlington County,655,565000,21,0.991597
Locality,2014 Q4,Richmond City,566,205550,23,0.979371
Locality,2014 Q4,Alexandria City,506,490000,23,0.989316
Locality,2014 Q4,Stafford County,418,285550,43,0.987961
Locality,2014 Q4,Spotsylvania County,404,240000,43,0.9819505
Locality,2014 Q4,Newport News City,401,159000,59,0.983051
Locality,2014 Q4,Hanover County,350,247750,38,0.9862625
Locality,2014 Q4,Hampton City,349,153000,72,0.984615
Locality,2014 Q4,Albemarle County,335,326000,60,0.974843
Locality,2014 Q4,Suffolk City,315,225000,61,0.992647
Locality,2014 Q4,Frederick County,306,216375,27.5,0.98862
Locality,2014 Q4,Portsmouth City,298,118000,60,0.9907185
Locality,2014 Q4,James City County,294,309647.5,64.5,0.980559
Locality,2014 Q4,Roanoke County,271,179950,59,0.973205
Locality,2014 Q4,Augusta County,261,194000,87,0.970285
Locality,2014 Q4,Bedford County,244,199500,85.5,0.975244
Locality,2014 Q4,Roanoke City,239,112000,66,0.967018
Locality,2014 Q4,Fauquier County,205,325000,43,0.985595
Locality,2014 Q4,Lynchburg City,202,135000,78.5,0.9708525
Locality,2014 Q4,Montgomery County,188,184250,61,0.9700715
Locality,2014 Q4,Rockingham County,181,190000,68,0.969697
Locality,2014 Q4,York County,165,260000,85,0.970285
Locality,2014 Q4,Franklin County,158,187250,116,0.9488255
Locality,2014 Q4,Culpeper County,153,244000,60,0.981441
Locality,2014 Q4,Warren County,135,189900,49,0.983989
Locality,2014 Q4,Shenandoah County,135,160000,81,0.955823
Locality,2014 Q4,Orange County,129,210000,61,0.980392
Locality,2014 Q4,Louisa County,125,190000,70,0.974337
Locality,2014 Q4,Manassas City,118,240000,35,0.996315
Locality,2014 Q4,Gloucester County,113,197000,129,0.97914
Locality,2014 Q4,Caroline County,108,163100,52.5,0.989788
Locality,2014 Q4,Campbell County,105,164500,85,0.979079
Locality,2014 Q4,Fluvanna County,104,197945,62,0.973373
Locality,2014 Q4,Charlottesville City,103,239000,87,0.959093
Locality,2014 Q4,Isle of Wight County,98,236625,55.5,0.9860195
Locality,2014 Q4,Danville City,97,58125,97,0.924623
Locality,2014 Q4,Botetourt County,94,210750,80,0.9683885
Locality,2014 Q4,Waynesboro City,92,135500,84.5,0.980979
Locality,2014 Q4,New Kent County,91,247000,47,0.988198
Locality,2014 Q4,Harrisonburg City,90,172250,71,0.9641525
Locality,2014 Q4,Staunton City,84,130250,106.5,0.965246
Locality,2014 Q4,Fairfax City,83,470000,31,0.986308
Locality,2014 Q4,Henry County,83,82000,142,0.934112
Locality,2014 Q4,Accomack County,80,129000,176,0.9419025
Locality,2014 Q4,Amherst County,80,145950,99.5,0.9610865
Locality,2014 Q4,King George County,68,264500,49,0.9850055
Locality,2014 Q4,Petersburg City,68,45000,74.5,0.9154275
Locality,2014 Q4,Winchester City,67,176500,55,0.966989
Locality,2014 Q4,Goochland County,67,259000,44,0.975122
Locality,2014 Q4,Nelson County,65,230000,104,0.964515
Locality,2014 Q4,Pulaski County,65,130000,94,0.956697
Locality,2014 Q4,Salem City,64,146950,56,0.964984
Locality,2014 Q4,Fredericksburg City,64,287500,44,0.9735465
Locality,2014 Q4,Powhatan County,63,199950,38,0.981827
Locality,2014 Q4,Greene County,62,232250,76,0.9763065
Locality,2014 Q4,Prince George County,61,217000,58,0.986812
Locality,2014 Q4,Carroll County,61,104000,137,0.934112
Locality,2014 Q4,Westmoreland County,60,165000,149.5,0.9392555
Locality,2014 Q4,Manassas Park City,59,260000,29,0.995842
