geography,quarter,name,units,med_price,med_dom,med_asratio
Locality,2015 Q4,Campbell County,103,171400,82,0.97561
Locality,2015 Q4,Harrisonburg City,97,169900,46,0.969231
Locality,2015 Q4,Danville City,95,94400,126,0.931373
Locality,2015 Q4,Charlottesville City,92,265000,20.5,0.976828
Locality,2015 Q4,Goochland County,88,418009.5,19.5,0.9824205
Locality,2015 Q4,New Kent County,88,255100,45,0.989951
Locality,2015 Q4,Botetourt County,88,223000,73,0.9690305
Locality,2015 Q4,Pulaski County,87,119000,68,0.984472
Locality,2015 Q4,Fairfax City,85,475000,40,0.991832
Locality,2015 Q4,Accomack County,82,148500,191,0.943561
Locality,2015 Q4,Powhatan County,81,260000,35,0.991643
Locality,2015 Q4,Waynesboro City,79,145000,58,0.971564
Locality,2015 Q4,Staunton City,79,152500,67,0.966184
Locality,2015 Q4,Nelson County,76,199950,119.5,0.947368
Locality,2015 Q4,Carroll County,74,97000,135.5,0.9237605
Locality,2015 Q4,Henry County,73,73000,113,0.938776
Locality,2015 Q4,Fredericksburg City,72,292450,48.5,0.9745305
Locality,2015 Q4,Amherst County,70,149250,92.5,0.977261
Locality,2015 Q4,Winchester City,70,198700,47.5,0.983152
Locality,2015 Q4,King William County,70,173775,50.5,0.9946875
Locality,2015 Q4,Washington County,69,163000,133,0.951189
Locality,2015 Q4,Westmoreland County,66,179950,129.5,0.969356
Locality,2015 Q4,Salem City,66,150250,70,0.9667795
Locality,2015 Q4,King George County,64,255850,62,0.9855875
Locality,2015 Q4,Petersburg City,64,47475,55,0.943887
Locality,2015 Q4,Rockbridge County,61,125000,112,0.950283
Locality,2015 Q4,Greene County,57,220000,50,0.980392
Locality,2015 Q4,Colonial Heights City,56,124500,39,0.9706985
Locality,2015 Q4,Page County,56,162500,133.5,0.952381
Locality,2015 Q4,Clarke County,55,314900,49,0.973593
Locality,2015 Q4,Manassas Park City,55,266000,36,0.994792
Locality,2015 Q4,Prince George County,54,202250,30.5,0.98786
Locality,2015 Q4,Hopewell City,54,104250,49,0.967773
Locality,2015 Q4,Dinwiddie County,52,155750,50.5,0.9760935
Locality,2015 Q4,Wythe County,52,120500,116.5,0.935878
Locality,2015 Q4,Pittsylvania County,52,76905,140,0.966064
Locality,2015 Q4,Middlesex County,51,210000,181,0.943683
Locality,2015 Q4,Floyd County,51,142000,75,0.957447
Locality,2015 Q4,Appomattox County,42,152000,103,0.968334
Locality,2015 Q4,Northumberland County,41,269000,177,0.935135
Locality,2015 Q4,Smyth County,39,90000,129,0.955823
Locality,2015 Q4,Southampton County,38,152000,57.5,0.977414
Locality,2015 Q4,Northampton County,37,220000,161,0.915254
Locality,2015 Q4,Falls Church City,36,699500,15.5,0.9916085
Locality,2015 Q4,Mathews County,36,202500,187.5,0.9619405
Locality,2015 Q4,Lancaster County,34,252500,179.5,0.930341
Locality,2015 Q4,Amelia County,34,174000,27.5,0.982782
Locality,2015 Q4,Halifax County,34,82750,121.5,0.944957
Locality,2015 Q4,Madison County,33,189900,112,0.957854
Locality,2015 Q4,Tazewell County,32,97500,157.5,0.914855
Locality,2015 Q4,Prince Edward County,31,124900,92,0.953969
Locality,2015 Q4,Radford City,27,161500,53,0.981735
Locality,2015 Q4,Mecklenburg County,27,158500,166,0.899654
Locality,2015 Q4,Poquoson City,27,298000,71,0.980769
Locality,2015 Q4,Rappahannock County,26,310000,72,0.944652
Locality,2015 Q4,Williamsburg City,26,360135,76,0.9591925
Locality,2015 Q4,Franklin City,24,142000,39,0.9659035
Locality,2015 Q4,Patrick County,23,60000,204,0.946746
Locality,2015 Q4,Giles County,23,115000,92,0.953846
Locality,2015 Q4,Martinsville City,23,79000,204,0.943396
Locality,2015 Q4,Grayson County,22,107500,209,0.903013
Locality,2015 Q4,Russell County,22,90000,167.5,0.9361925
Locality,2015 Q4,Nottoway County,21,105000,93,0.9299
Locality,2015 Q4,Buckingham County,19,114000,76,0.9375
Locality,2015 Q4,Essex County,18,192450,135,0.974418
Locality,2015 Q4,Lexington City,18,199950,147,0.95804
Locality,2015 Q4,Galax City,17,83500,105,0.900693
Locality,2015 Q4,Alleghany County,17,95000,84,0.948718
Locality,2015 Q4,Lunenburg County,16,85000,83.5,0.930875
Locality,2015 Q4,Bedford City,16,133500,75.5,0.9599755
Locality,2015 Q4,Cumberland County,16,150000,50,0.9887495
Locality,2015 Q4,Bland County,15,90000,104,0.875332
Locality,2015 Q4,Charlotte County,15,72500,95,0.910747
Locality,2015 Q4,King and Queen County,14,154500,75.5,0.9561905
Locality,2015 Q4,Bristol City,13,133500,106,0.953635
Locality,2015 Q4,Surry County,12,185500,127.5,0.917867
Locality,2015 Q4,Buena Vista City,12,97894,118.5,0.9169375
Locality,2015 Q4,Craig County,11,138000,63,0.929293
Locality,2015 Q4,Charles City County,9,234950,42,1
Locality,2015 Q4,Sussex County,7,50000,84,1
Locality,2015 Q4,Richmond County,6,224500,183,0.937006
Locality,2015 Q4,Buchanan County,5,48000,163,0.778342
Locality,2015 Q4,Wise County,5,50000,226,0.921788
Locality,2015 Q4,Bath County,4,146500,110,0.960557
Locality,2015 Q4,Greensville County,4,35450,162.5,0.95
Locality,2015 Q4,Covington City,3,135000,57,0.898204
Locality,2015 Q4,Brunswick County,2,26250,53,0.8095235
Locality,2015 Q4,Emporia City,2,88500,403,0.9067795
Locality,2015 Q4,Highland County,1,115000,313,1
State,2015 Q4,Virginia,24283,256842,43,0.985507
Locality,2016 Q1,Fairfax County,2761,450000,36,0.988108
Locality,2016 Q1,Virginia Beach City,1411,235000,45,0.986133
Locality,2016 Q1,Prince William County,1333,320000,39,0.991108
Locality,2016 Q1,Loudoun County,1248,430000,32,0.9915725
Locality,2016 Q1,Chesterfield County,1043,216000,35,0.99136
Locality,2016 Q1,Henrico County,824,200000,35,0.9852035
Locality,2016 Q1,Chesapeake City,815,245000,47,0.99661
Locality,2016 Q1,Norfolk City,609,173000,55,0.987179
Locality,2016 Q1,Richmond City,516,195000,23,0.98727
Locality,2016 Q1,Arlington County,511,553000,26,0.991829
Locality,2016 Q1,Alexandria City,435,480000,32,0.989394
Locality,2016 Q1,Newport News City,430,164700,73,0.9815125
Locality,2016 Q1,Stafford County,423,300000,43,0.992736
Locality,2016 Q1,Hampton City,379,140000,61,0.980861
Locality,2016 Q1,Spotsylvania County,372,245000,42,0.989058
Locality,2016 Q1,Portsmouth City,328,129950,67,0.9858295
Locality,2016 Q1,Suffolk City,301,235000,59,0.989736
Locality,2016 Q1,James City County,296,290000,75,0.987722
Locality,2016 Q1,Albemarle County,283,294000,59,0.975488
Locality,2016 Q1,Roanoke County,277,177500,68,0.980327
Locality,2016 Q1,Hanover County,271,248000,37,0.991453
Locality,2016 Q1,Frederick County,248,228950,55,0.9856295
Locality,2016 Q1,Roanoke City,226,103750,61,0.96544
Locality,2016 Q1,Lynchburg City,201,135000,83,0.975118
Locality,2016 Q1,Bedford County,201,190000,98,0.972973
Locality,2016 Q1,Montgomery County,200,184350,52.5,0.9788535
Locality,2016 Q1,Fauquier County,193,340000,54,0.989714
Locality,2016 Q1,York County,176,267500,67,0.986354
Locality,2016 Q1,Culpeper County,143,246980,48,0.996883
Locality,2016 Q1,Rockingham County,143,195000,77,0.970285
Locality,2016 Q1,Augusta County,137,185000,86,0.971888
Locality,2016 Q1,Franklin County,133,186000,92,0.950317
Locality,2016 Q1,Warren County,119,206700,65,0.984375
Locality,2016 Q1,Shenandoah County,118,160000,86,0.9711795
Locality,2016 Q1,Manassas City,116,286995,40,0.989731
Locality,2016 Q1,Gloucester County,114,182915,96.5,0.97983
Locality,2016 Q1,Louisa County,111,185000,57,0.970874
Locality,2016 Q1,Orange County,103,205000,83,0.974984
Locality,2016 Q1,Charlottesville City,101,264000,22,0.978723
Locality,2016 Q1,Isle of Wight County,97,252000,47,1
Locality,2016 Q1,Campbell County,96,145450,90,0.9840715
Locality,2016 Q1,Caroline County,93,160000,63,0.978261
Locality,2016 Q1,Danville City,87,81000,182,0.928837
Locality,2016 Q1,Botetourt County,86,191000,85.5,0.966276
Locality,2016 Q1,Harrisonburg City,78,172550,60,0.9642185
Locality,2016 Q1,Staunton City,75,135000,64,0.96463
Locality,2016 Q1,Powhatan County,75,255000,45,0.987994
Locality,2016 Q1,Henry County,71,84000,158,0.945495
Locality,2016 Q1,Fluvanna County,66,173750,75.5,0.9785135
Locality,2016 Q1,Winchester City,64,156500,47,0.969844
Locality,2016 Q1,Accomack County,63,140000,181,0.925926
Locality,2016 Q1,Pulaski County,62,112500,50,0.966454
Locality,2016 Q1,Fredericksburg City,62,285125,53,0.980961
Locality,2016 Q1,Prince George County,61,180000,66,0.979038
Locality,2016 Q1,Petersburg City,61,43000,63,0.931034
Locality,2016 Q1,New Kent County,61,245000,37,0.98697
Locality,2016 Q1,Fairfax City,61,455000,26,0.981663
Locality,2016 Q1,Salem City,60,151475,51.5,0.978067
Locality,2016 Q1,Dinwiddie County,58,135400,54.5,0.9964085
Locality,2016 Q1,King George County,57,279900,54,0.990196
Locality,2016 Q1,Manassas Park City,55,285000,21,0.983174
Locality,2016 Q1,Waynesboro City,54,146250,67.5,0.9793565
Locality,2016 Q1,Nelson County,53,184000,132,0.942249
Locality,2016 Q1,Washington County,53,153000,150,0.948235
Locality,2016 Q1,Hopewell City,53,103000,49,0.999193
Locality,2016 Q1,Carroll County,52,86500,153.5,0.939025
Locality,2016 Q1,Rockbridge County,51,135000,91,0.953846
Locality,2016 Q1,Goochland County,49,355000,95,0.969697
Locality,2016 Q1,King William County,49,190000,95,0.984918
Locality,2016 Q1,Wythe County,48,96800,115,0.946071
Locality,2016 Q1,Williamsburg City,48,209500,72,0.9799445
Locality,2016 Q1,Pittsylvania County,46,89500,138.5,0.968861
Locality,2016 Q1,Amherst County,45,135000,102,0.970795
Locality,2016 Q1,Greene County,45,210000,71,0.985714
Locality,2016 Q1,Page County,43,116500,92,0.942857
Locality,2016 Q1,Colonial Heights City,41,132000,56,0.973545
Locality,2016 Q1,Westmoreland County,40,156100,130.5,0.9406375
Locality,2016 Q1,Northumberland County,37,170000,166,0.942857
Locality,2016 Q1,Clarke County,37,250500,71,0.973349
Locality,2016 Q1,Halifax County,37,85000,137,0.932203
Locality,2016 Q1,Giles County,34,97000,126,0.94268
Locality,2016 Q1,Appomattox County,34,153500,146.5,0.9653845
Locality,2016 Q1,Amelia County,33,159950,52,0.975244
Locality,2016 Q1,Prince Edward County,32,138950,94.5,0.9396855
Locality,2016 Q1,Mathews County,32,235000,229.5,0.942559
Locality,2016 Q1,Lancaster County,32,240000,229,0.9224665
Locality,2016 Q1,Smyth County,31,111500,156,0.956522
Locality,2016 Q1,Floyd County,30,146200,151,0.954372
Locality,2016 Q1,Tazewell County,29,70700,183,0.905325
Locality,2016 Q1,Northampton County,27,169000,205,0.909091
Locality,2016 Q1,Falls Church City,27,806000,43,0.994413
Locality,2016 Q1,Madison County,27,155000,64,0.95498
Locality,2016 Q1,Martinsville City,24,54000,121.5,0.963834
Locality,2016 Q1,Radford City,23,133500,64,0.981105
Locality,2016 Q1,Southampton County,22,194950,64.5,0.9805785
Locality,2016 Q1,Essex County,22,137725,114,0.9380565
Locality,2016 Q1,Buckingham County,22,122500,104,0.947298
Locality,2016 Q1,Nottoway County,21,59000,79,0.95
Locality,2016 Q1,Middlesex County,21,265000,97,0.943485
Locality,2016 Q1,Poquoson City,21,267000,67,0.981997
Locality,2016 Q1,Cumberland County,21,175000,79,0.946598
Locality,2016 Q1,Franklin City,20,87500,64,0.9700895
Locality,2016 Q1,Lexington City,20,159500,95,0.919866
Locality,2016 Q1,Patrick County,20,80703,296.5,0.9093185
Locality,2016 Q1,Mecklenburg County,19,119000,165,0.916089
Locality,2016 Q1,Grayson County,18,119500,256.5,0.923077
Locality,2016 Q1,Russell County,18,79000,160.5,0.9409735
Locality,2016 Q1,Lunenburg County,17,75000,93,0.895397
Locality,2016 Q1,Galax City,16,108500,191,0.958958
Locality,2016 Q1,King and Queen County,15,110900,56,0.977391
Locality,2016 Q1,Alleghany County,13,95000,137,0.921011
Locality,2016 Q1,Rappahannock County,12,552500,159.5,0.9638335
Locality,2016 Q1,Sussex County,12,103500,65,0.9537035
Locality,2016 Q1,Buena Vista City,11,68000,109,0.942623
Locality,2016 Q1,Richmond County,11,160000,163,0.936455
Locality,2016 Q1,Surry County,11,150000,103,0.965217
Locality,2016 Q1,Bedford City,10,126750,97,0.966092
Locality,2016 Q1,Craig County,8,129000,178,0.9752195
Locality,2016 Q1,Charlotte County,5,50150,65,0.940376
Locality,2016 Q1,Bath County,5,43000,209,0.941176
Locality,2016 Q1,Charles City County,5,155000,21,0.957739
Locality,2016 Q1,Buchanan County,5,19500,119,0.610169
Locality,2016 Q1,Brunswick County,5,77000,55,0.97093
Locality,2016 Q1,Bristol City,5,109000,130,0.96
Locality,2016 Q1,Greensville County,5,40000,19,1.024965
Locality,2016 Q1,Emporia City,4,117500,22.5,0.95903
Locality,2016 Q1,Wise County,3,86280,102,0.989989
Locality,2016 Q1,Bland County,3,35000,510,0.8
Locality,2016 Q1,Covington City,3,23399,138,0.903436
Locality,2016 Q1,Norton City,2,76399.5,115.5,0.9632565
Locality,2016 Q1,Dickenson County,1,18650,186,0.373747
Locality,2016 Q1,Highland County,1,138000,105,0.941986
Locality,2016 Q1,Scott County,1,25000,17,1.041667
Locality,2016 Q1,Lee County,1,67500,126,0.750834
State,2016 Q1,Virginia,20949,250000,50,0.985294
Locality,2016 Q2,Fairfax County,5127,499900,13,0.994949
Locality,2016 Q2,Prince William County,2297,340000,14,1
Locality,2016 Q2,Virginia Beach City,2210,250570,30,0.992397
Locality,2016 Q2,Loudoun County,2165,447000,12,1
Locality,2016 Q2,Chesterfield County,1835,233000,14,0.9996
Locality,2016 Q2,Henrico County,1435,229000,14,0.994
Locality,2016 Q2,Chesapeake City,1240,265000,31,1
Locality,2016 Q2,Arlington County,922,562750,12,0.999402
Locality,2016 Q2,Richmond City,861,227500,9,1
Locality,2016 Q2,Alexandria City,806,506750,13,0.996857
Locality,2016 Q2,Norfolk City,786,198000,48,0.9895955
Locality,2016 Q2,Stafford County,730,320000,19,0.9998365
Locality,2016 Q2,Spotsylvania County,656,250000,20,0.9961195
Locality,2016 Q2,Albemarle County,582,352250,15,0.986433
Locality,2016 Q2,Newport News City,577,179900,48,0.99403
Locality,2016 Q2,James City County,530,321250,43.5,0.985889
Locality,2016 Q2,Hanover County,511,266450,17,0.997889
Locality,2016 Q2,Hampton City,504,160000,55,0.9933235
Locality,2016 Q2,Suffolk City,472,242000,46.5,1
Locality,2016 Q2,Roanoke County,466,190000,37,0.982611
Locality,2016 Q2,Portsmouth City,451,147725,49,0.990244
Locality,2016 Q2,Frederick County,391,242025,25,0.989783
Locality,2016 Q2,Roanoke City,364,123999.5,40.5,0.9764925
Locality,2016 Q2,Bedford County,356,228000,68.5,0.976673
Locality,2016 Q2,Fauquier County,346,355000,19,0.994512
Locality,2016 Q2,Montgomery County,344,215312.5,26,0.9842815
Locality,2016 Q2,Lynchburg City,299,136500,57,0.982811
Locality,2016 Q2,York County,287,319000,37,0.99208
Locality,2016 Q2,Rockingham County,270,199450,53.5,0.976
Locality,2016 Q2,Augusta County,233,207000,57,0.981997
Locality,2016 Q2,Culpeper County,224,274645,27.5,0.9944005
Locality,2016 Q2,Manassas City,215,285000,13,1
Locality,2016 Q2,Charlottesville City,211,285000,11,0.984556
Locality,2016 Q2,Shenandoah County,195,165000,48,0.976404
Locality,2016 Q2,Warren County,189,215000,28,0.996399
Locality,2016 Q2,Franklin County,188,194500,72,0.9634235
Locality,2016 Q2,Gloucester County,170,233950,88,0.986812
Locality,2016 Q2,Campbell County,170,164400,70.5,0.985491
Locality,2016 Q2,Isle of Wight County,166,271500,36,0.989708
Locality,2016 Q2,Orange County,164,216000,38.5,0.984594
Locality,2016 Q2,Louisa County,160,220000,36,0.9825135
Locality,2016 Q2,Caroline County,147,170000,31,0.991055
Locality,2016 Q2,Danville City,134,102650,120,0.951377
Locality,2016 Q2,Botetourt County,128,217500,47.5,0.976107
Locality,2016 Q2,Fluvanna County,128,189750,40.5,0.9838395
Locality,2016 Q2,Harrisonburg City,124,162950,24,0.9770015
Locality,2016 Q2,Washington County,123,160000,137,0.957746
Locality,2016 Q2,Powhatan County,122,250000,29,0.995502
Locality,2016 Q2,Accomack County,117,160000,134,0.957576
Locality,2016 Q2,Staunton City,116,139950,80.5,0.974375
Locality,2016 Q2,Goochland County,105,344455,25,0.985806
Locality,2016 Q2,New Kent County,102,264250,39,0.9973665
Locality,2016 Q2,Prince George County,102,207450,58.5,0.9931555
Locality,2016 Q2,Pulaski County,102,109175,50,0.9794665
Locality,2016 Q2,Fredericksburg City,101,306484,22,0.980392
Locality,2016 Q2,King George County,100,273700,36.5,0.9881565
Locality,2016 Q2,Waynesboro City,98,149250,55.5,0.981876
Locality,2016 Q2,Fairfax City,95,462500,13,1
Locality,2016 Q2,Henry County,95,88000,120,0.946882
Locality,2016 Q2,Greene County,94,259500,33,0.9860095
Locality,2016 Q2,Winchester City,91,217000,22,0.982787
Locality,2016 Q2,Westmoreland County,87,172700,86,0.971178
Locality,2016 Q2,Salem City,85,165000,44,0.976391
Locality,2016 Q2,Dinwiddie County,81,147000,38,0.988736
Locality,2016 Q2,King William County,78,178475,38.5,1
Locality,2016 Q2,Colonial Heights City,77,130000,29,0.982421
Locality,2016 Q2,Carroll County,76,126750,111,0.9469255
Locality,2016 Q2,Amherst County,75,129500,85,0.975488
Locality,2016 Q2,Petersburg City,74,70215,54,0.9558385
Locality,2016 Q2,Rockbridge County,69,230000,92,0.951807
Locality,2016 Q2,Manassas Park City,69,268000,16,1
Locality,2016 Q2,Wythe County,68,115750,130,0.952893
Locality,2016 Q2,Pittsylvania County,68,88150,158.5,0.9674685
Locality,2016 Q2,Hopewell City,66,101000,35,0.9796565
Locality,2016 Q2,Clarke County,65,280000,50,0.973867
Locality,2016 Q2,Nelson County,64,214000,117,0.959431
Locality,2016 Q2,Prince Edward County,63,149000,49,0.99182
Locality,2016 Q2,Northumberland County,63,269000,170,0.934097
Locality,2016 Q2,Madison County,61,210000,46,0.967871
Locality,2016 Q2,Falls Church City,60,718500,11.5,1
Locality,2016 Q2,Page County,59,120500,99,0.964912
Locality,2016 Q2,Williamsburg City,53,281527,38,0.986301
Locality,2016 Q2,Poquoson City,53,305000,41,0.996847
Locality,2016 Q2,Middlesex County,50,215000,91.5,0.955921
Locality,2016 Q2,Lancaster County,47,220000,124,0.93985
Locality,2016 Q2,Appomattox County,45,152000,58,0.979575
Locality,2016 Q2,Northampton County,45,176500,156,0.929412
Locality,2016 Q2,Halifax County,42,97000,178,0.939196
Locality,2016 Q2,Tazewell County,40,87500,141.5,0.924853
Locality,2016 Q2,Southampton County,38,157000,76.5,0.974579
Locality,2016 Q2,Floyd County,38,193500,92.5,0.9539755
Locality,2016 Q2,Patrick County,38,140000,249.5,0.9561165
Locality,2016 Q2,Amelia County,38,179500,24,0.987101
Locality,2016 Q2,Mathews County,36,205000,155,0.960064
Locality,2016 Q2,Smyth County,36,103100,92.5,0.9592705
Locality,2016 Q2,Radford City,33,145400,35,0.991466
Locality,2016 Q2,Giles County,32,92450,75,0.938953
Locality,2016 Q2,Buckingham County,31,120000,98,0.977422
Locality,2016 Q2,Mecklenburg County,31,169000,128,0.958702
Locality,2016 Q2,Essex County,30,160500,102.5,0.959688
Locality,2016 Q2,Cumberland County,30,123000,43.5,0.984
Locality,2016 Q2,Martinsville City,29,71000,167,0.937891
Locality,2016 Q2,Nottoway County,25,95000,103,0.961538
Locality,2016 Q2,Grayson County,25,100000,149,0.951586
Locality,2016 Q2,Russell County,25,124000,213,0.925771
Locality,2016 Q2,Sussex County,24,132500,57,0.9980695
Locality,2016 Q2,Lunenburg County,24,79000,106,0.9737215
Locality,2016 Q2,Lexington City,23,195000,169,0.936111
Locality,2016 Q2,Alleghany County,22,88250,78.5,0.9319875
Locality,2016 Q2,Franklin City,19,149550,66,0.9899
Locality,2016 Q2,Galax City,19,90000,106,0.997141
Locality,2016 Q2,Buena Vista City,18,92925,121,0.970217
Locality,2016 Q2,Bristol City,15,119900,120,0.964848
Locality,2016 Q2,King and Queen County,14,159200,33.5,0.9944445
Locality,2016 Q2,Bland County,14,90000,160,0.9622545
Locality,2016 Q2,Charlotte County,13,134000,276,0.960573
Locality,2016 Q2,Rappahannock County,11,335000,45,0.957143
Locality,2016 Q2,Bedford City,11,165000,96,0.97561
Locality,2016 Q2,Charles City County,11,90000,14,1
Locality,2016 Q2,Surry County,10,110000,49.5,1
Locality,2016 Q2,Craig County,9,195000,39,0.97376
Locality,2016 Q2,Bath County,8,149500,311.5,0.972016
Locality,2016 Q2,Brunswick County,7,160000,77,0.945833
Locality,2016 Q2,Richmond County,7,140000,94,0.939597
Locality,2016 Q2,Scott County,4,81000,254.5,0.898107
Locality,2016 Q2,Buchanan County,4,61750,349,0.8558725
Locality,2016 Q2,Highland County,3,275000,338,0.932203
Locality,2016 Q2,Covington City,3,49000,114,0.9
Locality,2016 Q2,Lee County,2,47649.5,193,0.9238575
Locality,2016 Q2,Wise County,2,39847,60.5,0.911165
Locality,2016 Q2,Dickenson County,2,31950,108,0.977387
Locality,2016 Q2,Emporia City,1,11000,97,0.733333
State,2016 Q2,Virginia,34927,279000,24,0.992
Locality,2016 Q3,Fairfax County,4523,480000,21,0.991785
Locality,2016 Q3,Prince William County,2180,338000,19,1
Locality,2016 Q3,Virginia Beach City,2090,250000,33,0.9907535
Locality,2016 Q3,Loudoun County,1979,447759,20,0.995025
Locality,2016 Q3,Chesterfield County,1732,236925,18,0.99582
Locality,2016 Q3,Henrico County,1364,225842.5,16,0.9944615
Locality,2016 Q3,Chesapeake City,1201,272500,35,1
Locality,2016 Q3,Arlington County,794,553000,19,0.99284
Locality,2016 Q3,Richmond City,789,225000,11,1
Locality,2016 Q3,Norfolk City,784,186900,47,0.985704
Locality,2016 Q3,Stafford County,749,305000,21,1
Locality,2016 Q3,Alexandria City,680,487950,22,0.990394
Locality,2016 Q3,Spotsylvania County,619,255500,21,0.993408
Locality,2016 Q3,Hampton City,543,162500,51,0.996721
Locality,2016 Q3,Newport News City,541,179900,48,0.992589
Locality,2016 Q3,James City County,511,298000,41,0.988889
Locality,2016 Q3,Hanover County,474,264508.5,17.5,0.9959535
Locality,2016 Q3,Albemarle County,474,337909,27,0.987048
Locality,2016 Q3,Suffolk City,436,252450,40,0.9952375
Locality,2016 Q3,Portsmouth City,407,137500,49,0.991379
Locality,2016 Q3,Frederick County,406,239960.5,28,0.986873
Locality,2016 Q3,Roanoke County,404,185000,37,0.987904
Locality,2016 Q3,Roanoke City,374,120875,38,0.977558
Locality,2016 Q3,Bedford County,365,234000,68,0.98026
Locality,2016 Q3,York County,290,274900,39.5,0.983163
Locality,2016 Q3,Fauquier County,287,357500,27,0.989734
Locality,2016 Q3,Montgomery County,276,197000,34.5,0.9759165
Locality,2016 Q3,Lynchburg City,270,146900,58.5,0.977194
Locality,2016 Q3,Rockingham County,268,216000,62,0.9786475
Locality,2016 Q3,Augusta County,243,197000,41,0.978431
Locality,2016 Q3,Culpeper County,210,271000,30.5,0.999845
Locality,2016 Q3,Manassas City,200,281500,22.5,1
Locality,2016 Q3,Franklin County,200,209750,72,0.955268
Locality,2016 Q3,Louisa County,193,210000,40,0.985507
Locality,2016 Q3,Gloucester County,188,215000,52.5,0.9995
Locality,2016 Q3,Warren County,187,199900,35,0.994854
Locality,2016 Q3,Charlottesville City,186,284000,17,0.981338
Locality,2016 Q3,Shenandoah County,183,178000,52,0.979876
Locality,2016 Q3,Campbell County,176,163250,58,0.988221
Locality,2016 Q3,Orange County,174,230500,38.5,0.980947
Locality,2016 Q3,Botetourt County,149,209950,45,0.981964
Locality,2016 Q3,Isle of Wight County,147,277000,44,0.991429
Locality,2016 Q3,Powhatan County,143,269950,25,1
Locality,2016 Q3,Harrisonburg City,138,169700,27,0.978685
Locality,2016 Q3,Fluvanna County,136,215500,35.5,0.990926
Locality,2016 Q3,New Kent County,133,272000,35,0.993023
Locality,2016 Q3,Caroline County,131,187000,27,1
Locality,2016 Q3,Staunton City,121,142000,47,0.977778
Locality,2016 Q3,Danville City,119,105000,114,0.949598
Locality,2016 Q3,Washington County,114,166500,103.5,0.9516285
Locality,2016 Q3,Fairfax City,105,489500,18,0.988889
Locality,2016 Q3,Waynesboro City,105,157000,56,0.981147
Locality,2016 Q3,Salem City,101,151000,53,0.978102
Locality,2016 Q3,Pulaski County,101,130000,62,0.971429
Locality,2016 Q3,Goochland County,100,399085,26.5,0.992441
Locality,2016 Q3,Winchester City,100,230000,36.5,0.972868
Locality,2016 Q3,Westmoreland County,98,185545,95.5,0.9707225
Locality,2016 Q3,Fredericksburg City,97,310000,23,0.985717
Locality,2016 Q3,Amherst County,96,153200,64.5,0.9898095
Locality,2016 Q3,Accomack County,95,160000,135,0.949367
Locality,2016 Q3,Henry County,93,99000,100,0.958399
Locality,2016 Q3,Prince George County,92,204975,26,1
Locality,2016 Q3,King George County,88,269450,44.5,0.987232
Locality,2016 Q3,King William County,85,179950,39,0.995249
Locality,2016 Q3,Dinwiddie County,83,160000,40,0.978417
Locality,2016 Q3,Wythe County,83,106500,91,0.936088
Locality,2016 Q3,Colonial Heights City,83,139000,26,0.978932
Locality,2016 Q3,Greene County,80,249950,39,0.9779955
Locality,2016 Q3,Hopewell City,77,119900,32,0.976781
Locality,2016 Q3,Carroll County,74,113450,125,0.9464985
Locality,2016 Q3,Manassas Park City,69,280000,22,0.999658
Locality,2016 Q3,Petersburg City,68,51750,34.5,0.949442
Locality,2016 Q3,Pittsylvania County,65,105000,96,0.965812
Locality,2016 Q3,Halifax County,65,88400,141,0.954545
Locality,2016 Q3,Rockbridge County,65,246500,101,0.943396
Locality,2016 Q3,Clarke County,63,354900,41,0.98819
Locality,2016 Q3,Nelson County,63,199000,117,0.936073
Locality,2016 Q3,Page County,59,177000,86,0.963934
Locality,2016 Q3,Falls Church City,58,702500,11,0.995491
Locality,2016 Q3,Williamsburg City,57,263164,46,0.978085
Locality,2016 Q3,Smyth County,52,84450,97.5,0.958594
Locality,2016 Q3,Mathews County,51,177108,90,0.967204
Locality,2016 Q3,Amelia County,51,176000,36,0.99705
Locality,2016 Q3,Madison County,50,195750,58.5,0.9907105
Locality,2016 Q3,Middlesex County,49,210000,129,0.939623
Locality,2016 Q3,Lancaster County,49,330000,141,0.947455
Locality,2016 Q3,Giles County,47,118000,73,0.969215
Locality,2016 Q3,Prince Edward County,47,165000,50,0.977173
Locality,2016 Q3,Mecklenburg County,46,121500,144,0.9316165
Locality,2016 Q3,Appomattox County,43,149900,73,1
Locality,2016 Q3,Poquoson City,42,313500,37.5,0.9889985
Locality,2016 Q3,Southampton County,41,120000,48,0.978383
Locality,2016 Q3,Northumberland County,40,211750,117,0.934659
Locality,2016 Q3,Tazewell County,40,97988.5,147.5,0.912379
Locality,2016 Q3,Northampton County,37,190000,165,0.943569
Locality,2016 Q3,Radford City,34,142500,30,0.963854
Locality,2016 Q3,Patrick County,33,89000,128,0.94047
Locality,2016 Q3,Floyd County,32,152000,78,0.965772
Locality,2016 Q3,Buckingham County,31,141000,67,0.967568
Locality,2016 Q3,Essex County,30,217500,116,0.9629155
Locality,2016 Q3,Surry County,29,176900,73,0.977654
Locality,2016 Q3,Cumberland County,29,140000,58,0.997285
Locality,2016 Q3,Nottoway County,29,100000,71,0.934579
Locality,2016 Q3,Grayson County,29,105000,140,0.955414
Locality,2016 Q3,Martinsville City,29,75000,101,0.923077
Locality,2016 Q3,Galax City,28,115600,101,0.9603355
Locality,2016 Q3,Lunenburg County,26,107495,56.5,0.963674
Locality,2016 Q3,Alleghany County,25,76000,55,0.95
