fips,locality,year,tenure,type,estimate,moe
51001,Accomack County,2010,Owner,10 to 19 units,34,52
51001,Accomack County,2010,Owner,2 units,18,22
51001,Accomack County,2010,Owner,20 to 49 units,0,127
51001,Accomack County,2010,Owner,3 or 4 units,0,127
51001,Accomack County,2010,Owner,5 to 9 units,4,6
51001,Accomack County,2010,Owner,50 or more units,0,127
51001,Accomack County,2010,Owner,Mobile (manufactured) home,1875,310
51001,Accomack County,2010,Owner,Other,10,16
51001,Accomack County,2010,Owner,Single-family (attached),101,51
51001,Accomack County,2010,Owner,Single-family (detached),8394,418
51001,Accomack County,2010,Renter,10 to 19 units,130,93
51001,Accomack County,2010,Renter,2 units,85,56
51001,Accomack County,2010,Renter,20 to 49 units,88,85
51001,Accomack County,2010,Renter,3 or 4 units,100,64
51001,Accomack County,2010,Renter,5 to 9 units,87,73
51001,Accomack County,2010,Renter,50 or more units,115,108
51001,Accomack County,2010,Renter,Mobile (manufactured) home,1000,253
51001,Accomack County,2010,Renter,Other,14,22
51001,Accomack County,2010,Renter,Single-family (attached),134,84
51001,Accomack County,2010,Renter,Single-family (detached),1896,308
51001,Accomack County,2011,Owner,10 to 19 units,41,66
51001,Accomack County,2011,Owner,2 units,3,5
51001,Accomack County,2011,Owner,20 to 49 units,17,27
51001,Accomack County,2011,Owner,3 or 4 units,3,5
51001,Accomack County,2011,Owner,5 to 9 units,4,6
51001,Accomack County,2011,Owner,50 or more units,0,95
51001,Accomack County,2011,Owner,Mobile (manufactured) home,1920,301
51001,Accomack County,2011,Owner,Other,11,16
51001,Accomack County,2011,Owner,Single-family (attached),101,53
51001,Accomack County,2011,Owner,Single-family (detached),8099,328
51001,Accomack County,2011,Renter,10 to 19 units,139,95
51001,Accomack County,2011,Renter,2 units,60,40
51001,Accomack County,2011,Renter,20 to 49 units,97,99
51001,Accomack County,2011,Renter,3 or 4 units,112,75
51001,Accomack County,2011,Renter,5 to 9 units,32,26
51001,Accomack County,2011,Renter,50 or more units,96,96
51001,Accomack County,2011,Renter,Mobile (manufactured) home,992,273
51001,Accomack County,2011,Renter,Other,17,29
51001,Accomack County,2011,Renter,Single-family (attached),103,80
51001,Accomack County,2011,Renter,Single-family (detached),1910,318
51001,Accomack County,2012,Owner,10 to 19 units,0,26
51001,Accomack County,2012,Owner,2 units,0,26
51001,Accomack County,2012,Owner,20 to 49 units,14,23
51001,Accomack County,2012,Owner,3 or 4 units,4,6
51001,Accomack County,2012,Owner,5 to 9 units,2,5
51001,Accomack County,2012,Owner,50 or more units,0,26
51001,Accomack County,2012,Owner,Mobile (manufactured) home,1895,305
51001,Accomack County,2012,Owner,Other,0,26
51001,Accomack County,2012,Owner,Single-family (attached),61,35
51001,Accomack County,2012,Owner,Single-family (detached),8094,396
51001,Accomack County,2012,Renter,10 to 19 units,149,97
51001,Accomack County,2012,Renter,2 units,70,40
51001,Accomack County,2012,Renter,20 to 49 units,69,54
51001,Accomack County,2012,Renter,3 or 4 units,80,51
51001,Accomack County,2012,Renter,5 to 9 units,34,23
51001,Accomack County,2012,Renter,50 or more units,79,66
51001,Accomack County,2012,Renter,Mobile (manufactured) home,1264,308
51001,Accomack County,2012,Renter,Other,0,26
51001,Accomack County,2012,Renter,Single-family (attached),116,109
51001,Accomack County,2012,Renter,Single-family (detached),2355,368
51001,Accomack County,2013,Owner,10 to 19 units,8,13
51001,Accomack County,2013,Owner,2 units,0,26
51001,Accomack County,2013,Owner,20 to 49 units,12,20
51001,Accomack County,2013,Owner,3 or 4 units,4,7
51001,Accomack County,2013,Owner,5 to 9 units,3,5
51001,Accomack County,2013,Owner,50 or more units,0,26
51001,Accomack County,2013,Owner,Mobile (manufactured) home,1835,297
51001,Accomack County,2013,Owner,Other,0,26
51001,Accomack County,2013,Owner,Single-family (attached),51,36
51001,Accomack County,2013,Owner,Single-family (detached),8047,423
51001,Accomack County,2013,Renter,10 to 19 units,125,84
51001,Accomack County,2013,Renter,2 units,111,62
51001,Accomack County,2013,Renter,20 to 49 units,83,58
51001,Accomack County,2013,Renter,3 or 4 units,219,132
51001,Accomack County,2013,Renter,5 to 9 units,65,37
51001,Accomack County,2013,Renter,50 or more units,97,86
51001,Accomack County,2013,Renter,Mobile (manufactured) home,1303,353
51001,Accomack County,2013,Renter,Other,0,26
51001,Accomack County,2013,Renter,Single-family (attached),72,58
51001,Accomack County,2013,Renter,Single-family (detached),2298,446
51001,Accomack County,2014,Owner,10 to 19 units,8,13
51001,Accomack County,2014,Owner,2 units,0,25
51001,Accomack County,2014,Owner,20 to 49 units,11,17
51001,Accomack County,2014,Owner,3 or 4 units,4,7
51001,Accomack County,2014,Owner,5 to 9 units,0,25
51001,Accomack County,2014,Owner,50 or more units,0,25
51001,Accomack County,2014,Owner,Mobile (manufactured) home,1884,344
51001,Accomack County,2014,Owner,Other,0,25
51001,Accomack County,2014,Owner,Single-family (attached),55,36
51001,Accomack County,2014,Owner,Single-family (detached),8091,415
51001,Accomack County,2014,Renter,10 to 19 units,91,59
51001,Accomack County,2014,Renter,2 units,92,47
51001,Accomack County,2014,Renter,20 to 49 units,75,60
51001,Accomack County,2014,Renter,3 or 4 units,217,126
51001,Accomack County,2014,Renter,5 to 9 units,79,42
51001,Accomack County,2014,Renter,50 or more units,87,51
51001,Accomack County,2014,Renter,Mobile (manufactured) home,1268,308
51001,Accomack County,2014,Renter,Other,0,25
51001,Accomack County,2014,Renter,Single-family (attached),48,49
51001,Accomack County,2014,Renter,Single-family (detached),2279,362
51001,Accomack County,2015,Owner,10 to 19 units,8,13
51001,Accomack County,2015,Owner,2 units,0,25
51001,Accomack County,2015,Owner,20 to 49 units,11,17
51001,Accomack County,2015,Owner,3 or 4 units,4,8
51001,Accomack County,2015,Owner,5 to 9 units,0,25
51001,Accomack County,2015,Owner,50 or more units,0,25
51001,Accomack County,2015,Owner,Mobile (manufactured) home,1718,302
51001,Accomack County,2015,Owner,Other,0,25
51001,Accomack County,2015,Owner,Single-family (attached),29,26
51001,Accomack County,2015,Owner,Single-family (detached),8149,412
51001,Accomack County,2015,Renter,10 to 19 units,64,41
51001,Accomack County,2015,Renter,2 units,93,41
51001,Accomack County,2015,Renter,20 to 49 units,76,63
51001,Accomack County,2015,Renter,3 or 4 units,237,133
51001,Accomack County,2015,Renter,5 to 9 units,74,32
51001,Accomack County,2015,Renter,50 or more units,93,53
51001,Accomack County,2015,Renter,Mobile (manufactured) home,1065,266
51001,Accomack County,2015,Renter,Other,0,25
51001,Accomack County,2015,Renter,Single-family (attached),58,56
51001,Accomack County,2015,Renter,Single-family (detached),2282,342
51001,Accomack County,2016,Owner,10 to 19 units,8,12
51001,Accomack County,2016,Owner,2 units,0,25
51001,Accomack County,2016,Owner,20 to 49 units,0,25
51001,Accomack County,2016,Owner,3 or 4 units,0,25
51001,Accomack County,2016,Owner,5 to 9 units,0,25
51001,Accomack County,2016,Owner,50 or more units,0,25
51001,Accomack County,2016,Owner,Mobile (manufactured) home,1577,276
51001,Accomack County,2016,Owner,Other,0,25
51001,Accomack County,2016,Owner,Single-family (attached),39,26
51001,Accomack County,2016,Owner,Single-family (detached),7981,443
51001,Accomack County,2016,Renter,10 to 19 units,48,40
51001,Accomack County,2016,Renter,2 units,149,79
51001,Accomack County,2016,Renter,20 to 49 units,65,69
51001,Accomack County,2016,Renter,3 or 4 units,270,149
51001,Accomack County,2016,Renter,5 to 9 units,123,56
51001,Accomack County,2016,Renter,50 or more units,127,55
51001,Accomack County,2016,Renter,Mobile (manufactured) home,1023,247
51001,Accomack County,2016,Renter,Other,0,25
51001,Accomack County,2016,Renter,Single-family (attached),84,65
51001,Accomack County,2016,Renter,Single-family (detached),2325,318
51001,Accomack County,2017,Owner,10 to 19 units,8,12
51001,Accomack County,2017,Owner,2 units,19,25
51001,Accomack County,2017,Owner,20 to 49 units,0,25
51001,Accomack County,2017,Owner,3 or 4 units,0,25
51001,Accomack County,2017,Owner,5 to 9 units,0,25
51001,Accomack County,2017,Owner,50 or more units,0,25
51001,Accomack County,2017,Owner,Mobile (manufactured) home,1461,280
51001,Accomack County,2017,Owner,Other,0,25
51001,Accomack County,2017,Owner,Single-family (attached),39,29
51001,Accomack County,2017,Owner,Single-family (detached),7939,403
51001,Accomack County,2017,Renter,10 to 19 units,34,31
51001,Accomack County,2017,Renter,2 units,139,84
51001,Accomack County,2017,Renter,20 to 49 units,19,10
51001,Accomack County,2017,Renter,3 or 4 units,304,184
51001,Accomack County,2017,Renter,5 to 9 units,90,49
51001,Accomack County,2017,Renter,50 or more units,129,53
51001,Accomack County,2017,Renter,Mobile (manufactured) home,914,261
51001,Accomack County,2017,Renter,Other,0,25
51001,Accomack County,2017,Renter,Single-family (attached),96,71
51001,Accomack County,2017,Renter,Single-family (detached),2337,367
51001,Accomack County,2018,Owner,10 to 19 units,0,25
51001,Accomack County,2018,Owner,2 units,18,26
51001,Accomack County,2018,Owner,20 to 49 units,0,25
51001,Accomack County,2018,Owner,3 or 4 units,0,25
51001,Accomack County,2018,Owner,5 to 9 units,0,25
51001,Accomack County,2018,Owner,50 or more units,0,25
51001,Accomack County,2018,Owner,Mobile (manufactured) home,1214,253
51001,Accomack County,2018,Owner,Other,22,34
51001,Accomack County,2018,Owner,Single-family (attached),52,37
51001,Accomack County,2018,Owner,Single-family (detached),7787,467
51001,Accomack County,2018,Renter,10 to 19 units,36,30
51001,Accomack County,2018,Renter,2 units,113,78
51001,Accomack County,2018,Renter,20 to 49 units,16,8
51001,Accomack County,2018,Renter,3 or 4 units,61,41
51001,Accomack County,2018,Renter,5 to 9 units,110,82
51001,Accomack County,2018,Renter,50 or more units,150,52
51001,Accomack County,2018,Renter,Mobile (manufactured) home,1077,265
51001,Accomack County,2018,Renter,Other,0,25
51001,Accomack County,2018,Renter,Single-family (attached),51,43
51001,Accomack County,2018,Renter,Single-family (detached),2694,333
51001,Accomack County,2019,Owner,10 to 19 units,0,26
51001,Accomack County,2019,Owner,2 units,19,26
51001,Accomack County,2019,Owner,20 to 49 units,0,26
51001,Accomack County,2019,Owner,3 or 4 units,2,3
51001,Accomack County,2019,Owner,5 to 9 units,0,26
51001,Accomack County,2019,Owner,50 or more units,0,26
51001,Accomack County,2019,Owner,Mobile (manufactured) home,1020,258
51001,Accomack County,2019,Owner,Other,21,34
51001,Accomack County,2019,Owner,Single-family (attached),50,37
51001,Accomack County,2019,Owner,Single-family (detached),7865,366
51001,Accomack County,2019,Renter,10 to 19 units,38,31
51001,Accomack County,2019,Renter,2 units,96,65
51001,Accomack County,2019,Renter,20 to 49 units,15,9
51001,Accomack County,2019,Renter,3 or 4 units,75,38
51001,Accomack County,2019,Renter,5 to 9 units,118,84
51001,Accomack County,2019,Renter,50 or more units,150,63
51001,Accomack County,2019,Renter,Mobile (manufactured) home,1197,313
51001,Accomack County,2019,Renter,Other,0,26
51001,Accomack County,2019,Renter,Single-family (attached),130,89
51001,Accomack County,2019,Renter,Single-family (detached),2642,415
51001,Accomack County,2020,Owner,10 to 19 units,0,27
51001,Accomack County,2020,Owner,2 units,16,22
51001,Accomack County,2020,Owner,20 to 49 units,0,27
51001,Accomack County,2020,Owner,3 or 4 units,1,4
51001,Accomack County,2020,Owner,5 to 9 units,0,27
51001,Accomack County,2020,Owner,50 or more units,0,27
51001,Accomack County,2020,Owner,Mobile (manufactured) home,879,205
51001,Accomack County,2020,Owner,Other,24,38
51001,Accomack County,2020,Owner,Single-family (attached),118,90
51001,Accomack County,2020,Owner,Single-family (detached),7823,478
51001,Accomack County,2020,Renter,10 to 19 units,77,53
51001,Accomack County,2020,Renter,2 units,90,68
51001,Accomack County,2020,Renter,20 to 49 units,29,29
51001,Accomack County,2020,Renter,3 or 4 units,101,75
51001,Accomack County,2020,Renter,5 to 9 units,155,87
51001,Accomack County,2020,Renter,50 or more units,133,85
51001,Accomack County,2020,Renter,Mobile (manufactured) home,1305,323
51001,Accomack County,2020,Renter,Other,0,27
51001,Accomack County,2020,Renter,Single-family (attached),111,97
51001,Accomack County,2020,Renter,Single-family (detached),2779,355
51001,Accomack County,2021,Owner,10 to 19 units,0,28
51001,Accomack County,2021,Owner,2 units,24,34
51001,Accomack County,2021,Owner,20 to 49 units,0,28
51001,Accomack County,2021,Owner,3 or 4 units,2,4
51001,Accomack County,2021,Owner,5 to 9 units,0,28
51001,Accomack County,2021,Owner,50 or more units,0,28
51001,Accomack County,2021,Owner,Mobile (manufactured) home,903,230
51001,Accomack County,2021,Owner,Other,23,38
51001,Accomack County,2021,Owner,Single-family (attached),126,86
51001,Accomack County,2021,Owner,Single-family (detached),8385,455
51001,Accomack County,2021,Renter,10 to 19 units,98,63
51001,Accomack County,2021,Renter,2 units,65,34
51001,Accomack County,2021,Renter,20 to 49 units,56,53
51001,Accomack County,2021,Renter,3 or 4 units,90,61
51001,Accomack County,2021,Renter,5 to 9 units,205,122
51001,Accomack County,2021,Renter,50 or more units,120,75
51001,Accomack County,2021,Renter,Mobile (manufactured) home,1097,244
51001,Accomack County,2021,Renter,Other,0,28
51001,Accomack County,2021,Renter,Single-family (attached),162,97
51001,Accomack County,2021,Renter,Single-family (detached),2796,437
51003,Albemarle County,2010,Owner,10 to 19 units,177,90
51003,Albemarle County,2010,Owner,2 units,32,32
51003,Albemarle County,2010,Owner,20 to 49 units,80,51
51003,Albemarle County,2010,Owner,3 or 4 units,118,75
51003,Albemarle County,2010,Owner,5 to 9 units,259,128
51003,Albemarle County,2010,Owner,50 or more units,95,50
51003,Albemarle County,2010,Owner,Mobile (manufactured) home,658,167
51003,Albemarle County,2010,Owner,Other,0,127
51003,Albemarle County,2010,Owner,Single-family (attached),2361,243
51003,Albemarle County,2010,Owner,Single-family (detached),20730,465
51003,Albemarle County,2010,Renter,10 to 19 units,2780,311
51003,Albemarle County,2010,Renter,2 units,378,136
51003,Albemarle County,2010,Renter,20 to 49 units,1079,234
51003,Albemarle County,2010,Renter,3 or 4 units,734,210
51003,Albemarle County,2010,Renter,5 to 9 units,1477,262
51003,Albemarle County,2010,Renter,50 or more units,1309,239
51003,Albemarle County,2010,Renter,Mobile (manufactured) home,538,188
51003,Albemarle County,2010,Renter,Other,25,32
51003,Albemarle County,2010,Renter,Single-family (attached),1005,201
51003,Albemarle County,2010,Renter,Single-family (detached),3624,374
51003,Albemarle County,2011,Owner,10 to 19 units,260,121
51003,Albemarle County,2011,Owner,2 units,82,76
51003,Albemarle County,2011,Owner,20 to 49 units,62,42
51003,Albemarle County,2011,Owner,3 or 4 units,92,72
51003,Albemarle County,2011,Owner,5 to 9 units,198,88
51003,Albemarle County,2011,Owner,50 or more units,103,49
51003,Albemarle County,2011,Owner,Mobile (manufactured) home,759,177
51003,Albemarle County,2011,Owner,Other,0,95
51003,Albemarle County,2011,Owner,Single-family (attached),2531,236
51003,Albemarle County,2011,Owner,Single-family (detached),20644,591
51003,Albemarle County,2011,Renter,10 to 19 units,2740,367
51003,Albemarle County,2011,Renter,2 units,340,101
51003,Albemarle County,2011,Renter,20 to 49 units,1009,242
51003,Albemarle County,2011,Renter,3 or 4 units,718,205
51003,Albemarle County,2011,Renter,5 to 9 units,1308,249
51003,Albemarle County,2011,Renter,50 or more units,1367,252
51003,Albemarle County,2011,Renter,Mobile (manufactured) home,645,253
51003,Albemarle County,2011,Renter,Other,29,32
51003,Albemarle County,2011,Renter,Single-family (attached),1095,223
51003,Albemarle County,2011,Renter,Single-family (detached),3416,343
51003,Albemarle County,2012,Owner,10 to 19 units,298,129
51003,Albemarle County,2012,Owner,2 units,63,70
51003,Albemarle County,2012,Owner,20 to 49 units,63,48
51003,Albemarle County,2012,Owner,3 or 4 units,100,64
51003,Albemarle County,2012,Owner,5 to 9 units,155,63
51003,Albemarle County,2012,Owner,50 or more units,89,40
51003,Albemarle County,2012,Owner,Mobile (manufactured) home,774,191
51003,Albemarle County,2012,Owner,Other,0,29
51003,Albemarle County,2012,Owner,Single-family (attached),2494,299
51003,Albemarle County,2012,Owner,Single-family (detached),20612,539
51003,Albemarle County,2012,Renter,10 to 19 units,2726,412
51003,Albemarle County,2012,Renter,2 units,366,138
51003,Albemarle County,2012,Renter,20 to 49 units,966,214
51003,Albemarle County,2012,Renter,3 or 4 units,639,181
51003,Albemarle County,2012,Renter,5 to 9 units,1393,301
51003,Albemarle County,2012,Renter,50 or more units,1226,216
51003,Albemarle County,2012,Renter,Mobile (manufactured) home,739,248
51003,Albemarle County,2012,Renter,Other,30,32
51003,Albemarle County,2012,Renter,Single-family (attached),1174,205
51003,Albemarle County,2012,Renter,Single-family (detached),3642,464
51003,Albemarle County,2013,Owner,10 to 19 units,271,112
51003,Albemarle County,2013,Owner,2 units,68,57
51003,Albemarle County,2013,Owner,20 to 49 units,56,50
51003,Albemarle County,2013,Owner,3 or 4 units,127,86
51003,Albemarle County,2013,Owner,5 to 9 units,126,73
51003,Albemarle County,2013,Owner,50 or more units,94,56
51003,Albemarle County,2013,Owner,Mobile (manufactured) home,889,207
51003,Albemarle County,2013,Owner,Other,0,29
51003,Albemarle County,2013,Owner,Single-family (attached),2871,273
51003,Albemarle County,2013,Owner,Single-family (detached),20576,598
51003,Albemarle County,2013,Renter,10 to 19 units,2720,326
51003,Albemarle County,2013,Renter,2 units,294,101
51003,Albemarle County,2013,Renter,20 to 49 units,933,197
51003,Albemarle County,2013,Renter,3 or 4 units,753,182
51003,Albemarle County,2013,Renter,5 to 9 units,1501,251
51003,Albemarle County,2013,Renter,50 or more units,1380,252
51003,Albemarle County,2013,Renter,Mobile (manufactured) home,596,182
51003,Albemarle County,2013,Renter,Other,26,32
51003,Albemarle County,2013,Renter,Single-family (attached),1355,269
51003,Albemarle County,2013,Renter,Single-family (detached),3328,360
51003,Albemarle County,2014,Owner,10 to 19 units,298,126
51003,Albemarle County,2014,Owner,2 units,75,63
51003,Albemarle County,2014,Owner,20 to 49 units,64,54
51003,Albemarle County,2014,Owner,3 or 4 units,140,83
51003,Albemarle County,2014,Owner,5 to 9 units,100,71
51003,Albemarle County,2014,Owner,50 or more units,82,37
51003,Albemarle County,2014,Owner,Mobile (manufactured) home,997,208
51003,Albemarle County,2014,Owner,Other,0,28
51003,Albemarle County,2014,Owner,Single-family (attached),2873,305
51003,Albemarle County,2014,Owner,Single-family (detached),20506,506
51003,Albemarle County,2014,Renter,10 to 19 units,2976,348
51003,Albemarle County,2014,Renter,2 units,289,126
51003,Albemarle County,2014,Renter,20 to 49 units,985,234
51003,Albemarle County,2014,Renter,3 or 4 units,695,214
51003,Albemarle County,2014,Renter,5 to 9 units,1448,309
51003,Albemarle County,2014,Renter,50 or more units,1427,260
51003,Albemarle County,2014,Renter,Mobile (manufactured) home,671,210
51003,Albemarle County,2014,Renter,Other,15,24
51003,Albemarle County,2014,Renter,Single-family (attached),1483,300
51003,Albemarle County,2014,Renter,Single-family (detached),3413,390
51003,Albemarle County,2015,Owner,10 to 19 units,231,98
51003,Albemarle County,2015,Owner,2 units,117,85
51003,Albemarle County,2015,Owner,20 to 49 units,64,46
51003,Albemarle County,2015,Owner,3 or 4 units,180,79
51003,Albemarle County,2015,Owner,5 to 9 units,152,82
51003,Albemarle County,2015,Owner,50 or more units,92,38
51003,Albemarle County,2015,Owner,Mobile (manufactured) home,1086,221
51003,Albemarle County,2015,Owner,Other,0,28
51003,Albemarle County,2015,Owner,Single-family (attached),3036,276
51003,Albemarle County,2015,Owner,Single-family (detached),20323,569
51003,Albemarle County,2015,Renter,10 to 19 units,2969,383
51003,Albemarle County,2015,Renter,2 units,490,138
51003,Albemarle County,2015,Renter,20 to 49 units,1129,287
51003,Albemarle County,2015,Renter,3 or 4 units,531,160
51003,Albemarle County,2015,Renter,5 to 9 units,1276,209
51003,Albemarle County,2015,Renter,50 or more units,1445,303
51003,Albemarle County,2015,Renter,Mobile (manufactured) home,675,205
51003,Albemarle County,2015,Renter,Other,0,28
51003,Albemarle County,2015,Renter,Single-family (attached),1727,280
51003,Albemarle County,2015,Renter,Single-family (detached),3330,369
51003,Albemarle County,2016,Owner,10 to 19 units,206,101
51003,Albemarle County,2016,Owner,2 units,72,55
51003,Albemarle County,2016,Owner,20 to 49 units,43,37
51003,Albemarle County,2016,Owner,3 or 4 units,173,92
51003,Albemarle County,2016,Owner,5 to 9 units,224,108
51003,Albemarle County,2016,Owner,50 or more units,110,44
51003,Albemarle County,2016,Owner,Mobile (manufactured) home,992,264
51003,Albemarle County,2016,Owner,Other,0,28
51003,Albemarle County,2016,Owner,Single-family (attached),3062,303
51003,Albemarle County,2016,Owner,Single-family (detached),20702,610
51003,Albemarle County,2016,Renter,10 to 19 units,2803,322
51003,Albemarle County,2016,Renter,2 units,525,180
51003,Albemarle County,2016,Renter,20 to 49 units,1062,213
51003,Albemarle County,2016,Renter,3 or 4 units,571,174
51003,Albemarle County,2016,Renter,5 to 9 units,1280,217
51003,Albemarle County,2016,Renter,50 or more units,1287,243
51003,Albemarle County,2016,Renter,Mobile (manufactured) home,570,200
51003,Albemarle County,2016,Renter,Other,0,28
51003,Albemarle County,2016,Renter,Single-family (attached),2011,330
51003,Albemarle County,2016,Renter,Single-family (detached),3738,351
51003,Albemarle County,2017,Owner,10 to 19 units,230,99
51003,Albemarle County,2017,Owner,2 units,64,57
51003,Albemarle County,2017,Owner,20 to 49 units,53,54
51003,Albemarle County,2017,Owner,3 or 4 units,202,100
51003,Albemarle County,2017,Owner,5 to 9 units,184,98
51003,Albemarle County,2017,Owner,50 or more units,113,34
51003,Albemarle County,2017,Owner,Mobile (manufactured) home,1045,214
51003,Albemarle County,2017,Owner,Other,0,28
51003,Albemarle County,2017,Owner,Single-family (attached),3205,311
51003,Albemarle County,2017,Owner,Single-family (detached),20363,568
51003,Albemarle County,2017,Renter,10 to 19 units,2858,353
51003,Albemarle County,2017,Renter,2 units,648,198
51003,Albemarle County,2017,Renter,20 to 49 units,1231,226
51003,Albemarle County,2017,Renter,3 or 4 units,616,163
51003,Albemarle County,2017,Renter,5 to 9 units,1429,277
51003,Albemarle County,2017,Renter,50 or more units,1298,237
51003,Albemarle County,2017,Renter,Mobile (manufactured) home,717,221
51003,Albemarle County,2017,Renter,Other,0,28
51003,Albemarle County,2017,Renter,Single-family (attached),2109,325
51003,Albemarle County,2017,Renter,Single-family (detached),3650,403
51003,Albemarle County,2018,Owner,10 to 19 units,183,98
51003,Albemarle County,2018,Owner,2 units,85,66
51003,Albemarle County,2018,Owner,20 to 49 units,70,51
51003,Albemarle County,2018,Owner,3 or 4 units,205,96
51003,Albemarle County,2018,Owner,5 to 9 units,161,83
51003,Albemarle County,2018,Owner,50 or more units,92,24
51003,Albemarle County,2018,Owner,Mobile (manufactured) home,978,213
51003,Albemarle County,2018,Owner,Other,7,10
51003,Albemarle County,2018,Owner,Single-family (attached),3218,311
51003,Albemarle County,2018,Owner,Single-family (detached),20392,522
51003,Albemarle County,2018,Renter,10 to 19 units,3184,318
51003,Albemarle County,2018,Renter,2 units,777,240
51003,Albemarle County,2018,Renter,20 to 49 units,1120,207
51003,Albemarle County,2018,Renter,3 or 4 units,604,148
51003,Albemarle County,2018,Renter,5 to 9 units,1475,249
51003,Albemarle County,2018,Renter,50 or more units,1328,243
51003,Albemarle County,2018,Renter,Mobile (manufactured) home,755,218
51003,Albemarle County,2018,Renter,Other,0,28
51003,Albemarle County,2018,Renter,Single-family (attached),2290,377
51003,Albemarle County,2018,Renter,Single-family (detached),3688,480
51003,Albemarle County,2019,Owner,10 to 19 units,198,80
51003,Albemarle County,2019,Owner,2 units,65,64
51003,Albemarle County,2019,Owner,20 to 49 units,62,46
51003,Albemarle County,2019,Owner,3 or 4 units,182,96
51003,Albemarle County,2019,Owner,5 to 9 units,205,88
51003,Albemarle County,2019,Owner,50 or more units,104,26
51003,Albemarle County,2019,Owner,Mobile (manufactured) home,955,211
51003,Albemarle County,2019,Owner,Other,7,11
51003,Albemarle County,2019,Owner,Single-family (attached),3414,277
51003,Albemarle County,2019,Owner,Single-family (detached),21073,634
51003,Albemarle County,2019,Renter,10 to 19 units,3084,402
51003,Albemarle County,2019,Renter,2 units,787,201
51003,Albemarle County,2019,Renter,20 to 49 units,1051,181
51003,Albemarle County,2019,Renter,3 or 4 units,666,178
51003,Albemarle County,2019,Renter,5 to 9 units,1564,296
51003,Albemarle County,2019,Renter,50 or more units,1513,246
51003,Albemarle County,2019,Renter,Mobile (manufactured) home,606,182
51003,Albemarle County,2019,Renter,Other,25,40
51003,Albemarle County,2019,Renter,Single-family (attached),2278,372
51003,Albemarle County,2019,Renter,Single-family (detached),3657,388
51003,Albemarle County,2020,Owner,10 to 19 units,258,136
51003,Albemarle County,2020,Owner,2 units,42,44
51003,Albemarle County,2020,Owner,20 to 49 units,102,69
51003,Albemarle County,2020,Owner,3 or 4 units,196,129
51003,Albemarle County,2020,Owner,5 to 9 units,246,123
51003,Albemarle County,2020,Owner,50 or more units,96,29
51003,Albemarle County,2020,Owner,Mobile (manufactured) home,934,225
51003,Albemarle County,2020,Owner,Other,7,11
51003,Albemarle County,2020,Owner,Single-family (attached),3727,486
51003,Albemarle County,2020,Owner,Single-family (detached),22017,707
51003,Albemarle County,2020,Renter,10 to 19 units,3231,412
51003,Albemarle County,2020,Renter,2 units,611,194
51003,Albemarle County,2020,Renter,20 to 49 units,959,222
51003,Albemarle County,2020,Renter,3 or 4 units,832,255
51003,Albemarle County,2020,Renter,5 to 9 units,1608,348
51003,Albemarle County,2020,Renter,50 or more units,1652,377
51003,Albemarle County,2020,Renter,Mobile (manufactured) home,459,144
51003,Albemarle County,2020,Renter,Other,24,38
51003,Albemarle County,2020,Renter,Single-family (attached),1903,310
51003,Albemarle County,2020,Renter,Single-family (detached),3477,354
51003,Albemarle County,2021,Owner,10 to 19 units,273,149
51003,Albemarle County,2021,Owner,2 units,32,35
51003,Albemarle County,2021,Owner,20 to 49 units,151,94
51003,Albemarle County,2021,Owner,3 or 4 units,202,134
51003,Albemarle County,2021,Owner,5 to 9 units,175,82
51003,Albemarle County,2021,Owner,50 or more units,81,31
51003,Albemarle County,2021,Owner,Mobile (manufactured) home,778,212
51003,Albemarle County,2021,Owner,Other,18,20
51003,Albemarle County,2021,Owner,Single-family (attached),4127,433
51003,Albemarle County,2021,Owner,Single-family (detached),22588,673
51003,Albemarle County,2021,Renter,10 to 19 units,3204,412
51003,Albemarle County,2021,Renter,2 units,589,189
51003,Albemarle County,2021,Renter,20 to 49 units,866,240
51003,Albemarle County,2021,Renter,3 or 4 units,973,259
51003,Albemarle County,2021,Renter,5 to 9 units,1817,342
51003,Albemarle County,2021,Renter,50 or more units,1705,365
51003,Albemarle County,2021,Renter,Mobile (manufactured) home,449,142
51003,Albemarle County,2021,Renter,Other,28,45
51003,Albemarle County,2021,Renter,Single-family (attached),1859,290
51003,Albemarle County,2021,Renter,Single-family (detached),3151,349
51005,Alleghany County,2010,Owner,10 to 19 units,10,17
51005,Alleghany County,2010,Owner,2 units,0,127
51005,Alleghany County,2010,Owner,20 to 49 units,0,127
51005,Alleghany County,2010,Owner,3 or 4 units,21,24
51005,Alleghany County,2010,Owner,5 to 9 units,0,127
51005,Alleghany County,2010,Owner,50 or more units,8,13
51005,Alleghany County,2010,Owner,Mobile (manufactured) home,568,153
51005,Alleghany County,2010,Owner,Other,0,127
51005,Alleghany County,2010,Owner,Single-family (attached),78,57
51005,Alleghany County,2010,Owner,Single-family (detached),5073,250
51005,Alleghany County,2010,Renter,10 to 19 units,147,83
51005,Alleghany County,2010,Renter,2 units,41,30
51005,Alleghany County,2010,Renter,20 to 49 units,39,36
51005,Alleghany County,2010,Renter,3 or 4 units,15,22
51005,Alleghany County,2010,Renter,5 to 9 units,76,57
51005,Alleghany County,2010,Renter,50 or more units,174,45
51005,Alleghany County,2010,Renter,Mobile (manufactured) home,17,16
