"Year","Quarter","Group","Unit","Inflation Deflator","Real Total Wealth","Real Wealth Share","Real Wealth Per Unit Growth","Real Wealth Per Unit"
"","1","Middle 40%","","0.7012230566666666","22643891771363.188","0.27719736953629526","0.17419806646820035","351392.81035317644"
"","2","Middle 40%","","0.7059112166666667","22672861798976.13","0.2764188938501246","0.17146285482211865","350574.2655653126"
"","3","Middle 40%","","0.7095761499999999","22749603967137.027","0.2754593258088472","0.17160293768405907","350616.18703660887"
"","4","Middle 40%","","0.7125845166666668","22518511060342.953","0.2746353867570257","0.15607664922679304","345969.7595801551"
"","1","Middle 40%","","0.7150889433333334","21535260212260.754","0.27214385623799786","0.10158076267144295","329661.2139640216"
"","2","Middle 40%","","0.7187156666666666","20632887064048.95","0.27032386725795626","0.051328405159875246","314622.59515077854"
"","3","Middle 40%","","0.7241367933333334","19620598109553.83","0.2688360825136368","-0.003733637533265011","298144.6205413278"
"","4","Middle 40%","","0.7258548133333335","18099813286716.73","0.2666134569608445","-0.08410814155945019","274091.5892367759"
"","1","Middle 40%","","0.7254958933333334","17166618513614.826","0.26765795451076463","-0.13396333601142785","259171.8262176814"
"","2","Middle 40%","","0.7242283833333333","17080330612846.693","0.2665258914132084","-0.14088703306840486","257099.827092182"
"","3","Middle 40%","","0.7250072566666667","17610410310087.895","0.2650884768244019","-0.11653677260640208","264386.93367234495"
"","4","Middle 40%","","0.7273970833333333","17899650130510.793","0.26562009917144663","-0.10418762587044043","268082.56348211423"
"","1","Middle 40%","","0.7293746866666666","18030213172038.207","0.2640241637661709","-0.10095061401114364","269051.2779834131"
"","2","Middle 40%","","0.7329327066666668","17572424002033.209","0.26133179325593403","-0.1276846893363721","261050.78630403086"
"","3","Middle 40%","","0.735147","17633697476152.387","0.2583420391515677","-0.12815944704360674","260908.70938383648"
"","4","Middle 40%","","0.7394533566666667","17964670378882.91","0.25446138225911336","-0.1151652046372557","264797.39178587124"
"","1","Middle 40%","","0.7432709566666666","18034632239344.805","0.2511809027358193","-0.11523414093275122","264776.76177522715"
"","2","Middle 40%","","0.74818051","18007770328266.805","0.24935999103620424","-0.12014197197965246","263308.03465536697"
"","3","Middle 40%","","0.7528075566666667","17279298335189.803","0.24878901944908752","-0.15876784944865052","251748.77900353845"
"","4","Middle 40%","","0.7537161533333334","17216145003583.385","0.24805434149988842","-0.16469625064708665","249974.63406367702"
"","1","Middle 40%","","0.7582897766666666","17683535309768.875","0.24539808576141273","-0.14467535865324635","255966.12536688938"
"","2","Middle 40%","","0.7613438566666667","17563227907229.654","0.24308475251972894","-0.15302440147635038","253467.57447913848"
"","3","Middle 40%","","0.7652913899999999","17675253314417.06","0.24112883158570167","-0.14963527402269322","254481.81139077616"
"","4","Middle 40%","","0.7691701266666667","17839416007758.24","0.23905362417707804","-0.14353778930092007","256306.5565965949"
"","1","Middle 40%","","0.7722471533333334","18469133781442.91","0.23991991508286023","-0.11599160359759082","264550.08201638865"
"","2","Middle 40%","","0.7744385566666668","19029641654429.645","0.24272521473329386","-0.09238931264438349","271613.34977816156"
"","3","Middle 40%","","0.7780881933333333","19641665130660.05","0.24576348546549845","-0.06611975395914485","279474.8292991668"
"","4","Middle 40%","","0.78273815","20459893266335.582","0.24875523113152387","-0.030063442553240095","290265.11158433463"
"","1","Middle 40%","","0.7859984433333334","20876816282927.934","0.24860338433174303","-0.013809640669765741","295129.25613188697"
"","2","Middle 40%","","0.7904499166666668","21245982070357.652","0.24745772095821642","-0.0003132074089533887","299168.2251514203"
"","3","Middle 40%","","0.7939010066666667","21405646946308.145","0.24750602297191496","0.003776558598605817","300392.1365272972"
"","4","Middle 40%","","0.7952219833333333","21655404116986.723","0.2463552538184437","0.012270516585429618","302934.05501042784"
"","1","Middle 40%","","0.7949394399999999","22107434641565.58","0.24546556607319522","0.030344660332346222","308342.958625011"
